Labels,KONGBAI-5,
Type,Emission Scan,
Comment,,
Start,425.00,
Stop,830.00,
Step,0.500,
Fixed/Offset,445.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.23999718,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,2.2999973,
Detector,Det 1,

425.00,0.00000000E+0,
425.500,4.53672945E-1,
426.00,1.81849766E+0,
426.500,9.06074166E-1,
427.00,-4.51447010E-1,
427.500,-4.52899039E-1,
428.00,4.52163368E-1,
428.500,-9.03349280E-1,
429.00,4.53997970E-1,
429.500,4.50904012E-1,
430.00,1.35588336E+0,
430.500,0.00000000E+0,
431.00,-9.01816189E-1,
431.500,4.52188373E-1,
432.00,4.53852147E-1,
432.500,0.00000000E+0,
433.00,2.72775960E+0,
433.500,1.80649877E+0,
434.00,9.08129930E-1,
434.500,3.18671393E+0,
435.00,-9.10961688E-1,
435.500,4.53834176E-1,
436.00,1.82339311E+0,
436.500,0.00000000E+0,
437.00,1.36793375E+0,
437.500,9.56546688E+0,
438.00,1.23290806E+1,
438.500,1.88700714E+1,
439.00,3.69280281E+1,
439.500,6.11418495E+1,
440.00,1.00590637E+2,
440.500,1.51052460E+2,
441.00,1.99800400E+2,
441.500,2.74324280E+2,
442.00,3.64113251E+2,
442.500,4.87704712E+2,
443.00,9.04609863E+2,
443.500,8.20292676E+3,
444.00,3.11097363E+4,
444.500,5.76439844E+4,
445.00,8.32301484E+4,
445.500,1.01383570E+5,
446.00,9.55728438E+4,
446.500,7.00824844E+4,
447.00,4.44709844E+4,
447.500,1.92887344E+4,
448.00,2.91706592E+3,
448.500,6.31709351E+2,
449.00,4.35210052E+2,
449.500,2.92774933E+2,
450.00,2.18075470E+2,
450.500,1.95539719E+2,
451.00,1.68307373E+2,
451.500,1.35090271E+2,
452.00,9.37442474E+1,
452.500,8.01680756E+1,
453.00,6.25985413E+1,
453.500,3.74377518E+1,
454.00,2.44218369E+1,
454.500,1.24095354E+1,
455.00,9.68130970E+0,
455.500,1.12774715E+1,
456.00,1.07191620E+1,
456.500,1.38453054E+1,
457.00,7.94457817E+0,
457.500,1.42287455E+1,
458.00,1.20957241E+1,
458.500,1.14383097E+1,
459.00,1.18643084E+1,
459.500,7.17848206E+0,
460.00,1.48925447E+1,
460.500,9.13820839E+0,
461.00,1.21666670E+1,
461.500,1.46287212E+1,
462.00,9.52209663E+0,
462.500,8.95669079E+0,
463.00,7.92438698E+0,
463.500,8.90923023E+0,
464.00,1.03318262E+1,
464.500,8.79458809E+0,
465.00,8.26801682E+0,
465.500,9.18158340E+0,
466.00,9.68574333E+0,
466.500,1.68863888E+1,
467.00,1.43932819E+1,
467.500,1.15418901E+1,
468.00,1.91899967E+1,
468.500,1.62539616E+1,
469.00,1.90943146E+1,
469.500,1.57593594E+1,
470.00,8.60309982E+0,
470.500,1.90680542E+1,
471.00,1.38323727E+1,
471.500,2.33880253E+1,
472.00,1.81193333E+1,
472.500,1.57495213E+1,
473.00,1.67418633E+1,
473.500,2.28702583E+1,
474.00,1.58039303E+1,
474.500,1.33485775E+1,
475.00,1.86761990E+1,
475.500,1.82816296E+1,
476.00,1.44044399E+1,
476.500,2.07796936E+1,
477.00,1.92178345E+1,
477.500,1.78843403E+1,
478.00,2.03803387E+1,
478.500,1.90408878E+1,
479.00,1.84808846E+1,
479.500,1.36984653E+1,
480.00,2.05128078E+1,
480.500,2.43988247E+1,
481.00,2.06438885E+1,
481.500,1.86676598E+1,
482.00,1.72890739E+1,
482.500,2.07313557E+1,
483.00,2.28206348E+1,
483.500,2.33476143E+1,
484.00,1.83666191E+1,
484.500,1.55483932E+1,
485.00,2.15365868E+1,
485.500,1.86168957E+1,
486.00,2.22251530E+1,
486.500,2.27880650E+1,
487.00,2.28795109E+1,
487.500,2.40678005E+1,
488.00,1.88568153E+1,
488.500,2.25570107E+1,
489.00,1.65693722E+1,
489.500,2.53936729E+1,
490.00,2.03090515E+1,
490.500,2.30177460E+1,
491.00,2.47479877E+1,
491.500,1.84650707E+1,
492.00,2.47703037E+1,
492.500,1.80019264E+1,
493.00,2.24421234E+1,
493.500,2.67644939E+1,
494.00,2.21396694E+1,
494.500,1.93453770E+1,
495.00,1.88600960E+1,
495.500,2.05780849E+1,
496.00,1.85269318E+1,
496.500,2.06416245E+1,
497.00,2.74010983E+1,
497.500,1.59239578E+1,
498.00,2.32785110E+1,
498.500,2.72570667E+1,
499.00,2.10867538E+1,
499.500,1.84319534E+1,
500.00,2.30210094E+1,
500.500,2.08189583E+1,
501.00,2.36927509E+1,
501.500,2.60796852E+1,
502.00,2.22602081E+1,
502.500,1.48704329E+1,
503.00,2.28906384E+1,
503.500,2.35840836E+1,
504.00,2.08600216E+1,
504.500,2.03289776E+1,
505.00,1.98244381E+1,
505.500,2.74688816E+1,
506.00,2.05174732E+1,
506.500,2.69598045E+1,
507.00,1.72022133E+1,
507.500,2.36414566E+1,
508.00,2.43825150E+1,
508.500,2.03852940E+1,
509.00,1.93262177E+1,
509.500,1.87717152E+1,
510.00,2.05824432E+1,
510.500,2.24532623E+1,
511.00,2.49810200E+1,
511.500,2.27464485E+1,
512.00,1.72270470E+1,
512.500,1.98830605E+1,
513.00,3.40485306E+1,
513.500,1.99328632E+1,
514.00,2.68281288E+1,
514.500,2.07358704E+1,
515.00,2.38483009E+1,
515.500,1.52496557E+1,
516.00,2.84716721E+1,
516.500,2.48703976E+1,
517.00,2.11808567E+1,
517.500,1.98998737E+1,
518.00,2.26300373E+1,
518.500,2.59830036E+1,
519.00,2.47333088E+1,
519.500,2.22947025E+1,
520.00,2.16326733E+1,
520.500,1.38271980E+1,
521.00,2.11832619E+1,
521.500,1.99539833E+1,
522.00,1.59625788E+1,
522.500,2.61730099E+1,
523.00,1.94357853E+1,
523.500,2.02148342E+1,
524.00,2.37984505E+1,
524.500,2.51748028E+1,
525.00,1.97750492E+1,
525.500,2.39689789E+1,
526.00,3.31275368E+1,
526.500,1.58741179E+1,
527.00,2.01692352E+1,
527.500,2.15395107E+1,
528.00,1.75508137E+1,
528.500,2.25130539E+1,
529.00,2.11677551E+1,
529.500,1.84271011E+1,
530.00,2.00645065E+1,
530.500,1.79134865E+1,
531.00,1.64942856E+1,
531.500,1.44374590E+1,
532.00,2.02009869E+1,
532.500,2.77030926E+1,
533.00,2.19909840E+1,
533.500,2.06358585E+1,
534.00,2.28268642E+1,
534.500,1.84682102E+1,
535.00,2.08134480E+1,
535.500,1.94773293E+1,
536.00,2.02788887E+1,
536.500,2.11582546E+1,
537.00,2.35028667E+1,
537.500,1.51774359E+1,
538.00,4.57648897E+0,
538.500,1.15021334E+1,
539.00,2.30952339E+1,
539.500,2.09034996E+1,
540.00,1.86747532E+1,
540.500,9.36030865E+0,
541.00,1.41568079E+1,
541.500,1.88236217E+1,
542.00,2.14530430E+1,
542.500,2.31103649E+1,
543.00,1.83800621E+1,
543.500,2.24696541E+1,
544.00,1.92709637E+1,
544.500,1.86132088E+1,
545.00,1.29483118E+1,
545.500,2.11384182E+1,
546.00,2.14225788E+1,
546.500,1.48056717E+1,
547.00,1.23948250E+1,
547.500,1.57190990E+1,
548.00,1.41461039E+1,
548.500,1.75653896E+1,
549.00,1.52096415E+1,
549.500,1.52212791E+1,
550.00,1.94617939E+1,
550.500,3.08303852E+1,
551.00,1.71587391E+1,
551.500,2.75131416E+1,
552.00,1.98984299E+1,
552.500,1.74541702E+1,
553.00,2.10680656E+1,
553.500,1.23041124E+1,
554.00,2.30228233E+1,
554.500,1.24325495E+1,
555.00,1.69019089E+1,
555.500,1.70295086E+1,
556.00,1.43856049E+1,
556.500,2.35841961E+1,
557.00,1.90127411E+1,
557.500,9.06715679E+0,
558.00,1.37337255E+1,
558.500,1.28817739E+1,
559.00,9.25291634E+0,
559.500,2.14309425E+1,
560.00,9.28187466E+0,
560.500,2.25836945E+1,
561.00,1.69181976E+1,
561.500,1.51147633E+1,
562.00,1.23579378E+1,
562.500,9.54853058E+0,
563.00,1.62851200E+1,
563.500,8.70664215E+0,
564.00,1.45221777E+1,
564.500,9.74642467E+0,
565.00,1.46592426E+1,
565.500,8.86046982E+0,
566.00,6.90382051E+0,
566.500,1.09397879E+1,
567.00,1.39676037E+1,
567.500,1.80457115E+1,
568.00,1.21082249E+1,
568.500,1.31991949E+1,
569.00,1.52990866E+1,
569.500,1.22874193E+1,
570.00,1.95697289E+1,
570.500,6.22003317E+0,
571.00,1.04200354E+1,
571.500,1.15253563E+1,
572.00,1.05066538E+1,
572.500,4.22624302E+0,
573.00,2.02730236E+1,
573.500,1.27889328E+1,
574.00,1.61622601E+1,
574.500,1.62325630E+1,
575.00,9.73769283E+0,
575.500,1.74512901E+1,
576.00,1.31662512E+1,
576.500,2.20380187E+0,
577.00,1.77095432E+1,
577.500,4.44620180E+0,
578.00,1.00882120E+1,
578.500,1.22970848E+1,
579.00,1.57790680E+1,
579.500,1.24855356E+1,
580.00,2.29042435E+1,
580.500,1.14975414E+1,
581.00,4.61870861E+0,
581.500,1.03916435E+1,
582.00,1.16847448E+1,
582.500,1.75932560E+1,
583.00,7.09718037E+0,
583.500,8.27354431E+0,
584.00,8.32086849E+0,
584.500,1.19807882E+1,
585.00,1.80842648E+1,
585.500,7.26506662E+0,
586.00,1.33451328E+1,
586.500,4.90073204E+0,
587.00,4.92114019E+0,
587.500,6.16565847E+0,
588.00,3.73092222E+0,
588.500,9.97110367E+0,
589.00,1.50660629E+1,
589.500,1.38119173E+1,
590.00,1.14009371E+1,
590.500,1.65102043E+1,
591.00,8.95674992E+0,
591.500,5.12530327E+0,
592.00,6.45952654E+0,
592.500,1.30017328E+0,
593.00,7.87775755E+0,
593.500,5.24156189E+0,
594.00,6.61884356E+0,
594.500,1.46431541E+1,
595.00,8.01384640E+0,
595.500,6.71154785E+0,
596.00,-1.34498918E+0,
596.500,9.47661400E+0,
597.00,4.10330296E+0,
597.500,1.36961536E+1,
598.00,6.86247540E+0,
598.500,5.53730822E+0,
599.00,6.94645309E+0,
599.500,1.25756578E+1,
600.00,8.45177650E+0,
600.500,1.41674149E+0,
601.00,9.97171402E+0,
601.500,8.59371376E+0,
602.00,4.31770658E+0,
602.500,2.89460516E+0,
603.00,1.01826010E+1,
603.500,5.87302637E+0,
604.00,4.40714169E+0,
604.500,2.95348406E+0,
605.00,2.97721362E+0,
605.500,2.99644661E+0,
606.00,4.53746748E+0,
606.500,6.08632708E+0,
607.00,1.52198610E+1,
607.500,1.37898331E+1,
608.00,9.27344513E+0,
608.500,4.67775822E+0,
609.00,1.72739754E+1,
609.500,1.26060190E+1,
610.00,9.48092365E+0,
610.500,6.37618113E+0,
611.00,1.60291290E+0,
611.500,0.00000000E+0,
612.00,1.30254374E+1,
612.500,0.00000000E+0,
613.00,9.84244633E+0,
613.500,1.66010940E+0,
614.00,5.00863075E+0,
614.500,1.00660486E+1,
615.00,2.01770153E+1,
615.500,0.00000000E+0,
616.00,5.13925791E+0,
616.500,5.17382956E+0,
617.00,5.19689941E+0,
617.500,0.00000000E+0,
618.00,1.05986214E+1,
618.500,0.00000000E+0,
619.00,8.89019585E+0,
619.500,7.20092010E+0,
620.00,1.08423014E+1,
620.500,1.81423581E+0,
621.00,3.66070437E+0,
621.500,7.38549328E+0,
622.00,5.58094358E+0,
622.500,9.38850403E+0,
623.00,7.56103706E+0,
623.500,7.56493187E+0,
624.00,3.83940554E+0,
624.500,-1.92473173E+0,
625.00,1.74310017E+1,
625.500,1.17291145E+1,
626.00,1.97744870E+0,
626.500,7.93122530E+0,
627.00,0.00000000E+0,
627.500,1.41026287E+1,
628.00,4.06481886E+0,
628.500,1.02198534E+1,
629.00,8.20221901E+0,
629.500,0.00000000E+0,
630.00,8.34042454E+0,
630.500,0.00000000E+0,
631.00,-2.11873984E+0,
631.500,0.00000000E+0,
632.00,2.15846896E+0,
632.500,1.09201746E+1,
633.00,0.00000000E+0,
633.500,2.19985843E+0,
634.00,2.21725273E+0,
634.500,6.72383881E+0,
635.00,0.00000000E+0,
635.500,0.00000000E+0,
636.00,9.18858910E+0,
636.500,2.30868220E+0,
637.00,2.33180070E+0,
637.500,9.40083790E+0,
638.00,1.18892155E+1,
638.500,4.77471256E+0,
639.00,9.63798428E+0,
639.500,1.69389000E+1,
640.00,2.46135712E+0,
640.500,-2.47403979E+0,
641.00,-2.48519015E+0,
641.500,2.51114869E+0,
642.00,2.53480458E+0,
642.500,0.00000000E+0,
643.00,7.74778223E+0,
643.500,2.60162234E+0,
644.00,1.83130379E+1,
644.500,7.93941355E+0,
645.00,5.35534477E+0,
645.500,0.00000000E+0,
646.00,2.44468937E+1,
646.500,8.20063305E+0,
647.00,2.76282239E+0,
647.500,2.78414702E+0,
648.00,2.80690718E+0,
648.500,1.70776443E+1,
649.00,-5.74358416E+0,
649.500,1.15600128E+1,
650.00,2.92557359E+0,
650.500,5.91208601E+0,
651.00,-5.95798826E+0,
651.500,3.00563717E+0,
652.00,6.05125570E+0,
652.500,1.52677450E+1,
653.00,1.23668013E+1,
653.500,1.55838909E+1,
654.00,1.89707584E+1,
654.500,1.26912212E+1,
655.00,3.19326282E+0,
655.500,3.23911166E+0,
656.00,0.00000000E+0,
656.500,3.30241466E+0,
657.00,6.67894602E+0,
657.500,1.01020088E+1,
658.00,3.06719913E+1,
658.500,-3.46081686E+0,
659.00,2.44938965E+1,
659.500,3.53415275E+0,
660.00,2.15874958E+1,
660.500,2.16666851E+1,
661.00,3.66574264E+0,
661.500,-3.70286131E+0,
662.00,1.88137970E+1,
662.500,1.14437857E+1,
663.00,1.16143265E+1,
663.500,1.18555307E+1,
664.00,8.00538349E+0,
664.500,0.00000000E+0,
665.00,2.05946140E+1,
665.500,8.43287945E+0,
666.00,0.00000000E+0,
666.500,3.02999496E+1,
667.00,2.62444477E+1,
667.500,4.39641571E+0,
668.00,-4.43877363E+0,
668.500,1.78289604E+1,
669.00,4.45803833E+0,
669.500,1.33998146E+1,
670.00,1.79104080E+1,
670.500,1.79458866E+1,
671.00,4.52472687E+0,
671.500,9.00239658E+0,
672.00,2.26112671E+1,
672.500,9.05943298E+0,
673.00,2.26454277E+1,
673.500,4.53943405E+1,
674.00,4.54235888E+0,
674.500,3.63320313E+1,
675.00,1.81702538E+1,
675.500,3.65301666E+1,
676.00,1.36986551E+1,
676.500,2.28811474E+1,
677.00,2.75040035E+1,
677.500,4.14742813E+1,
678.00,3.23804893E+1,
678.500,3.21961784E+1,
679.00,5.57385406E+1,
679.500,2.77184448E+1,
680.00,3.79258308E+1,
680.500,4.26659622E+1,
681.00,6.66219254E+1,
681.500,3.81243172E+1,
682.00,3.84849396E+1,
682.500,4.82182159E+1,
683.00,3.85024071E+1,
683.500,6.27585831E+1,
684.00,5.82886848E+1,
684.500,5.84755478E+1,
685.00,5.84327240E+1,
685.500,4.40067863E+1,
686.00,6.38045807E+1,
686.500,4.44862556E+1,
687.00,4.46399536E+1,
687.500,4.97417412E+1,
688.00,8.51170883E+1,
688.500,6.54484787E+1,
689.00,7.05910873E+1,
689.500,9.61560898E+1,
690.00,4.07444267E+1,
690.500,6.63289948E+1,
691.00,1.18209343E+2,
691.500,9.29016724E+1,
692.00,9.33267899E+1,
692.500,1.09570709E+2,
693.00,8.91973801E+1,
693.500,8.98330841E+1,
694.00,7.97380981E+1,
694.500,8.53544617E+1,
695.00,9.12751617E+1,
695.500,1.02757423E+2,
696.00,1.25064407E+2,
696.500,1.37088272E+2,
697.00,7.68748474E+1,
697.500,8.34582520E+1,
698.00,1.23342987E+2,
698.500,1.12621773E+2,
699.00,1.46898834E+2,
699.500,1.36455719E+2,
700.00,1.43502731E+2,
700.500,1.09970337E+2,
701.00,1.33676956E+2,
701.500,8.22131119E+1,
702.00,2.18373276E+2,
702.500,1.18779839E+2,
703.00,1.32103912E+2,
703.500,1.56403275E+2,
704.00,1.28173340E+2,
704.500,1.40766174E+2,
705.00,9.88867264E+1,
705.500,1.61958771E+2,
706.00,1.19036705E+2,
706.500,1.89502487E+2,
707.00,1.84053375E+2,
707.500,1.66999298E+2,
708.00,1.74664413E+2,
708.500,1.88524094E+2,
709.00,1.57544342E+2,
709.500,2.18363419E+2,
710.00,1.87504517E+2,
710.500,1.28301514E+2,
711.00,1.83496277E+2,
711.500,1.85626221E+2,
712.00,2.75710052E+2,
712.500,2.92616058E+2,
713.00,2.52250626E+2,
713.500,2.04929947E+2,
714.00,2.71880280E+2,
714.500,1.87067734E+2,
715.00,1.82019424E+2,
715.500,1.90406189E+2,
716.00,3.18834351E+2,
