h3bo3-fitted-36.51%
  QY = 36.51%
Labels,h3bo3,KONGBAI-3,
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,830.00,830.00,
Step,0.500,0.500,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.20,0.30,
Lamp,Xenon,Xenon,
Temp,0.00,0.00,
Scan Polariser,None,None,
Scan Slit,0.23999718,0.23999718,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.2999973,2.2999973,
Detector,Det 1,Det 1,

697.00,2.15931519E+2,7.39309454E+0,
697.500,1.44363220E+2,7.39553070E+0,
698.00,1.56616394E+2,3.73591423E+0,
698.500,1.29514343E+2,-3.75449681E+0,
699.00,1.24931282E+2,-3.77099013E+0,
699.500,1.53723541E+2,0.00000000E+0,
700.00,9.79523773E+1,0.00000000E+0,
700.500,2.02723099E+2,-3.85771585E+0,
701.00,1.45686417E+2,0.00000000E+0,
701.500,1.40664108E+2,0.00000000E+0,
702.00,2.30331940E+2,7.85230350E+0,
702.500,1.36392548E+2,0.00000000E+0,
703.00,1.50408218E+2,1.59694920E+1,
703.500,1.26802567E+2,-4.04508257E+0,
704.00,1.75929855E+2,8.13559151E+0,
704.500,2.03626144E+2,4.08832884E+0,
705.00,1.97561905E+2,8.23850727E+0,
705.500,1.81211166E+2,-4.15308714E+0,
706.00,1.63748672E+2,-4.17894268E+0,
706.500,1.64669479E+2,2.95063076E+1,
707.00,1.66646225E+2,8.47766685E+0,
707.500,1.91987381E+2,4.27064085E+0,
708.00,1.61898804E+2,-4.30765581E+0,
708.500,1.82916153E+2,-4.35823965E+0,
709.00,2.16632782E+2,0.00000000E+0,
709.500,1.92387024E+2,0.00000000E+0,
710.00,1.66430481E+2,8.93088913E+0,
710.500,2.42390686E+2,-4.50356340E+0,
711.00,1.97169220E+2,-4.53883839E+0,
711.500,2.53814987E+2,-4.57061720E+0,
712.00,2.20607117E+2,0.00000000E+0,
712.500,2.08704880E+2,-4.63750410E+0,
713.00,1.54651184E+2,0.00000000E+0,
713.500,2.40551956E+2,-4.71952057E+0,
714.00,3.00180542E+2,1.43665781E+1,
714.500,2.59188141E+2,9.61376095E+0,
715.00,2.67796295E+2,-4.83871269E+0,
715.500,2.64116364E+2,0.00000000E+0,
716.00,2.74988068E+2,-4.92044926E+0,
716.500,2.39355759E+2,9.97093487E+0,
717.00,2.26378159E+2,0.00000000E+0,
717.500,3.13474792E+2,-5.05124760E+0,
718.00,3.24091492E+2,5.11058760E+0,
718.500,3.63767334E+2,5.17027950E+0,
719.00,2.42098160E+2,-5.19309330E+0,
719.500,3.00757324E+2,0.00000000E+0,
720.00,3.41490326E+2,-5.29742241E+0,
720.500,2.41094559E+2,-5.34808779E+0,
721.00,2.93265839E+2,-5.40842962E+0,
721.500,3.11570557E+2,0.00000000E+0,
722.00,3.06647156E+2,0.00000000E+0,
722.500,3.26110687E+2,1.10956078E+1,
723.00,3.69220520E+2,0.00000000E+0,
723.500,2.97330109E+2,0.00000000E+0,
724.00,2.57082916E+2,-5.68757963E+0,
724.500,3.71597107E+2,-5.76885843E+0,
725.00,3.85177338E+2,-5.81135845E+0,
725.500,3.97981049E+2,5.88013458E+0,
726.00,3.37829681E+2,0.00000000E+0,
726.500,3.23245300E+2,0.00000000E+0,
727.00,2.62500122E+2,1.20539198E+1,
727.500,3.84144897E+2,6.09073400E+0,
728.00,2.49195175E+2,0.00000000E+0,
728.500,5.14682861E+2,-6.20875978E+0,
729.00,3.96318146E+2,0.00000000E+0,
729.500,3.70400604E+2,0.00000000E+0,
730.00,3.05922028E+2,6.42146349E+0,
730.500,3.18815674E+2,0.00000000E+0,
731.00,2.96273102E+2,2.60431194E+1,
731.500,3.75845276E+2,6.60315847E+0,
732.00,3.78706543E+2,-6.66924715E+0,
732.500,4.15133118E+2,2.02493744E+1,
733.00,4.06752838E+2,-6.78278160E+0,
733.500,3.69593903E+2,-6.88269234E+0,
734.00,3.21745331E+2,0.00000000E+0,
734.500,3.34811920E+2,7.01666260E+0,
735.00,3.28545502E+2,-7.05594587E+0,
735.500,4.40282318E+2,7.15756845E+0,
736.00,3.24880341E+2,0.00000000E+0,
736.500,3.82535797E+2,0.00000000E+0,
737.00,4.32242218E+2,0.00000000E+0,
737.500,3.01488037E+2,0.00000000E+0,
738.00,4.07093933E+2,0.00000000E+0,
738.500,2.39418991E+2,-7.59914255E+0,
739.00,3.90923920E+2,-7.64186001E+0,
739.500,3.37049042E+2,0.00000000E+0,
740.00,3.87948517E+2,0.00000000E+0,
740.500,4.29697571E+2,-7.93025017E+0,
741.00,5.39516479E+2,0.00000000E+0,
741.500,4.82932434E+2,8.09701061E+0,
742.00,4.42229370E+2,-8.16474152E+0,
742.500,3.09966949E+2,0.00000000E+0,
743.00,4.99397766E+2,-8.32908440E+0,
743.500,5.17145203E+2,1.69102421E+1,
744.00,5.34844543E+2,8.48715115E+0,
744.500,5.41339172E+2,-8.64054394E+0,
745.00,5.34452148E+2,0.00000000E+0,
745.500,4.49040771E+2,1.75955219E+1,
746.00,3.33134552E+2,-8.87796402E+0,
746.500,4.15788055E+2,-8.97263527E+0,
747.00,4.35442413E+2,9.08079338E+0,
747.500,5.09952301E+2,0.00000000E+0,
748.00,5.54677368E+2,-9.27365971E+0,
748.500,4.48487823E+2,9.35577393E+0,
749.00,4.40575989E+2,9.44872761E+0,
749.500,3.01565887E+2,-9.54363918E+0,
750.00,3.33151306E+2,-9.65813541E+0,
750.500,4.71126709E+2,-9.75395966E+0,
751.00,4.14982483E+2,0.00000000E+0,
751.500,5.53501892E+2,-9.98897743E+0,
752.00,3.79082947E+2,-1.00636511E+1,
752.500,4.41735840E+2,-1.02319031E+1,
753.00,3.70464752E+2,-1.03120775E+1,
753.500,5.16018250E+2,0.00000000E+0,
754.00,4.89895386E+2,0.00000000E+0,
754.500,5.28170227E+2,0.00000000E+0,
755.00,5.15336548E+2,-1.07907543E+1,
755.500,6.05077637E+2,-1.09089804E+1,
756.00,4.95951813E+2,3.29609528E+1,
756.500,4.67335419E+2,0.00000000E+0,
757.00,4.72283112E+2,1.12569046E+1,
757.500,6.49060852E+2,1.13554506E+1,
758.00,6.07022644E+2,-1.14539061E+1,
758.500,4.20139008E+2,0.00000000E+0,
759.00,7.21921753E+2,-1.17676535E+1,
759.500,4.10585419E+2,-1.19179010E+1,
760.00,4.32908112E+2,1.20107336E+1,
760.500,5.67583923E+2,0.00000000E+0,
761.00,4.83084320E+2,-1.22876511E+1,
761.500,3.92585693E+2,0.00000000E+0,
762.00,6.40470459E+2,2.52807789E+1,
762.500,6.49764832E+2,0.00000000E+0,
763.00,5.75681885E+2,0.00000000E+0,
763.500,5.46218201E+2,0.00000000E+0,
764.00,5.52746399E+2,0.00000000E+0,
764.500,5.18676819E+2,-1.32770891E+1,
765.00,4.84884460E+2,-1.34457617E+1,
765.500,5.08360382E+2,-1.35901251E+1,
766.00,4.93750732E+2,-1.37783337E+1,
766.500,5.42380188E+2,-1.38264351E+1,
767.00,4.62626984E+2,-1.40326195E+1,
767.500,7.25101196E+2,0.00000000E+0,
768.00,4.08781006E+2,1.43199759E+1,
768.500,4.79095154E+2,-1.43903809E+1,
769.00,5.03521973E+2,-1.46563158E+1,
769.500,8.22464783E+2,-1.47946520E+1,
770.00,6.50166199E+2,2.99058056E+1,
770.500,5.20264404E+2,-1.50809402E+1,
771.00,4.59291779E+2,0.00000000E+0,
771.500,4.17510468E+2,-1.53911791E+1,
772.00,4.91725189E+2,0.00000000E+0,
772.500,5.93466187E+2,-1.57510080E+1,
773.00,4.54503052E+2,3.19477196E+1,
773.500,2.17431290E+2,0.00000000E+0,
774.00,5.38926025E+2,3.26526794E+1,
774.500,5.93747253E+2,1.65501518E+1,
775.00,5.26106323E+2,-1.66640797E+1,
775.500,4.81796967E+2,-1.68649216E+1,
776.00,5.87602417E+2,0.00000000E+0,
776.500,5.69907654E+2,0.00000000E+0,
777.00,5.46938232E+2,-1.74400005E+1,
777.500,3.68473389E+2,1.76182747E+1,
778.00,6.94878113E+2,1.77729225E+1,
778.500,3.51133453E+2,0.00000000E+0,
779.00,4.35170837E+2,-1.81358833E+1,
779.500,4.14770752E+2,0.00000000E+0,
780.00,7.51134644E+2,-1.85016727E+1,
780.500,4.80142670E+2,-1.88077164E+1,
781.00,3.98888306E+2,-1.91006069E+1,
781.500,5.74676331E+2,0.00000000E+0,
782.00,6.43621521E+2,-1.95047722E+1,
782.500,5.29154480E+2,3.92439346E+1,
783.00,5.64574524E+2,0.00000000E+0,
783.500,4.82044708E+2,-2.00560665E+1,
784.00,4.59058350E+2,2.03727512E+1,
784.500,5.85411865E+2,2.05430946E+1,
785.00,8.11910828E+2,-2.06926746E+1,
785.500,2.50542496E+2,2.08925552E+1,
786.00,7.92045288E+2,-2.11353703E+1,
786.500,5.78191345E+2,0.00000000E+0,
787.00,6.12669800E+2,0.00000000E+0,
787.500,4.91473206E+2,0.00000000E+0,
788.00,3.98161896E+2,4.41393547E+1,
788.500,6.34252930E+2,-2.23483295E+1,
789.00,6.42738770E+2,-2.25548267E+1,
789.500,7.20262878E+2,-2.28398228E+1,
790.00,5.53144043E+2,-2.30070076E+1,
790.500,4.92602905E+2,-2.33166161E+1,
791.00,3.53678040E+2,-2.36554279E+1,
791.500,4.64702820E+2,0.00000000E+0,
792.00,5.76207214E+2,4.81040726E+1,
792.500,5.08637451E+2,0.00000000E+0,
793.00,4.41976074E+2,-2.45310783E+1,
793.500,5.21404785E+2,-2.47735500E+1,
794.00,4.49726379E+2,-2.51148090E+1,
794.500,4.94548553E+2,2.53499813E+1,
795.00,1.91620361E+2,0.00000000E+0,
795.500,7.74031067E+2,-2.58633022E+1,
796.00,7.86368774E+2,0.00000000E+0,
796.500,5.93564453E+2,0.00000000E+0,
797.00,5.58430969E+2,0.00000000E+0,
797.500,8.88098450E+2,0.00000000E+0,
798.00,4.90026886E+2,-2.71163769E+1,
798.500,3.29050201E+2,0.00000000E+0,
799.00,7.87439453E+2,2.77980690E+1,
799.500,5.90554016E+2,-2.80344334E+1,
800.00,6.34519043E+2,5.64817123E+1,
800.500,5.17010559E+2,0.00000000E+0,
801.00,3.91050964E+2,2.89598141E+1,
801.500,3.94887146E+2,-2.91871891E+1,
802.00,2.66217468E+2,0.00000000E+0,
802.500,3.58037628E+2,0.00000000E+0,
803.00,1.35190857E+2,-3.00688076E+1,
803.500,7.73637817E+2,-3.04378052E+1,
804.00,7.34432190E+2,1.22723091E+2,
804.500,2.78118439E+2,0.00000000E+0,
805.00,5.63297363E+2,-3.13092976E+1,
805.500,9.43899170E+2,0.00000000E+0,
806.00,5.74021179E+2,0.00000000E+0,
806.500,7.24238831E+2,0.00000000E+0,
807.00,7.37877197E+2,-3.26726723E+1,
807.500,4.44547974E+2,-3.31293297E+1,
808.00,6.48924133E+2,0.00000000E+0,
808.500,8.57397156E+2,-3.36432610E+1,
809.00,5.62273254E+2,6.80894241E+1,
809.500,6.67614624E+2,0.00000000E+0,
810.00,4.69341431E+2,0.00000000E+0,
810.500,5.26346741E+2,-3.50883408E+1,
811.00,4.79738800E+2,0.00000000E+0,
811.500,7.53569885E+2,-3.60289803E+1,
812.00,4.38357880E+2,0.00000000E+0,
812.500,3.31687225E+2,0.00000000E+0,
813.00,5.59714905E+2,3.72680321E+1,
813.500,5.13472534E+2,-3.78377037E+1,
814.00,9.22884705E+2,3.83391685E+1,
814.500,4.07889587E+2,-3.89844589E+1,
815.00,2.96137665E+2,0.00000000E+0,
815.500,8.43306824E+2,-4.00547752E+1,
816.00,7.30358765E+2,-4.07098732E+1,
816.500,6.19108093E+2,-4.12556419E+1,
817.00,6.26515625E+2,0.00000000E+0,
817.500,2.55337296E+2,0.00000000E+0,
818.00,1.29361893E+2,4.32688255E+1,
818.500,5.24509216E+2,0.00000000E+0,
819.00,2.00309204E+2,0.00000000E+0,
819.500,1.35932373E+2,4.54592323E+1,
820.00,4.84021210E+2,0.00000000E+0,
820.500,5.64756836E+2,-4.70067635E+1,
821.00,2.16502914E+2,-4.78157539E+1,
821.500,4.39229187E+2,-4.88637962E+1,
822.00,3.72845947E+2,-4.98975105E+1,
822.500,7.63179810E+2,5.08609276E+1,
823.00,3.11722992E+2,5.19514046E+1,
823.500,4.00444672E+2,1.06087761E+2,
824.00,4.08715485E+2,-5.45129356E+1,
824.500,4.19237762E+2,0.00000000E+0,
825.00,5.14318665E+2,5.73170319E+1,
825.500,3.51593750E+2,1.75988937E+2,
826.00,0.00000000E+0,-6.02040062E+1,
826.500,1.20406421E+3,-6.18683586E+1,
827.00,1.90429382E+2,1.27475899E+2,
827.500,7.82040344E+2,3.91524475E+2,
828.00,3.03930237E+2,-6.73264160E+1,
828.500,4.17881195E+2,-6.94234924E+1,
829.00,0.00000000E+0,-7.15719757E+1,
829.500,2.21510712E+2,1.48586655E+2,
830.00,4.61344269E+2,0.00000000E+0,
