0.007cr-29.93%
  QY = 29.93%
Labels,EmScan11,KONGBAI,
Type,Emission Scan,Emission Scan,
Comment,,,
Start,435.00,435.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,455.00,455.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,28.40,28.450,
Scan Polariser,None,None,
Scan Slit,0.22002183,0.22002183,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.2000229,2.2000229,
Detector,Det 1,Det 1,

435.00,0.00000000E+0,0.00000000E+0,
436.00,0.00000000E+0,9.41022098E-1,
437.00,0.00000000E+0,0.00000000E+0,
438.00,0.00000000E+0,0.00000000E+0,
439.00,9.61409628E-1,9.59439337E-1,
440.00,9.71511006E-1,0.00000000E+0,
441.00,9.97854352E-1,1.98384142E+0,
442.00,0.00000000E+0,1.00729167E+0,
443.00,0.00000000E+0,2.06046057E+0,
444.00,1.05162132E+0,0.00000000E+0,
445.00,1.07181239E+0,3.19156456E+0,
446.00,0.00000000E+0,3.23964739E+0,
447.00,3.29379773E+0,4.36423302E+0,
448.00,1.78189869E+1,2.77482548E+1,
449.00,3.49040985E+1,4.92659836E+1,
450.00,8.68980103E+1,1.46233688E+2,
451.00,1.79158401E+2,2.40933807E+2,
452.00,3.26742554E+2,4.15878571E+2,
453.00,1.93404822E+3,2.75862183E+3,
454.00,4.19127539E+4,5.64125156E+4,
455.00,9.17288125E+4,1.24056164E+5,
456.00,7.52107578E+4,1.03737188E+5,
457.00,2.46376855E+4,3.31954844E+4,
458.00,5.14069641E+2,6.80957397E+2,
459.00,2.41413681E+2,3.08350250E+2,
460.00,1.47034439E+2,2.06836411E+2,
461.00,8.31598053E+1,1.48232697E+2,
462.00,4.67920837E+1,8.91701050E+1,
463.00,3.00037346E+1,6.57927628E+1,
464.00,2.76960258E+1,1.43632994E+1,
465.00,1.22262325E+1,2.53151741E+1,
466.00,4.04144812E+0,1.00703964E+1,
467.00,9.08155155E+0,1.90483570E+1,
468.00,1.50001316E+1,1.59965925E+1,
469.00,7.95810509E+0,1.19267330E+1,
470.00,9.94030571E+0,2.27580490E+1,
471.00,1.09462185E+1,2.08053551E+1,
472.00,4.97904110E+0,1.58151484E+1,
473.00,5.95621729E+0,1.98610935E+1,
474.00,2.99109006E+0,9.96830845E+0,
475.00,9.94850731E+0,1.39428549E+1,
476.00,1.39750500E+1,1.99599438E+1,
477.00,1.00685349E+1,1.59905958E+1,
478.00,1.21173162E+1,7.04682779E+0,
479.00,2.02214909E+1,1.40995722E+1,
480.00,1.73926258E+1,2.11388302E+1,
481.00,1.42967453E+1,2.25079918E+1,
482.00,1.43421688E+1,1.43607702E+1,
483.00,1.33895721E+1,2.36601505E+1,
484.00,1.44941130E+1,2.06377754E+1,
485.00,1.98125744E+1,2.39863052E+1,
486.00,2.10365658E+1,1.05180492E+1,
487.00,1.58516760E+1,2.62722225E+1,
488.00,1.92283516E+1,2.65225563E+1,
489.00,1.07103138E+1,2.47224026E+1,
490.00,1.62438660E+1,2.48700962E+1,
491.00,1.52299938E+1,2.61252842E+1,
492.00,1.32094488E+1,2.30200787E+1,
493.00,1.88367348E+1,2.09343414E+1,
494.00,8.97118759E+0,1.78614941E+1,
495.00,1.58807697E+1,1.90945473E+1,
496.00,2.04393806E+1,3.18140297E+1,
497.00,2.38992729E+1,2.73830662E+1,
498.00,1.71888199E+1,2.17568836E+1,
499.00,2.08850060E+1,2.67181301E+1,
500.00,1.63395691E+1,3.03610592E+1,
501.00,1.76397438E+1,1.99824123E+1,
502.00,1.06855354E+1,2.85033035E+1,
503.00,1.91583939E+1,2.99489727E+1,
504.00,2.17011127E+1,2.87077122E+1,
505.00,1.57881823E+1,2.29463100E+1,
506.00,2.06644707E+1,2.42902412E+1,
507.00,1.84511089E+1,2.71057434E+1,
508.00,2.60620651E+1,2.61040154E+1,
509.00,1.37814512E+1,2.49698677E+1,
510.00,1.76131306E+1,2.64264164E+1,
511.00,2.80010624E+1,2.79904976E+1,
512.00,2.05312538E+1,2.29891701E+1,
513.00,2.46276131E+1,1.94322529E+1,
514.00,1.68612213E+1,3.12267532E+1,
515.00,1.31236057E+1,2.73785496E+1,
516.00,2.78586006E+1,1.97184620E+1,
517.00,6.68525219E+0,1.98900948E+1,
518.00,8.10411072E+0,1.73932571E+1,
519.00,1.62280521E+1,2.03338642E+1,
520.00,1.36798458E+1,3.54151192E+1,
521.00,2.34511490E+1,2.05296993E+1,
522.00,1.11326323E+1,1.80560284E+1,
523.00,2.52795792E+1,3.62765350E+1,
524.00,2.26191578E+1,2.80611649E+1,
525.00,1.43016481E+1,2.70562210E+1,
526.00,2.86438007E+1,3.29863319E+1,
527.00,1.59504519E+1,2.60276184E+1,
528.00,1.60835991E+1,2.19226875E+1,
529.00,1.91867752E+1,2.19739342E+1,
530.00,1.33767700E+1,2.82938652E+1,
531.00,2.39762192E+1,1.65225201E+1,
532.00,1.96638317E+1,2.25313606E+1,
533.00,1.67824097E+1,2.42178669E+1,
534.00,9.20521736E+0,2.14576931E+1,
535.00,1.39457426E+1,2.63440075E+1,
536.00,1.40855799E+1,3.44386826E+1,
537.00,2.05137005E+1,1.57671728E+1,
538.00,2.07336292E+1,3.01768188E+1,
539.00,2.24229336E+1,4.16550446E+1,
540.00,3.08874931E+1,1.77578373E+1,
541.00,2.62889824E+1,2.27844944E+1,
542.00,1.31656904E+1,2.29778538E+1,
543.00,9.93298435E+0,1.81953964E+1,
544.00,6.70380402E+0,1.67450333E+1,
545.00,2.02865391E+1,2.04300613E+1,
546.00,1.70888062E+1,1.70243626E+1,
547.00,8.58835602E+0,1.54652014E+1,
548.00,1.38334160E+1,1.21204252E+1,
549.00,1.04528484E+1,5.24434233E+0,
550.00,3.15773907E+1,1.23465109E+1,
551.00,3.56341600E+0,1.24445467E+1,
552.00,1.43803511E+1,2.33750534E+1,
553.00,2.19097481E+1,1.08859148E+1,
554.00,9.21006680E+0,2.75092583E+1,
555.00,1.29233418E+1,1.48129139E+1,
556.00,2.05205765E+1,2.23974762E+1,
557.00,2.26253185E+1,2.82197990E+1,
558.00,7.65135431E+0,1.72445068E+1,
559.00,1.16052027E+1,1.91730614E+1,
560.00,1.36617956E+1,1.73994961E+1,
561.00,1.75982761E+1,1.36737938E+1,
562.00,1.38679600E+1,2.17734261E+1,
