0.005cr-37.15%
  QY = 37.15%
Labels,EmScan8,KONGBAI,
Type,Emission Scan,Emission Scan,
Comment,,,
Start,435.00,435.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,455.00,455.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,28.40,28.450,
Scan Polariser,None,None,
Scan Slit,0.22002183,0.22002183,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.2000229,2.2000229,
Detector,Det 1,Det 1,

435.00,2.84520149E+0,0.00000000E+0,
436.00,1.88883853E+0,9.41022098E-1,
437.00,9.47870314E-1,0.00000000E+0,
438.00,9.52965736E-1,0.00000000E+0,
439.00,1.91775274E+0,9.59439337E-1,
440.00,1.94762754E+0,0.00000000E+0,
441.00,0.00000000E+0,1.98384142E+0,
442.00,2.03227496E+0,1.00729167E+0,
443.00,0.00000000E+0,2.06046057E+0,
444.00,0.00000000E+0,0.00000000E+0,
445.00,1.06763554E+0,3.19156456E+0,
446.00,1.08330214E+0,3.23964739E+0,
447.00,4.38420534E+0,4.36423302E+0,
448.00,1.45473433E+1,2.77482548E+1,
449.00,4.39682732E+1,4.92659836E+1,
450.00,1.31555969E+2,1.46233688E+2,
451.00,2.15462524E+2,2.40933807E+2,
452.00,3.38650360E+2,4.15878571E+2,
453.00,2.14064307E+3,2.75862183E+3,
454.00,4.44131484E+4,5.64125156E+4,
455.00,9.84110781E+4,1.24056164E+5,
456.00,8.22299141E+4,1.03737188E+5,
457.00,2.71034082E+4,3.31954844E+4,
458.00,5.42031921E+2,6.80957397E+2,
459.00,2.53606354E+2,3.08350250E+2,
460.00,1.62130890E+2,2.06836411E+2,
461.00,1.04061737E+2,1.48232697E+2,
462.00,6.23770103E+1,8.91701050E+1,
463.00,4.43919830E+1,6.57927628E+1,
464.00,1.63842030E+1,1.43632994E+1,
465.00,1.12016439E+1,2.53151741E+1,
466.00,1.00617075E+1,1.00703964E+1,
467.00,1.30729074E+1,1.90483570E+1,
468.00,8.01945686E+0,1.59965925E+1,
469.00,1.78756733E+1,1.19267330E+1,
470.00,1.69449005E+1,2.27580490E+1,
471.00,1.38799047E+1,2.08053551E+1,
472.00,8.92319393E+0,1.58151484E+1,
473.00,2.18476868E+1,1.98610935E+1,
474.00,1.19319067E+1,9.96830845E+0,
475.00,1.39962711E+1,1.39428549E+1,
476.00,1.40237246E+1,1.99599438E+1,
477.00,1.40768633E+1,1.59905958E+1,
478.00,1.61270390E+1,7.04682779E+0,
479.00,1.62084484E+1,1.40995722E+1,
480.00,1.52532949E+1,2.11388302E+1,
481.00,1.12132645E+1,2.25079918E+1,
482.00,1.84982948E+1,1.43607702E+1,
483.00,1.33833456E+1,2.36601505E+1,
484.00,2.28976631E+1,2.06377754E+1,
485.00,1.67302570E+1,2.39863052E+1,
486.00,1.15420456E+1,1.05180492E+1,
487.00,2.43379841E+1,2.62722225E+1,
488.00,1.60275402E+1,2.65225563E+1,
489.00,2.45624199E+1,2.47224026E+1,
490.00,1.29989786E+1,2.48700962E+1,
491.00,1.31175413E+1,2.61252842E+1,
492.00,1.65659828E+1,2.30200787E+1,
493.00,1.22153988E+1,2.09343414E+1,
494.00,2.11870556E+1,1.78614941E+1,
495.00,1.90833569E+1,1.90945473E+1,
496.00,1.80833778E+1,3.18140297E+1,
497.00,1.93122349E+1,2.73830662E+1,
498.00,1.83670006E+1,2.17568836E+1,
499.00,1.62098885E+1,2.67181301E+1,
500.00,2.21569653E+1,3.03610592E+1,
501.00,2.47746868E+1,1.99824123E+1,
502.00,2.61902714E+1,2.85033035E+1,
503.00,2.97103996E+1,2.99489727E+1,
504.00,1.20614004E+1,2.87077122E+1,
505.00,1.69664707E+1,2.29463100E+1,
506.00,1.21994362E+1,2.42902412E+1,
507.00,2.20836277E+1,2.71057434E+1,
508.00,2.23532810E+1,2.61040154E+1,
509.00,2.50989819E+1,2.49698677E+1,
510.00,1.88812332E+1,2.64264164E+1,
511.00,2.78831367E+1,2.79904976E+1,
512.00,2.30935593E+1,2.29891701E+1,
513.00,1.28707895E+1,1.94322529E+1,
514.00,1.30355682E+1,3.12267532E+1,
515.00,1.43674297E+1,2.73785496E+1,
516.00,1.97132454E+1,1.97184620E+1,
517.00,2.12651157E+1,1.98900948E+1,
518.00,2.68129978E+1,1.73932571E+1,
519.00,1.76340199E+1,2.03338642E+1,
520.00,3.01441612E+1,3.54151192E+1,
521.00,1.51682100E+1,2.05296993E+1,
522.00,2.49992676E+1,1.80560284E+1,
523.00,1.81631508E+1,3.62765350E+1,
524.00,1.70218201E+1,2.80611649E+1,
525.00,2.13791389E+1,2.70562210E+1,
526.00,8.58289146E+0,3.29863319E+1,
527.00,2.03095970E+1,2.60276184E+1,
528.00,2.03937073E+1,2.19226875E+1,
529.00,2.79939728E+1,2.19739342E+1,
530.00,2.22068615E+1,2.82938652E+1,
531.00,1.34929123E+1,1.65225201E+1,
532.00,3.31234550E+1,2.25313606E+1,
533.00,1.82889843E+1,2.42178669E+1,
534.00,1.53201447E+1,2.14576931E+1,
535.00,2.01373787E+1,2.63440075E+1,
536.00,9.41536427E+0,3.44386826E+1,
537.00,1.73122177E+1,1.57671728E+1,
538.00,1.75086002E+1,3.01768188E+1,
539.00,1.91990433E+1,4.16550446E+1,
540.00,1.13013172E+1,1.77578373E+1,
541.00,4.89928389E+0,2.27844944E+1,
542.00,1.80986137E+1,2.29778538E+1,
543.00,2.14747334E+1,1.81953964E+1,
544.00,1.17103691E+1,1.67450333E+1,
545.00,1.52454796E+1,2.04300613E+1,
546.00,2.05588303E+1,1.70243626E+1,
547.00,2.24043179E+1,1.54652014E+1,
548.00,1.90955524E+1,1.21204252E+1,
549.00,2.27058983E+1,5.24434233E+0,
550.00,8.80948639E+0,1.23465109E+1,
551.00,1.60376778E+1,1.24445467E+1,
552.00,1.80959415E+1,2.33750534E+1,
553.00,1.64131241E+1,1.08859148E+1,
554.00,1.10286360E+1,2.75092583E+1,
555.00,1.29448004E+1,1.48129139E+1,
556.00,1.12105217E+1,2.23974762E+1,
557.00,2.25576534E+1,2.82197990E+1,
558.00,1.52224627E+1,1.72445068E+1,
559.00,1.34670944E+1,1.91730614E+1,
560.00,3.88830185E+0,1.73994961E+1,
561.00,7.83071756E+0,1.36737938E+1,
562.00,1.18341789E+1,2.17734261E+1,
