Labels,KONGBAI-2,
Type,Emission Scan,
Comment,,
Start,435.00,
Stop,830.100,
Step,0.300,
Fixed/Offset,445.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.23999718,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,2.10,
Detector,Det 1,

435.00,2.15805602E+0,
435.300,2.70876980E+0,
435.600,0.00000000E+0,
435.900,6.50981665E+0,
436.200,2.17301893E+0,
436.500,1.63075447E+0,
436.800,5.95742846E+0,
437.100,5.43150568E+0,
437.400,8.13079548E+0,
437.700,8.17040539E+0,
438.00,2.23524342E+1,
438.300,2.82940178E+1,
438.600,4.61784782E+1,
438.900,6.65987320E+1,
439.200,8.31531906E+1,
439.500,1.13652908E+2,
439.800,1.30521881E+2,
440.100,1.96487732E+2,
440.400,2.31915604E+2,
440.700,2.73976166E+2,
441.00,3.33794128E+2,
441.300,4.19539673E+2,
441.600,4.94908447E+2,
441.900,5.30935181E+2,
442.200,7.43472778E+2,
442.500,8.76957153E+2,
442.800,1.13779590E+3,
443.100,2.74853125E+3,
443.400,9.94922168E+3,
443.700,2.84942637E+4,
444.00,5.48570391E+4,
444.300,8.45256406E+4,
444.600,1.12360547E+5,
444.900,1.40292203E+5,
445.200,1.61939344E+5,
445.500,1.67371484E+5,
445.800,1.57342781E+5,
446.100,1.31287094E+5,
446.400,1.04067305E+5,
446.700,7.47326719E+4,
447.00,4.66258203E+4,
447.300,2.32695684E+4,
447.600,6.93103564E+3,
447.900,1.89847229E+3,
448.200,1.04551843E+3,
448.500,8.00992004E+2,
448.800,6.57676697E+2,
449.100,5.36544373E+2,
449.400,4.46254639E+2,
449.700,3.99778473E+2,
450.00,3.24326599E+2,
450.300,3.15661713E+2,
450.600,2.82758972E+2,
450.900,2.36247345E+2,
451.200,2.09562943E+2,
451.500,1.73782547E+2,
451.800,1.39011871E+2,
452.100,1.30063812E+2,
452.400,9.19569473E+1,
452.700,9.33218079E+1,
453.00,8.13153992E+1,
453.300,6.02985764E+1,
453.600,3.89443016E+1,
453.900,2.91596127E+1,
454.200,1.87322865E+1,
454.500,2.26240673E+1,
454.800,1.03205776E+1,
455.100,1.99219894E+1,
455.400,1.86342087E+1,
455.700,1.85444412E+1,
456.00,1.21018686E+1,
456.300,2.16419563E+1,
456.600,1.77999172E+1,
456.900,1.51234293E+1,
457.200,1.32458658E+1,
457.500,1.57123928E+1,
457.800,1.25151730E+1,
458.100,1.61737480E+1,
458.400,1.67763042E+1,
458.700,1.80227833E+1,
459.00,2.78591194E+1,
459.300,2.45623264E+1,
459.600,1.41995287E+1,
459.900,2.01490688E+1,
460.200,1.83273716E+1,
460.500,1.82163181E+1,
460.800,2.36227055E+1,
461.100,1.80491734E+1,
461.400,2.22381744E+1,
461.700,1.19682856E+1,
462.00,2.38155327E+1,
462.300,1.90820770E+1,
462.600,1.30434151E+1,
462.900,1.48363352E+1,
463.200,1.77265167E+1,
463.500,2.64957390E+1,
463.800,2.05958080E+1,
464.100,2.05624905E+1,
464.400,1.63546143E+1,
464.700,1.69596806E+1,
465.00,2.26909828E+1,
465.300,2.72569904E+1,
465.600,2.08124523E+1,
465.900,2.89856453E+1,
466.200,2.90505943E+1,
466.500,2.18845043E+1,
466.800,2.35875378E+1,
467.100,1.73061790E+1,
467.400,2.47005157E+1,
467.700,1.49750872E+1,
468.00,2.29775257E+1,
468.300,2.57139416E+1,
468.600,1.94653549E+1,
468.900,2.35268211E+1,
469.200,2.27755795E+1,
469.500,1.76524143E+1,
469.800,2.62952518E+1,
470.100,1.94839497E+1,
470.400,2.67988434E+1,
470.700,2.67948341E+1,
471.00,2.22280426E+1,
471.300,2.28158569E+1,
471.600,1.99810238E+1,
471.900,3.06689644E+1,
472.200,2.56740818E+1,
472.500,2.22534161E+1,
472.800,3.24299698E+1,
473.100,2.96684914E+1,
473.400,1.94371681E+1,
473.700,2.81162739E+1,
474.00,2.90822239E+1,
474.300,2.84680920E+1,
474.600,3.36944885E+1,
474.900,2.57012978E+1,
475.200,2.23502159E+1,
475.500,2.98467865E+1,
475.800,2.18641739E+1,
476.100,2.42166176E+1,
476.400,3.29767036E+1,
476.700,2.47635174E+1,
477.00,3.04668617E+1,
477.300,2.36125965E+1,
477.600,3.94125862E+1,
477.900,2.59714527E+1,
478.200,2.77654572E+1,
478.500,2.95693207E+1,
478.800,2.55718269E+1,
479.100,3.53232193E+1,
479.400,2.56120129E+1,
479.700,2.73100204E+1,
480.00,3.03428497E+1,
480.300,3.05569668E+1,
480.600,3.49954109E+1,
480.900,2.98985481E+1,
481.200,2.87534561E+1,
481.500,2.81847210E+1,
481.800,2.65897026E+1,
482.100,2.12042122E+1,
482.400,3.59391251E+1,
482.700,3.24372826E+1,
483.00,3.24227142E+1,
483.300,2.25356903E+1,
483.600,3.62814369E+1,
483.900,3.45339012E+1,
484.200,3.35208778E+1,
484.500,3.65299225E+1,
484.800,3.47060242E+1,
485.100,3.06158485E+1,
485.400,2.63113899E+1,
485.700,2.95869179E+1,
486.00,3.26046600E+1,
486.300,3.87332802E+1,
486.600,2.72972031E+1,
486.900,3.76178970E+1,
487.200,3.02899818E+1,
487.500,3.49335899E+1,
487.800,3.11215038E+1,
488.100,3.55387344E+1,
488.400,4.24857063E+1,
488.700,2.58876057E+1,
489.00,4.06099052E+1,
489.300,2.84082947E+1,
489.600,3.41601677E+1,
489.900,3.79387169E+1,
490.200,4.20221558E+1,
490.500,2.81386509E+1,
490.800,3.64099541E+1,
491.100,3.25815239E+1,
491.400,3.32887421E+1,
491.700,3.34473839E+1,
492.00,3.47375832E+1,
492.300,2.84775677E+1,
492.600,3.47744217E+1,
492.900,3.75090141E+1,
493.200,4.64135513E+1,
493.500,3.32595901E+1,
493.800,3.13890953E+1,
494.100,3.45995903E+1,
494.400,3.53840294E+1,
494.700,4.18855896E+1,
495.00,3.81613312E+1,
495.300,3.62521820E+1,
495.600,4.54279480E+1,
495.900,2.80452995E+1,
496.200,3.52649231E+1,
496.500,3.53070679E+1,
496.800,3.13946171E+1,
497.100,3.81434860E+1,
497.400,3.14915352E+1,
497.700,4.53410301E+1,
498.00,3.63862839E+1,
498.300,3.57392159E+1,
498.600,2.85962715E+1,
498.900,3.31197701E+1,
499.200,4.12702179E+1,
499.500,3.53363647E+1,
499.800,3.88480110E+1,
500.100,3.89196472E+1,
500.400,3.63734856E+1,
500.700,3.08831692E+1,
501.00,3.03862476E+1,
501.300,3.25960197E+1,
501.600,3.93662415E+1,
501.900,3.73360519E+1,
502.200,3.54990654E+1,
502.500,3.82651443E+1,
502.800,2.66728611E+1,
503.100,3.28209991E+1,
503.400,3.65298309E+1,
503.700,2.47414951E+1,
504.00,4.92229538E+1,
504.300,3.94478493E+1,
504.600,2.83195076E+1,
504.900,5.21999245E+1,
505.200,3.84308586E+1,
505.500,4.26565552E+1,
505.800,3.56556473E+1,
506.100,3.71898117E+1,
506.400,3.94822884E+1,
506.700,3.44885750E+1,
507.00,3.25754738E+1,
507.300,3.87683067E+1,
507.600,4.69081383E+1,
507.900,3.64202309E+1,
508.200,4.28450241E+1,
508.500,3.22547913E+1,
508.800,3.16535091E+1,
509.100,3.59623566E+1,
509.400,2.94631615E+1,
509.700,4.12395287E+1,
510.00,3.53833885E+1,
510.300,3.54871483E+1,
510.600,4.35651207E+1,
510.900,3.41493797E+1,
511.200,2.68773651E+1,
511.500,4.16042786E+1,
511.800,3.74918213E+1,
512.100,3.38537941E+1,
512.400,3.47649078E+1,
512.700,3.41015282E+1,
513.00,2.66541634E+1,
513.300,3.11295643E+1,
513.600,3.79194794E+1,
513.900,3.56192932E+1,
514.200,2.69712830E+1,
514.500,3.14471302E+1,
514.800,3.84036140E+1,
515.100,3.92160225E+1,
515.400,3.34093094E+1,
515.700,2.86604557E+1,
516.00,3.26962852E+1,
516.300,2.58471680E+1,
516.600,2.66890869E+1,
516.900,4.36226349E+1,
517.200,2.76684418E+1,
517.500,3.76862946E+1,
517.800,2.30099297E+1,
518.100,4.62150879E+1,
518.400,3.55992432E+1,
518.700,4.18606758E+1,
519.00,2.57178040E+1,
519.300,2.96124725E+1,
519.600,1.95526981E+1,
519.900,2.82509460E+1,
520.200,3.93134689E+1,
520.500,4.25520325E+1,
520.800,3.78418236E+1,
521.100,3.39484177E+1,
521.400,3.64832611E+1,
521.700,3.49541817E+1,
522.00,2.31165142E+1,
522.300,4.01299438E+1,
522.600,3.60174713E+1,
522.900,2.64439907E+1,
523.200,3.45750999E+1,
523.500,4.03763275E+1,
523.800,3.80484657E+1,
524.100,3.07973652E+1,
524.400,3.33072166E+1,
524.700,1.62372208E+1,
525.00,3.01550465E+1,
525.300,2.38098183E+1,
525.600,2.79836922E+1,
525.900,2.54851570E+1,
526.200,3.87332916E+1,
526.500,4.55952263E+1,
526.800,2.14648552E+1,
527.100,2.09124050E+1,
527.400,3.66757240E+1,
527.700,3.34288254E+1,
528.00,3.18153191E+1,
528.300,2.85876579E+1,
528.600,2.94112186E+1,
528.900,4.06201477E+1,
529.200,2.54189720E+1,
529.500,4.32625732E+1,
529.800,3.55923996E+1,
530.100,3.24921341E+1,
530.400,2.89815445E+1,
530.700,3.94316025E+1,
531.00,3.00351543E+1,
531.300,4.39396744E+1,
531.600,3.04201565E+1,
531.900,3.38004723E+1,
532.200,3.56193237E+1,
532.500,3.93358154E+1,
532.800,2.79788399E+1,
533.100,3.05423794E+1,
533.400,3.85591774E+1,
533.700,3.80065880E+1,
534.00,3.27639923E+1,
534.300,2.47954330E+1,
534.600,3.18942204E+1,
534.900,3.10259037E+1,
535.200,2.67371159E+1,
535.500,4.10801926E+1,
535.800,2.33275681E+1,
536.100,3.24235992E+1,
536.400,2.51820965E+1,
536.700,3.42073669E+1,
537.00,4.16924210E+1,
537.300,2.91007004E+1,
537.600,3.46258163E+1,
537.900,2.73141136E+1,
538.200,2.64987736E+1,
538.500,2.30009823E+1,
538.800,3.57795372E+1,
539.100,2.11909046E+1,
539.400,2.03150597E+1,
539.700,3.52282486E+1,
540.00,2.32048264E+1,
540.300,2.05422039E+1,
540.600,3.36517029E+1,
540.900,3.38356094E+1,
541.200,2.63157902E+1,
541.500,2.07286301E+1,
541.800,2.17883224E+1,
542.100,3.59050941E+1,
542.400,2.27265053E+1,
542.700,3.61477737E+1,
543.00,3.62180595E+1,
543.300,2.19286995E+1,
543.600,2.77845554E+1,
543.900,3.96119308E+1,
544.200,2.03755589E+1,
544.500,2.22895222E+1,
544.800,1.73685608E+1,
545.100,3.97968216E+1,
545.400,2.25137806E+1,
545.700,1.85036278E+1,
546.00,1.86209526E+1,
546.300,1.37442255E+1,
546.600,4.13698196E+1,
546.900,3.26834717E+1,
547.200,2.47228184E+1,
547.500,2.28116493E+1,
547.800,2.29505749E+1,
548.100,2.48892059E+1,
548.400,2.09983139E+1,
548.700,2.00884151E+1,
549.00,1.70413532E+1,
549.300,2.42456169E+1,
549.600,3.45426826E+1,
549.900,3.55151367E+1,
550.200,5.18926888E+1,
550.500,2.86118946E+1,
550.800,1.83679237E+1,
551.100,2.05695553E+1,
551.400,2.37090302E+1,
551.700,1.85898056E+1,
552.00,1.95845966E+1,
552.300,4.24866295E+1,
552.600,2.50714951E+1,
552.900,3.64562073E+1,
553.200,2.81376381E+1,
553.500,2.20270329E+1,
553.800,2.63116760E+1,
554.100,3.15964737E+1,
554.400,1.90594692E+1,
554.700,2.22519417E+1,
555.00,1.27024298E+1,
555.300,2.66100006E+1,
555.600,2.67045155E+1,
555.900,2.15200672E+1,
556.200,4.11337700E+1,
556.500,2.37619705E+1,
556.800,2.16367931E+1,
557.100,2.59700432E+1,
557.400,1.19964247E+1,
557.700,2.39692307E+1,
558.00,1.74955730E+1,
558.300,2.63479996E+1,
558.600,1.86815681E+1,
558.900,2.86660862E+1,
559.200,3.32377357E+1,
559.500,2.87637901E+1,
559.800,1.99786510E+1,
560.100,1.56401901E+1,
560.400,2.55794220E+1,
560.700,3.59309273E+1,
561.00,3.03083076E+1,
561.300,2.36908283E+1,
561.600,2.71958485E+1,
561.900,2.49982986E+1,
562.200,2.62479458E+1,
562.500,3.07675705E+1,
562.800,2.98035374E+1,
563.100,1.95948677E+1,
563.400,2.29684429E+1,
563.700,3.11107216E+1,
564.00,2.78290634E+1,
564.300,2.44827232E+1,
564.600,1.75850487E+1,
564.900,1.87372189E+1,
565.200,3.06191559E+1,
565.500,2.35311852E+1,
565.800,2.00794277E+1,
566.100,2.60789490E+1,
566.400,1.66133404E+1,
566.700,2.50521088E+1,
567.00,2.51360512E+1,
567.300,1.43399324E+1,
567.600,2.65053844E+1,
567.900,1.81001225E+1,
568.200,3.85032082E+1,
568.500,2.06649246E+1,
568.800,1.58563185E+1,
569.100,1.95762215E+1,
569.400,1.96739006E+1,
569.700,1.34991016E+1,
570.00,2.09547997E+1,
570.300,1.73106518E+1,
570.600,2.35589733E+1,
570.900,1.24793310E+1,
571.200,3.49742737E+1,
571.500,7.49799299E+0,
571.800,2.25879250E+1,
572.100,2.50376625E+1,
572.400,1.64302731E+1,
572.700,1.77460480E+1,
573.00,2.42480164E+1,
573.300,2.03789597E+1,
573.600,2.04686832E+1,
573.900,1.66405792E+1,
574.200,2.05858479E+1,
574.500,2.18918266E+1,
574.800,2.84569626E+1,
575.100,1.68550339E+1,
575.400,2.60213642E+1,
575.700,1.30418081E+1,
576.00,1.70758724E+1,
576.300,7.87070799E+0,
576.600,1.97963600E+1,
576.900,2.91017818E+1,
577.200,1.72758312E+1,
577.500,2.12465420E+1,
577.800,1.99517918E+1,
578.100,2.67896557E+0,
578.400,2.42528000E+1,
578.700,1.34767332E+1,
579.00,2.57630062E+1,
579.300,2.17267971E+1,
579.600,5.43010426E+0,
579.900,1.36226130E+1,
580.200,6.83680820E+0,
580.500,2.34392605E+1,
580.800,2.88639870E+1,
581.100,2.21391888E+1,
581.400,1.80770302E+1,
581.700,1.67406769E+1,
582.00,2.37110481E+1,
582.300,1.82582378E+1,
582.600,1.40359230E+1,
582.900,9.87258244E+0,
583.200,1.26782255E+1,
583.500,1.56421442E+1,
583.800,1.70572681E+1,
584.100,8.58116436E+0,
584.400,1.43190384E+1,
584.700,2.44524727E+1,
585.00,8.60421848E+0,
585.300,1.01201591E+1,
585.600,8.65573215E+0,
585.900,2.03288269E+1,
586.200,2.91575832E+1,
586.500,2.05353413E+1,
586.800,2.05240231E+1,
587.100,1.31618700E+1,
587.400,1.61832790E+1,
587.700,2.22379246E+1,
588.00,1.63492432E+1,
588.300,5.92699623E+0,
588.600,1.93488750E+1,
588.900,1.64347534E+1,
589.200,1.20272369E+1,
589.500,1.95080147E+1,
589.800,0.00000000E+0,
590.100,9.10601330E+0,
590.400,2.13355408E+1,
590.700,6.11278820E+0,
591.00,1.07092571E+1,
591.300,9.24307537E+0,
591.600,2.00322800E+1,
591.900,1.54809046E+1,
592.200,6.20022202E+0,
592.500,1.24092169E+1,
592.800,1.56492519E+1,
593.100,1.40985107E+1,
593.400,7.86335850E+0,
593.700,9.44093800E+0,
594.00,1.42277431E+1,
594.300,7.92839718E+0,
594.600,1.59005613E+1,
594.900,0.00000000E+0,
595.200,1.92354183E+1,
595.500,1.44036131E+1,
595.800,6.40509844E+0,
596.100,6.44105768E+0,
596.400,1.29698048E+1,
596.700,9.73325634E+0,
597.00,2.11711197E+1,
597.300,6.55751610E+0,
597.600,4.89896727E+0,
597.900,6.59785938E+0,
598.200,4.97114086E+0,
598.500,2.96471710E+1,
598.800,9.98512363E+0,
599.100,5.00223684E+0,
599.400,5.02166128E+0,
599.700,3.36366749E+0,
600.00,2.19180241E+1,
600.300,6.77517414E+0,
600.600,1.53175325E+1,
600.900,1.35917807E+1,
601.200,1.36927624E+1,
601.500,2.23059616E+1,
601.800,1.73159428E+1,
602.100,6.89982080E+0,
602.400,8.62781715E+0,
602.700,1.39270287E+1,
603.00,5.21942711E+0,
603.300,1.05138578E+1,
603.600,7.01805258E+0,
603.900,5.27982759E+0,
604.200,8.85843086E+0,
604.500,7.10308743E+0,
604.800,-1.77508843E+0,
605.100,7.17270708E+0,
605.400,-5.36702299E+0,
605.700,3.04997082E+1,
606.00,2.17214375E+1,
606.300,1.62904549E+1,
606.600,5.43370390E+0,
606.900,9.12384033E+0,
607.200,1.27828932E+1,
607.500,1.47235289E+1,
607.800,1.85996685E+1,
608.100,7.39959431E+0,
608.400,1.30211372E+1,
608.700,7.51323128E+0,
609.00,7.47511435E+0,
609.300,1.12537451E+1,
609.600,3.77178001E+0,
609.900,-3.80152750E+0,
