Labels,KONGBAI,
Type,Emission Scan,
Comment,,
Start,435.00,
Stop,830.100,
Step,0.300,
Fixed/Offset,445.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.23999718,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,2.10,
Detector,Det 1,

435.00,1.64234996E+0,
435.300,4.36110020E+0,
435.600,5.99070501E+0,
435.900,4.91847801E+0,
436.200,3.83223653E+0,
436.500,-1.09016883E+0,
436.800,9.29426861E+0,
437.100,2.73208618E+0,
437.400,1.64392586E+1,
437.700,8.21855831E+0,
438.00,2.57410278E+1,
438.300,3.31197548E+1,
438.600,4.70517845E+1,
438.900,7.17043839E+1,
439.200,8.43869095E+1,
439.500,9.73115005E+1,
439.800,1.31217178E+2,
440.100,1.80524551E+2,
440.400,2.51561066E+2,
440.700,2.68334412E+2,
441.00,3.32684509E+2,
441.300,4.10508698E+2,
441.600,5.04520660E+2,
441.900,6.47833923E+2,
442.200,7.34435974E+2,
442.500,9.64407776E+2,
442.800,1.29600012E+3,
443.100,3.41991724E+3,
443.400,1.20594150E+4,
443.700,3.16915117E+4,
444.00,5.87785820E+4,
444.300,8.83677813E+4,
444.600,1.16329117E+5,
444.900,1.41924828E+5,
445.200,1.61975891E+5,
445.500,1.65725328E+5,
445.800,1.52304719E+5,
446.100,1.26509688E+5,
446.400,9.89778359E+4,
446.700,7.01078438E+4,
447.00,4.20243477E+4,
447.300,2.00752969E+4,
447.600,5.98495654E+3,
447.900,1.69855786E+3,
448.200,1.03174365E+3,
448.500,7.67189087E+2,
448.800,6.46087952E+2,
449.100,5.34935730E+2,
449.400,4.13613281E+2,
449.700,3.75675049E+2,
450.00,3.24907440E+2,
450.300,3.06444489E+2,
450.600,2.65368011E+2,
450.900,2.13551910E+2,
451.200,1.97901108E+2,
451.500,1.76917969E+2,
451.800,1.25034477E+2,
452.100,1.34074402E+2,
452.400,1.23210197E+2,
452.700,1.00627945E+2,
453.00,6.67725067E+1,
453.300,5.29791641E+1,
453.600,4.24937706E+1,
453.900,3.40906258E+1,
454.200,2.53580570E+1,
454.500,1.89172115E+1,
454.800,1.68842411E+1,
455.100,2.01245594E+1,
455.400,1.48472538E+1,
455.700,2.12731552E+1,
456.00,1.54733839E+1,
456.300,1.53980789E+1,
456.600,1.98188667E+1,
456.900,1.97541618E+1,
457.200,2.47674198E+1,
457.500,2.14940262E+1,
457.800,1.89102783E+1,
458.100,2.45957661E+1,
458.400,2.63312778E+1,
458.700,1.86561337E+1,
459.00,2.24329491E+1,
459.300,1.80182323E+1,
459.600,1.97708035E+1,
459.900,2.27462025E+1,
460.200,2.20956516E+1,
460.500,3.90157356E+1,
460.800,2.07560291E+1,
461.100,2.67863007E+1,
461.400,2.11617222E+1,
461.700,1.56453161E+1,
462.00,2.28574142E+1,
462.300,2.04178772E+1,
462.600,2.27003365E+1,
462.900,2.97482662E+1,
463.200,2.19475689E+1,
463.500,2.72591133E+1,
463.800,1.89510860E+1,
464.100,2.70762157E+1,
464.400,2.23232403E+1,
464.700,2.45899868E+1,
465.00,2.34014587E+1,
465.300,2.45542717E+1,
465.600,2.80130692E+1,
465.900,3.14915218E+1,
466.200,2.78067551E+1,
466.500,2.20524559E+1,
466.800,2.49343452E+1,
467.100,3.18141670E+1,
467.400,2.99720860E+1,
467.700,2.53419666E+1,
468.00,3.51820564E+1,
468.300,3.85285759E+1,
468.600,3.10606842E+1,
468.900,2.24566631E+1,
469.200,1.72833385E+1,
469.500,2.93416328E+1,
469.800,2.01706047E+1,
470.100,3.03898678E+1,
470.400,3.51582794E+1,
470.700,2.35670948E+1,
471.00,2.06530170E+1,
471.300,2.75085773E+1,
471.600,3.09350853E+1,
471.900,2.17252827E+1,
472.200,3.38994141E+1,
472.500,2.64398975E+1,
472.800,2.40948143E+1,
473.100,3.54479256E+1,
473.400,2.88255596E+1,
473.700,3.15696697E+1,
474.00,3.74860802E+1,
474.300,3.85466614E+1,
474.600,2.94885063E+1,
474.900,2.89490147E+1,
475.200,3.97937813E+1,
475.500,3.96548233E+1,
475.800,2.82972145E+1,
476.100,3.92038193E+1,
476.400,2.37030983E+1,
476.700,3.23569336E+1,
477.00,3.47400932E+1,
477.300,1.97078362E+1,
477.600,3.07926273E+1,
477.900,2.96844826E+1,
478.200,3.49145050E+1,
478.500,3.65916977E+1,
478.800,3.26181412E+1,
479.100,3.26439514E+1,
479.400,4.13694191E+1,
479.700,3.38930130E+1,
480.00,3.22727318E+1,
480.300,4.10532265E+1,
480.600,4.10706787E+1,
480.900,2.77854805E+1,
481.200,4.52380371E+1,
481.500,2.70770836E+1,
481.800,3.61045837E+1,
482.100,3.95387764E+1,
482.400,3.44070206E+1,
482.700,3.15075436E+1,
483.00,4.73824844E+1,
483.300,3.16058025E+1,
483.600,3.51022682E+1,
483.900,4.18505135E+1,
484.200,3.99232216E+1,
484.500,2.46860218E+1,
484.800,3.91150970E+1,
485.100,4.27447052E+1,
485.400,3.80431900E+1,
485.700,3.14409084E+1,
486.00,4.65771980E+1,
486.300,3.33610916E+1,
486.600,4.13579330E+1,
486.900,2.67891197E+1,
487.200,3.84796829E+1,
487.500,3.43165131E+1,
487.800,4.83354950E+1,
488.100,2.51933899E+1,
488.400,3.63826790E+1,
488.700,3.15533543E+1,
489.00,4.02389183E+1,
489.300,3.34919586E+1,
489.600,4.17681618E+1,
489.900,3.87992706E+1,
490.200,4.32196083E+1,
490.500,3.53164749E+1,
490.800,3.76979790E+1,
491.100,3.46978188E+1,
491.400,4.47858315E+1,
491.700,3.10621834E+1,
492.00,3.93377113E+1,
492.300,4.44332771E+1,
492.600,4.14774628E+1,
492.900,4.21197777E+1,
493.200,3.45614624E+1,
493.500,4.38202667E+1,
493.800,3.34005356E+1,
494.100,3.55001717E+1,
494.400,2.26446342E+1,
494.700,3.75592422E+1,
495.00,4.09052658E+1,
495.300,3.97791176E+1,
495.600,3.11634064E+1,
495.900,4.18259048E+1,
496.200,3.61342697E+1,
496.500,3.74622536E+1,
496.800,4.27677498E+1,
497.100,3.10212574E+1,
497.400,2.98329315E+1,
497.700,2.78921032E+1,
498.00,3.32025719E+1,
498.300,4.26319466E+1,
498.600,3.39320183E+1,
498.900,3.00213966E+1,
499.200,3.74884338E+1,
499.500,4.96456299E+1,
499.800,3.03739109E+1,
500.100,3.77575111E+1,
500.400,3.65011940E+1,
500.700,3.92615700E+1,
501.00,3.25950470E+1,
501.300,3.80765038E+1,
501.600,4.57749672E+1,
501.900,4.01804276E+1,
502.200,3.69114227E+1,
502.500,3.77574425E+1,
502.800,3.51157837E+1,
503.100,3.72606049E+1,
503.400,4.91037331E+1,
503.700,4.15158272E+1,
504.00,2.91418514E+1,
504.300,3.34306831E+1,
504.600,3.56016350E+1,
504.900,3.84663887E+1,
505.200,3.36460266E+1,
505.500,3.95472984E+1,
505.800,3.87337761E+1,
506.100,3.16999760E+1,
506.400,4.44650650E+1,
506.700,3.95328026E+1,
507.00,3.55058556E+1,
507.300,3.49170036E+1,
507.600,4.62815514E+1,
507.900,3.70680008E+1,
508.200,3.65967140E+1,
508.500,4.23203773E+1,
508.800,4.32243004E+1,
509.100,4.41056137E+1,
509.400,4.25710716E+1,
509.700,5.01114082E+1,
510.00,2.76775761E+1,
510.300,4.01954956E+1,
510.600,3.93321457E+1,
510.900,5.05935936E+1,
511.200,3.37990761E+1,
511.500,2.79199924E+1,
511.800,4.06595001E+1,
512.100,4.13154488E+1,
512.400,4.43399048E+1,
512.700,4.62727509E+1,
513.00,3.06373692E+1,
513.300,2.45233612E+1,
513.600,3.74066925E+1,
513.900,3.89963722E+1,
514.200,3.15511036E+1,
514.500,3.32479477E+1,
514.800,2.48034439E+1,
515.100,3.78456345E+1,
515.400,4.24998131E+1,
515.700,4.12328873E+1,
516.00,4.04802971E+1,
516.300,3.49905777E+1,
516.600,4.59592743E+1,
516.900,2.76795883E+1,
517.200,2.78062973E+1,
517.500,3.24978218E+1,
517.800,3.73333244E+1,
518.100,4.49170647E+1,
518.400,3.09717655E+1,
518.700,3.60656738E+1,
519.00,3.59202042E+1,
519.300,4.13389969E+1,
519.600,2.97786198E+1,
519.900,4.41277351E+1,
520.200,2.43901768E+1,
520.500,2.37888584E+1,
520.800,4.26026421E+1,
521.100,3.33862419E+1,
521.400,3.25678596E+1,
521.700,3.67213020E+1,
522.00,3.52051086E+1,
522.300,4.41449318E+1,
522.600,3.21353111E+1,
522.900,3.14618378E+1,
523.200,4.52342949E+1,
523.500,2.67394333E+1,
523.800,4.62812729E+1,
524.100,2.36654301E+1,
524.400,3.91634140E+1,
524.700,2.70332813E+1,
525.00,3.28366013E+1,
525.300,3.86455193E+1,
525.600,4.62559509E+1,
525.900,4.05206451E+1,
526.200,4.14588737E+1,
526.500,3.50694389E+1,
526.800,4.27429237E+1,
527.100,3.77400665E+1,
527.400,3.52036781E+1,
527.700,3.35678444E+1,
528.00,4.03451691E+1,
528.300,3.63158188E+1,
528.600,2.97224483E+1,
528.900,3.73079071E+1,
529.200,3.13627701E+1,
529.500,4.09258041E+1,
529.800,3.07004261E+1,
530.100,3.25821152E+1,
530.400,3.44111443E+1,
530.700,3.01160069E+1,
531.00,2.15380573E+1,
531.300,2.67503395E+1,
531.600,2.42568169E+1,
531.900,2.08463821E+1,
532.200,2.61307640E+1,
532.500,3.74708176E+1,
532.800,2.36502171E+1,
533.100,2.63333626E+1,
533.400,2.98973961E+1,
533.700,3.43982735E+1,
534.00,2.84045677E+1,
534.300,3.73891373E+1,
534.600,3.56738243E+1,
534.900,2.50121384E+1,
535.200,2.23296833E+1,
535.500,3.51792679E+1,
535.800,2.43034039E+1,
536.100,3.42770004E+1,
536.400,3.24498253E+1,
536.700,4.25557251E+1,
537.00,3.36638031E+1,
537.300,3.54852028E+1,
537.600,3.84581566E+1,
537.900,2.47582493E+1,
538.200,2.19503021E+1,
538.500,2.02996044E+1,
538.800,3.04667511E+1,
539.100,3.80893021E+1,
539.400,3.63073158E+1,
539.700,3.34795341E+1,
540.00,5.24353333E+1,
540.300,4.14045067E+1,
540.600,3.84342422E+1,
540.900,2.44901791E+1,
541.200,2.45929127E+1,
541.500,3.40796928E+1,
541.800,1.61350899E+1,
542.100,3.70168114E+1,
542.400,7.61974430E+0,
542.700,2.57054005E+1,
543.00,2.11398106E+1,
543.300,3.46333694E+1,
543.600,2.38939457E+1,
543.900,4.52336617E+1,
544.200,3.28660088E+1,
544.500,2.62407990E+1,
544.800,3.50736732E+1,
545.100,2.81556530E+1,
545.400,3.13037338E+1,
545.700,2.74997730E+1,
546.00,1.57298088E+1,
546.300,2.65626354E+1,
546.600,2.28250923E+1,
546.900,3.26517181E+1,
547.200,2.38727856E+1,
547.500,3.19177361E+1,
547.800,1.49612160E+1,
548.100,1.91038876E+1,
548.400,3.31325645E+1,
548.700,2.02436676E+1,
549.00,3.02471676E+1,
549.300,4.26765823E+1,
549.600,2.23286762E+1,
549.900,2.03034973E+1,
550.200,2.86380596E+1,
550.500,2.75116100E+1,
550.800,2.96749134E+1,
551.100,2.16094437E+1,
551.400,2.77144260E+1,
551.700,1.95552979E+1,
552.00,1.87022476E+1,
552.300,4.28489838E+1,
552.600,1.25217743E+1,
552.900,2.40386543E+1,
553.200,2.83356724E+1,
553.500,1.78929043E+1,
553.800,1.58685141E+1,
554.100,3.07335262E+1,
554.400,4.24280548E+1,
554.700,2.44040661E+1,
555.00,2.23433876E+1,
555.300,2.89408302E+1,
555.600,1.60896893E+1,
555.900,3.11942501E+1,
556.200,3.01286087E+1,
556.500,1.08399935E+1,
556.800,2.71686211E+1,
557.100,2.50585251E+1,
557.400,1.41909266E+1,
557.700,2.40907593E+1,
558.00,3.52227364E+1,
558.300,1.76286163E+1,
558.600,1.10300245E+1,
558.900,3.54023476E+1,
559.200,2.23121986E+1,
559.500,3.00228195E+1,
559.800,3.69408875E+1,
560.100,2.89838581E+1,
560.400,1.79057503E+1,
560.700,1.35311947E+1,
561.00,2.26019688E+1,
561.300,2.60562706E+1,
561.600,2.04266872E+1,
561.900,1.94899502E+1,
562.200,1.71078758E+1,
562.500,2.41983929E+1,
562.800,2.30069637E+1,
563.100,1.85783119E+1,
563.400,1.27511263E+1,
563.700,1.85548840E+1,
564.00,1.74703636E+1,
564.300,1.87576046E+1,
564.600,2.34302483E+1,
564.900,2.47473888E+1,
565.200,1.40837183E+1,
565.500,1.89894161E+1,
565.800,2.01624851E+1,
566.100,1.66026344E+1,
566.400,2.14626369E+1,
566.700,2.50416393E+1,
567.00,1.44338694E+1,
567.300,2.52369862E+1,
567.600,2.41489868E+1,
567.900,2.17288113E+1,
568.200,1.69814014E+1,
568.500,1.45541077E+1,
568.800,1.95422821E+1,
569.100,2.21174335E+1,
569.400,1.84625149E+1,
569.700,1.60311089E+1,
570.00,2.58924999E+1,
570.300,1.48908472E+1,
570.600,1.73986149E+1,
570.900,1.11752481E+1,
571.200,1.24919376E+1,
571.500,2.14006519E+1,
571.800,1.75666924E+1,
572.100,1.89138889E+1,
572.400,1.51258268E+1,
572.700,1.51662149E+1,
573.00,1.27538795E+1,
573.300,1.02300959E+1,
573.600,3.20313568E+1,
573.900,1.16030464E+1,
574.200,1.15898247E+1,
574.500,1.94399185E+1,
574.800,2.71409702E+1,
575.100,2.21070518E+1,
575.400,2.33689518E+1,
575.700,2.36043129E+1,
576.00,3.79444160E+1,
576.300,2.37090034E+1,
576.600,2.37550220E+1,
576.900,2.11175518E+1,
577.200,2.64828854E+1,
577.500,3.06277485E+1,
577.800,2.53766193E+1,
578.100,5.37778187E+0,
578.400,1.62440643E+1,
578.700,1.48292704E+1,
579.00,3.65695419E+1,
579.300,2.43803158E+1,
579.600,1.36052113E+1,
579.900,1.50367146E+1,
580.200,8.25619602E+0,
580.500,2.75043945E+1,
580.800,1.38140507E+1,
581.100,8.32453918E+0,
581.400,1.81955070E+1,
581.700,1.95929356E+1,
582.00,2.09851494E+1,
582.300,7.00167465E+0,
582.600,1.27396297E+1,
582.900,4.22471714E+0,
583.200,2.69675255E+1,
583.500,7.13533211E+0,
583.800,1.28400822E+1,
584.100,1.70592499E+1,
584.400,4.28377104E+0,
584.700,1.57590952E+1,
585.00,1.14882679E+1,
585.300,1.44916267E+1,
585.600,1.45170097E+1,
585.900,2.03990002E+1,
586.200,1.45953250E+0,
586.500,1.46560831E+1,
586.800,1.02313366E+1,
587.100,1.76349201E+1,
587.400,1.47306957E+1,
587.700,3.10340538E+1,
588.00,2.23464031E+1,
588.300,1.78444061E+1,
588.600,0.00000000E+0,
588.900,3.75390778E+1,
589.200,1.80515423E+1,
589.500,1.35821533E+1,
589.800,1.96802692E+1,
590.100,9.11369514E+0,
590.400,7.65211391E+0,
590.700,1.22794886E+1,
591.00,2.29987965E+1,
591.300,2.46990108E+1,
591.600,3.08506298E+0,
591.900,1.40001564E+1,
592.200,2.02026577E+1,
592.500,4.69918966E+0,
592.800,4.68978643E+0,
593.100,2.18594303E+1,
593.400,1.57447636E+0,
593.700,9.45265579E+0,
594.00,-9.46810818E+0,
594.300,2.06848850E+1,
594.600,2.07375412E+1,
594.900,2.23073463E+1,
595.200,-4.81148958E+0,
595.500,1.28533306E+1,
595.800,1.78142605E+1,
596.100,-3.22456169E+0,
596.400,1.46819630E+1,
596.700,4.89075089E+0,
597.00,1.14358492E+1,
597.300,1.31524420E+1,
597.600,0.00000000E+0,
597.900,6.61697149E+0,
598.200,1.32668219E+1,
598.500,1.82112217E+1,
598.800,1.00235224E+1,
599.100,9.98887062E+0,
599.400,1.33923016E+1,
599.700,1.01268692E+1,
600.00,8.43234158E+0,
600.300,1.86569653E+1,
600.600,-1.01551533E+1,
600.900,3.75950470E+1,
601.200,1.37228308E+1,
601.500,-3.44294763E+0,
601.800,1.90123234E+1,
602.100,-5.17496538E+0,
602.400,1.90455341E+1,
602.700,8.68983078E+0,
603.00,-1.40176258E+1,
603.300,1.57108660E+1,
603.600,1.76201129E+0,
603.900,1.41501875E+1,
604.200,1.05885515E+1,
604.500,1.42447844E+1,
604.800,-3.55834627E+0,
605.100,5.35519361E+0,
605.400,5.38107777E+0,
605.700,5.42389822E+0,
606.00,1.80198872E+0,
606.300,-9.08971596E+0,
606.600,1.64622879E+1,
606.900,0.00000000E+0,
607.200,2.01965199E+1,
607.500,5.51947594E+0,
607.800,9.24114609E+0,
608.100,1.84983940E+1,
608.400,5.59355211E+0,
608.700,1.12368946E+1,
609.00,1.87091577E+0,
609.300,-1.69184036E+1,
609.600,1.89219170E+1,
609.900,-7.56967497E+0,
