0.005CR-FITTED-62.64%
  QY = 62.64%
Labels,0,KONGBAI-2,
Type,Emission Scan,Emission Scan,
Comment,,,
Start,435.00,435.00,
Stop,830.100,830.100,
Step,0.300,0.300,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.20,0.20,
Lamp,Xenon,Xenon,
Temp,0.00,0.00,
Scan Polariser,None,None,
Scan Slit,0.23999718,0.23999718,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.10,2.10,
Detector,Det 1,Det 1,

435.00,5.41280389E-1,2.15805602E+0,
435.300,1.08369565E+0,2.70876980E+0,
435.600,2.16813970E+0,0.00000000E+0,
435.900,3.27415848E+0,6.50981665E+0,
436.200,4.33614588E+0,2.17301893E+0,
436.500,2.18216634E+0,1.63075447E+0,
436.800,1.09025908E+0,5.95742846E+0,
437.100,4.35854053E+0,5.43150568E+0,
437.400,5.44644415E-1,8.13079548E+0,
437.700,7.08538246E+0,8.17040539E+0,
438.00,1.36158266E+1,2.23524342E+1,
438.300,1.86914692E+1,2.82940178E+1,
438.600,3.22770805E+1,4.61784782E+1,
438.900,5.34439621E+1,6.65987320E+1,
439.200,6.07422867E+1,8.31531906E+1,
439.500,7.70022125E+1,1.13652908E+2,
439.800,1.13868752E+2,1.30521881E+2,
440.100,1.54238220E+2,1.96487732E+2,
440.400,2.08160187E+2,2.31915604E+2,
440.700,2.41734238E+2,2.73976166E+2,
441.00,2.78798370E+2,3.33794128E+2,
441.300,3.08857697E+2,4.19539673E+2,
441.600,4.23862030E+2,4.94908447E+2,
441.900,4.79465515E+2,5.30935181E+2,
442.200,5.89985535E+2,7.43472778E+2,
442.500,7.20715393E+2,8.76957153E+2,
442.800,9.34915649E+2,1.13779590E+3,
443.100,1.96779346E+3,2.74853125E+3,
443.400,7.37604541E+3,9.94922168E+3,
443.700,2.14718262E+4,2.84942637E+4,
444.00,4.24812734E+4,5.48570391E+4,
444.300,6.63163828E+4,8.45256406E+4,
444.600,8.93260703E+4,1.12360547E+5,
444.900,1.12245297E+5,1.40292203E+5,
445.200,1.30118430E+5,1.61939344E+5,
445.500,1.37005078E+5,1.67371484E+5,
445.800,1.28465734E+5,1.57342781E+5,
446.100,1.08352305E+5,1.31287094E+5,
446.400,8.70343828E+4,1.04067305E+5,
446.700,6.29911563E+4,7.47326719E+4,
447.00,3.97309766E+4,4.66258203E+4,
447.300,2.02117266E+4,2.32695684E+4,
447.600,6.24110791E+3,6.93103564E+3,
447.900,1.58834326E+3,1.89847229E+3,
448.200,8.72814148E+2,1.04551843E+3,
448.500,7.00461487E+2,8.00992004E+2,
448.800,5.47903809E+2,6.57676697E+2,
449.100,4.53355255E+2,5.36544373E+2,
449.400,4.06655640E+2,4.46254639E+2,
449.700,3.11440643E+2,3.99778473E+2,
450.00,2.87540802E+2,3.24326599E+2,
450.300,2.69105927E+2,3.15661713E+2,
450.600,1.95640427E+2,2.82758972E+2,
450.900,2.19308014E+2,2.36247345E+2,
451.200,1.65960663E+2,2.09562943E+2,
451.500,1.39846527E+2,1.73782547E+2,
451.800,1.18340141E+2,1.39011871E+2,
452.100,1.16669426E+2,1.30063812E+2,
452.400,1.01731758E+2,9.19569473E+1,
452.700,6.31908073E+1,9.33218079E+1,
453.00,6.57458801E+1,8.13153992E+1,
453.300,5.02036781E+1,6.02985764E+1,
453.600,3.56929855E+1,3.89443016E+1,
453.900,2.86039467E+1,2.91596127E+1,
454.200,1.94810734E+1,1.87322865E+1,
454.500,1.48492203E+1,2.26240673E+1,
454.800,1.80510426E+1,1.03205776E+1,
455.100,1.60857162E+1,1.99219894E+1,
455.400,1.66943054E+1,1.86342087E+1,
455.700,1.66636486E+1,1.85444412E+1,
456.00,1.14976072E+1,1.21018686E+1,
456.300,1.41075153E+1,2.16419563E+1,
456.600,1.08701677E+1,1.77999172E+1,
456.900,1.58030462E+1,1.51234293E+1,
457.200,5.04432917E+0,1.32458658E+1,
457.500,1.82706718E+1,1.57123928E+1,
457.800,1.18952074E+1,1.25151730E+1,
458.100,8.79454613E+0,1.61737480E+1,
458.400,1.19131546E+1,1.67763042E+1,
458.700,1.17744894E+1,1.80227833E+1,
459.00,1.30201740E+1,2.78591194E+1,
459.300,1.28877964E+1,2.45623264E+1,
459.600,2.02191792E+1,1.41995287E+1,
459.900,1.22546768E+1,2.01490688E+1,
460.200,1.58257732E+1,1.83273716E+1,
460.500,1.45887861E+1,1.82163181E+1,
460.800,2.30335674E+1,2.36227055E+1,
461.100,1.57355042E+1,1.80491734E+1,
461.400,1.44232826E+1,2.22381744E+1,
461.700,1.61805210E+1,1.19682856E+1,
462.00,1.73866158E+1,2.38155327E+1,
462.300,2.02167549E+1,1.90820770E+1,
462.600,2.02224178E+1,1.30434151E+1,
462.900,1.30101919E+1,1.48363352E+1,
463.200,1.65462379E+1,1.77265167E+1,
463.500,1.18319960E+1,2.64957390E+1,
463.800,1.29671974E+1,2.05958080E+1,
464.100,1.57765036E+1,2.05624905E+1,
464.400,1.63838234E+1,1.63546143E+1,
464.700,1.99532261E+1,1.69596806E+1,
465.00,2.45247059E+1,2.26909828E+1,
465.300,1.57216272E+1,2.72569904E+1,
465.600,1.56916714E+1,2.08124523E+1,
465.900,2.43488827E+1,2.89856453E+1,
466.200,1.50812998E+1,2.90505943E+1,
466.500,2.31573563E+1,2.18845043E+1,
466.800,1.61231289E+1,2.35875378E+1,
467.100,2.41812019E+1,1.73061790E+1,
467.400,2.06796341E+1,2.47005157E+1,
467.700,2.01171970E+1,1.49750872E+1,
468.00,2.12495651E+1,2.29775257E+1,
468.300,2.19039421E+1,2.57139416E+1,
468.600,1.94066925E+1,1.94653549E+1,
468.900,1.02949791E+1,2.35268211E+1,
469.200,2.10923576E+1,2.27755795E+1,
469.500,1.89347210E+1,1.76524143E+1,
469.800,1.83239117E+1,2.62952518E+1,
470.100,1.54628782E+1,1.94839497E+1,
470.400,2.21958866E+1,2.67988434E+1,
470.700,2.17515926E+1,2.67948341E+1,
471.00,2.51164818E+1,2.22280426E+1,
471.300,1.88625908E+1,2.28158569E+1,
471.600,1.89500179E+1,1.99810238E+1,
471.900,2.62549000E+1,3.06689644E+1,
472.200,1.99967403E+1,2.56740818E+1,
472.500,3.02078609E+1,2.22534161E+1,
472.800,2.85566978E+1,3.24299698E+1,
473.100,1.82895851E+1,2.96684914E+1,
