0.01cr-1%NA2co3
  QY = 65.52%
Labels,EmScan24,kongbai(Multi Scans),
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,29.550,28.80,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

548.00,1.21346960E+1,2.28339672E+1,
549.00,1.22148590E+1,1.99326839E+1,
550.00,9.28203201E+0,1.39858809E+1,
551.00,1.87360821E+1,1.58084812E+1,
552.00,7.85909700E+0,1.57828856E+1,
553.00,7.94563437E+0,2.23819160E+1,
554.00,6.41441917E+0,1.61021671E+1,
555.00,8.07988930E+0,9.75030231E+0,
556.00,8.16271305E+0,1.63324432E+1,
557.00,9.86663342E+0,9.90377426E+0,
558.00,1.16649437E+1,2.33989677E+1,
559.00,1.51177015E+1,1.01353550E+1,
560.00,2.03695259E+1,2.22023811E+1,
561.00,1.02682810E+1,8.59659195E+0,
562.00,8.66663933E+0,1.21919174E+1,
563.00,1.39947300E+1,1.05528526E+1,
564.00,7.02991390E+0,1.77447593E+0,
565.00,5.34071875E+0,7.14992619E+0,
566.00,8.99104881E+0,9.03418636E+0,
567.00,7.23426819E+0,9.11704063E+0,
568.00,1.10175705E+1,1.28266230E+1,
569.00,1.11154566E+1,7.47166061E+0,
570.00,5.60674572E+0,1.50416622E+1,
571.00,1.32281809E+1,2.10190907E+1,
572.00,1.91404200E+0,7.67945671E+0,
573.00,5.78845501E+0,3.86984992E+0,
574.00,1.37193346E+1,1.17863846E+1,
575.00,1.78618889E+1,1.78373222E+1,
576.00,2.00113535E+0,1.19949188E+1,
577.00,2.01210117E+0,8.13036728E+0,
578.00,8.13372421E+0,1.42912760E+1,
579.00,0.00000000E+0,8.25390434E+0,
580.00,6.21808577E+0,6.26589870E+0,
581.00,1.04696026E+1,1.27052517E+1,
582.00,6.35285759E+0,8.52427197E+0,
583.00,8.58490372E+0,1.07819767E+1,
584.00,6.50820398E+0,1.09270363E+1,
585.00,6.52976131E+0,1.10059366E+1,
586.00,6.59324265E+0,2.22697759E+0,
587.00,1.33350058E+1,1.79947605E+1,
588.00,2.25611820E+1,1.35043488E+1,
589.00,6.87586689E+0,9.10214329E+0,
590.00,2.30077505E+0,1.38582315E+1,
591.00,2.32506013E+0,9.36912441E+0,
592.00,0.00000000E+0,0.00000000E+0,
593.00,1.18615103E+1,2.39458394E+0,
594.00,4.79888821E+0,1.69310017E+1,
595.00,2.43438768E+0,2.67279453E+1,
596.00,9.83752632E+0,9.80982208E+0,
597.00,1.24610291E+1,-4.96667910E+0,
598.00,7.51924229E+0,1.25124788E+1,
599.00,2.51712584E+0,7.63617706E+0,
600.00,5.10498714E+0,5.16596985E+0,
601.00,5.18289518E+0,5.19834900E+0,
602.00,1.30971775E+1,7.86745739E+0,
603.00,1.59265261E+1,5.29805088E+0,
604.00,5.39138365E+0,5.36842680E+0,
605.00,2.70091033E+0,1.63024254E+1,
606.00,-2.74734092E+0,2.75867653E+0,
607.00,2.77279067E+0,5.56790543E+0,
608.00,8.38304615E+0,2.54877777E+1,
609.00,-2.84816933E+0,-2.84920025E+0,
610.00,5.76542711E+0,-2.88573313E+0,
611.00,0.00000000E+0,8.79519463E+0,
612.00,5.87709999E+0,0.00000000E+0,
613.00,5.98872519E+0,2.99219656E+0,
614.00,6.05365992E+0,0.00000000E+0,
615.00,3.07305980E+0,6.14768314E+0,
616.00,0.00000000E+0,-3.11339569E+0,
617.00,0.00000000E+0,0.00000000E+0,
618.00,0.00000000E+0,1.59802217E+1,
619.00,-3.23622441E+0,3.24826264E+0,
620.00,3.28880644E+0,9.84860611E+0,
621.00,6.70437050E+0,9.99554348E+0,
622.00,0.00000000E+0,1.01829138E+1,
623.00,-3.42291403E+0,1.37185555E+1,
624.00,3.46609926E+0,6.99665976E+0,
625.00,3.53417230E+0,-7.10995293E+0,
626.00,-3.56417322E+0,3.58846307E+0,
627.00,-3.63602686E+0,-3.64486647E+0,
628.00,7.37798691E+0,-3.70253372E+0,
629.00,7.44800997E+0,7.49518633E+0,
630.00,0.00000000E+0,-3.79987812E+0,
631.00,0.00000000E+0,3.85587788E+0,
632.00,3.92407990E+0,3.91783047E+0,
633.00,3.98133254E+0,1.99466286E+1,
634.00,1.61805325E+1,8.13392258E+0,
635.00,4.07643604E+0,-4.11434650E+0,
636.00,4.19179058E+0,0.00000000E+0,
637.00,4.24810123E+0,8.54009914E+0,
638.00,0.00000000E+0,-8.70458412E+0,
639.00,-4.36586809E+0,0.00000000E+0,
640.00,0.00000000E+0,4.47044230E+0,
641.00,4.50788403E+0,9.11584663E+0,
642.00,-4.61181021E+0,0.00000000E+0,
643.00,1.40356684E+1,0.00000000E+0,
644.00,4.74089146E+0,0.00000000E+0,
645.00,0.00000000E+0,4.82845545E+0,
646.00,4.92021418E+0,9.85867405E+0,
647.00,-5.01207256E+0,-1.00919971E+1,
648.00,1.02356100E+1,-5.15898466E+0,
649.00,-5.19979382E+0,-5.25967598E+0,
650.00,0.00000000E+0,-5.33226824E+0,
651.00,5.39964533E+0,-5.40238619E+0,
652.00,0.00000000E+0,2.76311512E+1,
653.00,1.68177433E+1,1.12727489E+1,
654.00,1.71424103E+1,5.73876715E+0,
655.00,1.74865284E+1,5.85592699E+0,
656.00,0.00000000E+0,-5.97172499E+0,
657.00,0.00000000E+0,-6.08657694E+0,
658.00,1.23587294E+1,6.22919703E+0,
659.00,1.27599535E+1,-1.27009640E+1,
660.00,1.30075645E+1,-1.30395861E+1,
661.00,2.66478996E+1,-6.69352627E+0,
662.00,6.79941225E+0,-6.86088943E+0,
663.00,1.40999689E+1,-7.02997398E+0,
664.00,7.28972006E+0,7.28480005E+0,
665.00,7.53988886E+0,-1.51100950E+1,
666.00,3.10263634E+1,0.00000000E+0,
667.00,1.59255543E+1,-1.59280510E+1,
668.00,0.00000000E+0,8.10572720E+0,
669.00,6.47280655E+1,0.00000000E+0,
670.00,4.07868309E+1,0.00000000E+0,
671.00,3.28558235E+1,-8.20519638E+0,
672.00,2.47704525E+1,-8.19811440E+0,
673.00,4.10785751E+1,-1.65436840E+1,
674.00,3.30870323E+1,-1.65233040E+1,
675.00,2.48170147E+1,8.29272461E+0,
676.00,2.49842854E+1,-1.67053947E+1,
677.00,0.00000000E+0,8.38072681E+0,
678.00,1.67956924E+1,-8.44337368E+0,
679.00,1.68982010E+1,0.00000000E+0,
680.00,7.70019608E+1,-1.72530422E+1,
681.00,1.72623291E+1,-1.73574715E+1,
682.00,2.61340446E+1,-8.75555897E+0,
683.00,5.24978981E+1,-8.83845234E+0,
684.00,4.39863510E+1,0.00000000E+0,
685.00,5.28883743E+1,0.00000000E+0,
686.00,8.91342163E+1,8.95785522E+0,
687.00,5.39992485E+1,-1.81502018E+1,
688.00,4.52780762E+1,-9.12809277E+0,
689.00,3.65153198E+1,9.19760323E+0,
690.00,7.38355408E+1,-1.86196117E+1,
691.00,6.53014832E+1,0.00000000E+0,
692.00,7.55834351E+1,0.00000000E+0,
693.00,4.77254944E+1,-1.91848621E+1,
694.00,8.71564102E+1,-1.93893757E+1,
695.00,2.05608688E+2,-1.95850410E+1,
696.00,8.89254761E+1,-1.98847580E+1,
697.00,1.40332977E+2,-2.01386299E+1,
698.00,1.42716553E+2,-2.03424187E+1,
699.00,8.24393616E+1,-1.03388882E+1,
700.00,2.08280258E+2,-2.09333172E+1,
701.00,1.17086365E+2,-1.06330347E+1,
702.00,1.39562241E+2,-1.08143034E+1,
703.00,2.17732811E+1,-1.08983507E+1,
704.00,1.32749451E+2,0.00000000E+0,
705.00,5.61328964E+1,-2.25355434E+1,
706.00,1.36450058E+2,-2.28189163E+1,
707.00,2.20754166E+2,-2.31958294E+1,
708.00,3.54115906E+1,-2.35942917E+1,
709.00,9.55203781E+1,-1.19748039E+1,
710.00,1.81619812E+2,-1.21861477E+1,
711.00,1.59657669E+2,-2.48080044E+1,
712.00,1.13251289E+2,-1.25587416E+1,
713.00,1.66438095E+2,-1.27989140E+1,
714.00,2.97845032E+2,0.00000000E+0,
715.00,2.37678329E+2,-2.63780098E+1,
716.00,1.20531693E+2,-2.68927631E+1,
717.00,2.04887009E+2,-2.74124241E+1,
718.00,1.52916946E+2,1.39573441E+1,
719.00,1.56310089E+2,-2.84609756E+1,
720.00,3.19122498E+2,-1.44787092E+1,
721.00,1.17341782E+2,-2.93629246E+1,
722.00,2.38868912E+2,-1.50017900E+1,
723.00,1.21791756E+2,-1.53076830E+1,
724.00,2.16875076E+2,-1.55579996E+1,
725.00,2.69308990E+2,-1.58398485E+1,
726.00,2.73095947E+2,0.00000000E+0,
727.00,1.97032761E+2,-3.29551010E+1,
728.00,2.85555481E+2,-3.35674973E+1,
729.00,1.19751984E+2,-3.42815704E+1,
730.00,2.61980286E+2,-1.73826199E+1,
731.00,2.14874786E+2,-3.55938492E+1,
732.00,1.98782043E+2,1.82186260E+1,
733.00,2.96810730E+2,-3.72515945E+1,
734.00,1.50862595E+2,-1.90061779E+1,
735.00,1.73163452E+2,-1.93518410E+1,
736.00,2.55950546E+2,-3.94542732E+1,
737.00,2.19623917E+2,-4.02128754E+1,
738.00,2.86283783E+2,-2.04802227E+1,
739.00,3.75280975E+2,-4.19786949E+1,
740.00,3.18146210E+2,0.00000000E+0,
741.00,3.04873260E+2,-4.35690880E+1,
742.00,5.09230865E+2,-2.23048134E+1,
743.00,2.27657410E+2,-2.28622990E+1,
744.00,1.62081146E+2,-4.66925697E+1,
745.00,2.83082001E+2,-4.73518410E+1,
746.00,1.93593948E+2,-4.83096733E+1,
747.00,3.95652039E+2,0.00000000E+0,
748.00,2.76861389E+2,-2.53548317E+1,
749.00,2.83125092E+2,0.00000000E+0,
750.00,2.89426880E+2,5.29068565E+1,
751.00,2.15042953E+2,-5.39124146E+1,
752.00,3.56534546E+2,-5.53577499E+1,
753.00,2.79924500E+2,-5.62472382E+1,
754.00,3.73006805E+2,-2.86631508E+1,
755.00,2.93061615E+2,-5.89327087E+1,
756.00,5.41736023E+2,-6.02549324E+1,
757.00,3.35646729E+2,-6.15548553E+1,
758.00,3.43322601E+2,-3.12144909E+1,
759.00,4.81831604E+2,0.00000000E+0,
760.00,2.96145782E+2,-6.58889236E+1,
761.00,3.68839478E+2,-6.71115036E+1,
762.00,5.81336914E+2,-6.87590790E+1,
763.00,2.80099152E+2,-3.52416534E+1,
764.00,2.85912781E+2,0.00000000E+0,
765.00,1.45890732E+2,-7.33021927E+1,
766.00,3.74004913E+2,-7.52316132E+1,
767.00,6.10146057E+2,-7.66099777E+1,
768.00,4.31429474E+2,-7.81758118E+1,
769.00,1.99209869E+2,-7.95392227E+1,
