Labels,F2-1500-750-EM,
Type,Emission Scan,
Comment,,
Start,800.00,
Stop,1650.00,
Step,1.00,
Fixed/Offset,750.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,4.9999852,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.999990,
Detector,Det2,

800.00,6.11107849E+2,
801.00,-1.92760941E+2,
802.00,-1.78473221E+2,
803.00,-3.81986603E+2,
804.00,-7.83229752E+1,
805.00,1.56830521E+2,
806.00,1.82589279E+2,
807.00,-2.61045258E+2,
808.00,-5.17592163E+2,
809.00,-6.06227417E+2,
810.00,-4.24144135E+2,
811.00,-1.14371094E+3,
812.00,-4.35427460E+2,
813.00,-3.42665161E+2,
814.00,-6.64192993E+2,
815.00,4.74185028E+2,
816.00,-1.26015320E+2,
817.00,-2.99805084E+2,
818.00,-7.38344604E+2,
819.00,-5.04004700E+2,
820.00,1.91436066E+2,
821.00,-4.67326843E+2,
822.00,-5.39759949E+2,
823.00,-2.38162048E+2,
824.00,-9.07682724E+1,
825.00,-1.80153389E+1,
826.00,-1.19822632E+2,
827.00,-4.93380371E+2,
828.00,3.19379242E+2,
829.00,-2.91960266E+2,
830.00,4.75841949E+2,
831.00,3.34413086E+2,
832.00,4.50968567E+2,
833.00,2.09274765E+2,
834.00,-3.24903717E+2,
835.00,-2.94085571E+2,
836.00,-3.88766510E+2,
837.00,1.41293930E+2,
838.00,3.65413910E+2,
839.00,-6.00282104E+2,
840.00,2.10790817E+2,
841.00,-2.04547562E+2,
842.00,3.78969086E+2,
843.00,1.53400402E+1,
844.00,-8.06176697E+2,
845.00,-2.40775757E+2,
846.00,2.13723984E+2,
847.00,2.65982941E+2,
848.00,-1.94619522E+1,
849.00,4.44037292E+2,
850.00,-5.67631348E+2,
851.00,1.17962540E+2,
852.00,-2.48158371E+2,
853.00,-4.74330750E+2,
854.00,-3.31603149E+2,
855.00,2.29360676E+1,
856.00,-5.18515320E+2,
857.00,2.97337189E+2,
858.00,4.80833618E+2,
859.00,-6.45625061E+2,
860.00,-4.81403122E+1,
861.00,-1.04252266E+2,
862.00,2.12142944E+2,
863.00,-4.98656616E+2,
864.00,-4.73205688E+2,
865.00,-2.59153778E+2,
866.00,-3.78049255E+2,
867.00,-1.57136597E+2,
868.00,7.74278870E+1,
869.00,-4.62264130E+2,
870.00,-4.60797607E+2,
871.00,-1.15537498E+2,
872.00,-2.87087036E+2,
873.00,-3.46761047E+2,
874.00,-3.43663177E+2,
875.00,-3.51940399E+2,
876.00,-2.03682449E+2,
877.00,-4.58996460E+2,
878.00,-6.28131905E+1,
879.00,-3.17891663E+2,
880.00,-2.20141144E+2,
881.00,1.70755325E+2,
882.00,-4.18855682E+2,
883.00,5.57609634E+1,
884.00,1.81648621E+2,
885.00,-2.79505859E+2,
886.00,-1.66069412E+2,
887.00,-2.29224300E+1,
888.00,-8.07548904E+1,
889.00,-1.42323807E+2,
890.00,-2.23821350E+2,
891.00,-1.65360565E+2,
892.00,-3.19181854E+2,
893.00,-2.48419540E+2,
894.00,-2.23641342E+2,
895.00,1.42747726E+2,
896.00,1.90938324E+2,
897.00,-1.04162102E+2,
898.00,-6.47234268E+1,
899.00,-1.18215164E+2,
900.00,3.79581573E+2,
901.00,-5.54121971E+1,
902.00,-1.13430351E+2,
903.00,-5.57047348E+1,
904.00,7.11904221E+1,
905.00,3.94797249E+1,
906.00,-1.73996414E+2,
907.00,-2.23913116E+2,
908.00,-9.91558914E+1,
909.00,-8.62668991E+0,
910.00,-6.33097992E+1,
911.00,1.33465179E+2,
912.00,-2.60470367E+2,
913.00,-1.02969551E+2,
914.00,-7.35842361E+1,
915.00,-1.86598267E+2,
916.00,7.91567612E+1,
917.00,-7.81148453E+1,
918.00,-5.82204628E+1,
919.00,-1.13930740E+2,
920.00,5.15902061E+1,
921.00,-1.07830757E+2,
922.00,-1.62739197E+2,
923.00,-2.03817932E+2,
924.00,6.34831238E+1,
925.00,-1.52455978E+2,
926.00,-1.90932579E+1,
927.00,6.86794815E+1,
928.00,-6.68358765E+1,
929.00,-3.37925434E+0,
930.00,-2.00747818E+2,
931.00,-9.82678452E+1,
932.00,4.46366539E+1,
933.00,-3.61581497E+1,
934.00,-7.53998566E+1,
935.00,3.25729442E+0,
936.00,4.84486008E+1,
937.00,-5.90745468E+1,
938.00,-1.75269928E+1,
939.00,-1.43663513E+2,
940.00,9.37456894E+0,
941.00,-5.42392845E+1,
942.00,-1.76764709E+2,
943.00,-6.00524292E+1,
944.00,2.90484009E+1,
945.00,5.94683151E+1,
946.00,6.80231705E+1,
947.00,-4.77431564E+1,
948.00,-9.18335266E+1,
949.00,-1.04630539E+2,
950.00,-5.71284904E+1,
951.00,1.36522079E+2,
952.00,-2.59509544E+1,
953.00,-1.39323471E+2,
954.00,-1.17188019E+2,
955.00,7.35378571E+1,
956.00,1.99513504E+2,
957.00,-5.45293427E+1,
958.00,-2.50286274E+1,
959.00,-8.14104080E+1,
960.00,-5.88067207E+1,
961.00,-7.64341278E+1,
962.00,-3.25624123E+1,
963.00,-1.22471825E+2,
964.00,-3.58049049E+1,
965.00,-4.96441536E+1,
966.00,1.21619957E+2,
967.00,-1.66023502E+1,
968.00,-3.79123535E+1,
969.00,-4.77642288E+1,
970.00,-8.26866531E+1,
971.00,2.48310070E+1,
972.00,1.13480423E+2,
973.00,3.78980103E+1,
974.00,-7.43673706E+1,
975.00,-5.21733170E+1,
976.00,2.04904156E+1,
977.00,-2.03620453E+2,
978.00,4.78574944E+1,
979.00,-2.05410080E+2,
980.00,-1.52335068E+2,
981.00,2.12221985E+1,
982.00,-9.56453094E+1,
983.00,8.60315933E+1,
984.00,2.45881519E+1,
985.00,-3.15795536E+1,
986.00,-6.86460800E+1,
987.00,-3.14289646E+1,
988.00,-1.23179131E+2,
989.00,-7.96748962E+1,
990.00,-5.08114777E+1,
991.00,3.80808144E+1,
992.00,-2.24114426E+2,
993.00,-1.11585602E+2,
994.00,4.68518486E+1,
995.00,-5.72178936E+0,
996.00,-5.80968132E+1,
997.00,-1.02245987E+2,
998.00,-3.63653679E+1,
999.00,-1.41739136E+2,
1000.00,-1.47247610E+1,
1001.000,1.81869659E+1,
1002.000,-9.26021347E+1,
1003.000,-1.24201088E+1,
1004.000,2.30809723E+2,
1005.000,-1.48059479E+2,
1006.000,-5.72435074E+1,
1007.000,4.95402679E+1,
1008.000,2.24711189E+1,
1009.000,2.24042511E+1,
1010.00,2.12707710E+1,
1011.000,7.16719894E+1,
1012.000,3.67865601E+1,
1013.000,-1.08197845E+2,
1014.000,-2.22965789E+0,
1015.000,-9.92644424E+1,
1016.000,-5.34190140E+1,
1017.000,-5.77644920E+1,
1018.000,-1.11290598E+1,
1019.000,-6.33556404E+1,
1020.00,-5.87242050E+1,
1021.000,-7.42079468E+1,
1022.000,4.66024246E+1,
1023.000,1.19776382E+2,
1024.000,-3.32181206E+1,
1025.000,-1.11229591E+2,
1026.000,-2.64080677E+1,
1027.000,7.73514748E+0,
1028.000,-2.31037941E+1,
1029.000,-7.91318207E+1,
1030.00,-5.50852089E+1,
1031.000,-4.97645645E+1,
1032.000,9.05949631E+1,
1033.000,1.64920254E+1,
1034.000,-1.41461655E+2,
1035.000,3.97423096E+1,
1036.000,-7.92413101E+1,
1037.000,3.30562377E+0,
1038.000,-6.60547304E+0,
1039.000,3.62836761E+1,
1040.00,-2.64217186E+1,
1041.000,4.41001177E+0,
1042.000,2.86582775E+1,
1043.000,-4.85416222E+1,
1044.000,4.62856598E+1,
1045.000,-1.06863861E+2,
1046.000,-5.06266327E+1,
1047.000,-3.74045219E+1,
1048.000,3.75488014E+1,
1049.000,3.31655807E+1,
1050.00,-1.54541988E+1,
1051.000,-7.49551468E+1,
1052.000,-1.47882339E+2,
1053.000,3.85573006E+1,
1054.000,-1.06756172E+2,
1055.000,3.31275654E+0,
1056.000,-8.95247040E+1,
1057.000,-1.10258412E+0,
1058.000,-9.03344421E+1,
1059.000,7.69710541E+0,
1060.00,-8.72112274E+1,
1061.000,-1.40088531E+2,
1062.000,1.03591347E+2,
1063.000,-2.65451355E+1,
1064.000,-8.81817341E+0,
1065.000,7.75297165E+1,
1066.000,2.20367336E+1,
1067.000,8.11580811E+1,
1068.000,8.81484985E+0,
1069.000,-2.20231285E+1,
1070.00,-4.83907623E+1,
1071.000,6.05163002E+1,
1072.000,7.05957870E+1,
1073.000,-9.22099991E+1,
1074.000,-5.39715385E+1,
1075.000,3.82679977E+1,
1076.000,1.18155800E+2,
1077.000,8.44709854E+1,
1078.000,2.08160496E+1,
1079.000,-4.37495041E+1,
1080.00,8.10667343E+1,
1081.000,-5.82703514E+1,
1082.000,8.00256653E+1,
1083.000,2.96261616E+1,
1084.000,-6.35849190E+1,
1085.000,6.15504189E+1,
1086.000,9.75279007E+1,
1087.000,-8.53003006E+1,
1088.000,8.43928375E+1,
1089.000,7.23400574E+1,
1090.00,2.62989788E+1,
1091.000,6.77816010E+1,
1092.000,5.79263992E+1,
1093.000,-2.52169209E+1,
1094.000,5.80479088E+1,
1095.000,1.41264206E+2,
1096.000,-3.60078011E+1,
1097.000,7.10195999E+1,
1098.000,1.08159691E+2,
1099.000,8.33716736E+1,
1100.00,-1.09485972E+0,
1101.000,1.32194229E+2,
1102.000,1.64086441E+2,
1103.000,-6.54445076E+0,
1104.000,1.77137222E+2,
1105.000,1.12392693E+2,
1106.000,1.30184479E+2,
1107.000,1.38164673E+2,
1108.000,5.27749481E+1,
1109.000,1.77968414E+2,
1110.00,4.28464203E+1,
1111.000,4.85566406E+1,
1112.000,1.24497093E+2,
1113.000,2.18718781E+2,
1114.000,-7.91262512E+1,
1115.000,1.25627892E+2,
1116.000,9.50598679E+1,
1117.000,1.04190895E+2,
1118.000,1.52408417E+2,
1119.000,2.21835766E+1,
1120.00,9.86271439E+1,
1121.000,1.14331284E+2,
1122.000,1.49587708E+2,
1123.000,6.71343994E+0,
1124.000,8.17174072E+1,
1125.000,1.66179153E+2,
1126.000,8.70136566E+1,
1127.000,2.23052963E+2,
1128.000,3.04074280E+2,
1129.000,1.76725601E+2,
1130.00,1.26720284E+2,
1131.000,1.30150848E+2,
1132.000,4.19991035E+1,
1133.000,8.01617813E+1,
1134.000,1.81586777E+2,
1135.000,1.19417587E+2,
1136.000,2.00937393E+2,
1137.000,3.28525299E+2,
1138.000,8.62750473E+1,
1139.000,1.71639633E+2,
1140.00,2.06137405E+2,
1141.000,2.80059448E+2,
1142.000,2.98475189E+2,
1143.000,2.24895187E+2,
1144.000,1.24073151E+2,
1145.000,2.17251022E+2,
1146.000,2.00691055E+2,
1147.000,2.87220978E+2,
1148.000,2.39722565E+2,
1149.000,2.15049301E+2,
1150.00,3.96478851E+2,
1151.000,2.87777466E+2,
1152.000,2.91552368E+2,
1153.000,2.80729797E+2,
1154.000,2.83040680E+2,
1155.000,2.97500824E+2,
1156.000,3.75488770E+2,
1157.000,3.54123932E+2,
1158.000,3.94811493E+2,
1159.000,4.25089508E+2,
1160.00,3.84657745E+2,
1161.000,3.31529144E+2,
1162.000,5.30622253E+2,
1163.000,4.59059814E+2,
1164.000,3.60056549E+2,
1165.000,4.09720154E+2,
1166.000,5.00424591E+2,
1167.000,5.27305542E+2,
1168.000,4.34145813E+2,
1169.000,5.18697815E+2,
1170.00,2.82141205E+2,
1171.000,6.33923096E+2,
1172.000,3.92668732E+2,
1173.000,5.40032593E+2,
1174.000,5.69294006E+2,
1175.000,6.44897095E+2,
1176.000,6.08909058E+2,
1177.000,4.90715210E+2,
1178.000,6.41890869E+2,
1179.000,6.94269043E+2,
1180.00,6.78359192E+2,
1181.000,6.67643860E+2,
1182.000,6.59848328E+2,
1183.000,6.81438293E+2,
1184.000,6.87971191E+2,
1185.000,7.33971863E+2,
1186.000,7.40682678E+2,
1187.000,7.96298035E+2,
1188.000,7.16897278E+2,
1189.000,7.90086060E+2,
1190.00,8.50764282E+2,
1191.000,8.27234802E+2,
1192.000,8.26339478E+2,
1193.000,7.90185425E+2,
1194.000,8.97051697E+2,
1195.000,9.10383667E+2,
1196.000,9.93058289E+2,
1197.000,9.45504700E+2,
1198.000,9.44908752E+2,
1199.000,9.45318787E+2,
1200.00,1.13189746E+3,
1201.000,1.02895923E+3,
1202.000,9.90290710E+2,
1203.000,1.12750830E+3,
1204.000,1.04650281E+3,
1205.000,1.04699695E+3,
1206.000,1.28035339E+3,
1207.000,1.21185107E+3,
1208.000,1.20026611E+3,
1209.000,1.17683728E+3,
1210.00,1.26245557E+3,
1211.000,1.23016431E+3,
1212.000,1.23773743E+3,
1213.000,1.28282007E+3,
1214.000,1.29371472E+3,
1215.000,1.37926416E+3,
1216.000,1.48741882E+3,
1217.000,1.50994556E+3,
1218.000,1.49541138E+3,
1219.000,1.42230237E+3,
1220.00,1.39036157E+3,
1221.000,1.47676282E+3,
1222.000,1.65423792E+3,
1223.000,1.53775916E+3,
1224.000,1.50339197E+3,
1225.000,1.53043396E+3,
1226.000,1.56869324E+3,
1227.000,1.88076392E+3,
1228.000,1.80239502E+3,
1229.000,1.84493909E+3,
1230.00,1.79201746E+3,
1231.000,1.76739734E+3,
1232.000,2.02310278E+3,
1233.000,1.73453381E+3,
1234.000,1.93022388E+3,
1235.000,1.94058167E+3,
1236.000,2.09256128E+3,
1237.000,1.96374146E+3,
1238.000,2.23781079E+3,
1239.000,2.10105078E+3,
1240.00,2.25695508E+3,
1241.000,2.15155176E+3,
1242.000,2.38991943E+3,
1243.000,2.32704663E+3,
1244.000,2.20379419E+3,
1245.000,2.32497266E+3,
1246.000,2.21810083E+3,
1247.000,2.54288794E+3,
1248.000,2.46880737E+3,
1249.000,2.51602515E+3,
1250.00,2.61686304E+3,
1251.000,2.73372046E+3,
1252.000,2.52781494E+3,
1253.000,2.70913940E+3,
1254.000,2.69943945E+3,
1255.000,2.62075317E+3,
1256.000,2.77019043E+3,
1257.000,2.80507910E+3,
1258.000,2.94410327E+3,
1259.000,2.90860083E+3,
1260.00,2.99412109E+3,
1261.000,2.87964868E+3,
1262.000,3.07146436E+3,
1263.000,3.22380176E+3,
1264.000,3.26623193E+3,
1265.000,3.33208008E+3,
1266.000,3.28051978E+3,
1267.000,3.49927490E+3,
1268.000,3.32233789E+3,
1269.000,3.44039282E+3,
1270.00,3.57408765E+3,
1271.000,3.64717651E+3,
1272.000,3.57942383E+3,
1273.000,3.66756787E+3,
1274.000,3.79159692E+3,
1275.000,3.77159180E+3,
1276.000,3.82308325E+3,
1277.000,3.98370508E+3,
1278.000,4.01096680E+3,
1279.000,3.99568628E+3,
1280.00,4.07756909E+3,
1281.000,4.13220703E+3,
1282.000,4.46379492E+3,
1283.000,4.41130322E+3,
1284.000,4.33327002E+3,
1285.000,4.62653418E+3,
1286.000,4.71851172E+3,
1287.000,4.69387646E+3,
1288.000,4.73009375E+3,
1289.000,4.78458936E+3,
1290.00,4.89655713E+3,
1291.000,5.08442090E+3,
1292.000,5.23316504E+3,
1293.000,5.02439746E+3,
1294.000,5.23479150E+3,
1295.000,5.09465527E+3,
1296.000,5.37759668E+3,
1297.000,5.34039307E+3,
1298.000,5.58088232E+3,
1299.000,5.77105713E+3,
1300.00,5.80695898E+3,
1301.000,5.86941650E+3,
1302.000,6.09872559E+3,
1303.000,6.00495166E+3,
1304.000,6.11400781E+3,
1305.000,6.23062842E+3,
1306.000,6.32923438E+3,
1307.000,6.42845313E+3,
1308.000,6.41743213E+3,
1309.000,6.55843945E+3,
1310.00,6.86367139E+3,
1311.000,6.94659863E+3,
1312.000,7.08044531E+3,
1313.000,7.05830176E+3,
1314.000,7.19471338E+3,
1315.000,7.49405859E+3,
1316.000,7.78165771E+3,
1317.000,7.53403564E+3,
1318.000,7.58100830E+3,
1319.000,7.63847217E+3,
1320.00,7.73323730E+3,
1321.000,7.96688818E+3,
1322.000,8.07889941E+3,
1323.000,8.35454785E+3,
1324.000,8.40339746E+3,
1325.000,8.47094141E+3,
1326.000,8.58171875E+3,
1327.000,8.66133691E+3,
1328.000,8.72814551E+3,
1329.000,8.90691602E+3,
1330.00,9.11300293E+3,
1331.000,9.12355762E+3,
1332.000,9.69504492E+3,
1333.000,9.59041504E+3,
1334.000,9.68111035E+3,
1335.000,1.00043135E+4,
1336.000,9.94233496E+3,
1337.000,1.00542559E+4,
1338.000,1.04998584E+4,
1339.000,1.03096797E+4,
1340.00,1.04015615E+4,
1341.000,1.06883389E+4,
1342.000,1.05987002E+4,
1343.000,1.08375889E+4,
1344.000,1.13637646E+4,
