Labels,F3-1500-435-EM,
Type,Emission Scan,
Comment,,
Start,690.00,
Stop,1650.00,
Step,1.00,
Fixed/Offset,435.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,2.9999912,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.0000019,
Detector,Det2,

1593.000,2.16507559E+4,
1594.000,2.12831445E+4,
1595.000,2.13611055E+4,
1596.000,2.14406484E+4,
1597.000,2.13889668E+4,
1598.000,2.11842207E+4,
1599.000,2.10992129E+4,
1600.00,2.11309141E+4,
1601.000,2.07463223E+4,
1602.000,2.07672676E+4,
1603.000,2.06468262E+4,
1604.000,2.08421816E+4,
1605.000,2.06854688E+4,
1606.000,2.05928301E+4,
1607.000,2.06651660E+4,
1608.000,2.06379395E+4,
1609.000,2.05005820E+4,
1610.00,2.04442598E+4,
1611.000,2.03785684E+4,
1612.000,2.01774883E+4,
1613.000,2.00778418E+4,
1614.000,2.00103398E+4,
1615.000,2.03057246E+4,
1616.000,2.01583516E+4,
1617.000,2.00667012E+4,
1618.000,2.00839961E+4,
1619.000,2.00241816E+4,
1620.00,1.97372773E+4,
1621.000,1.97591250E+4,
1622.000,1.95603145E+4,
1623.000,1.95446113E+4,
1624.000,1.94852480E+4,
1625.000,1.92678223E+4,
1626.000,1.93866348E+4,
1627.000,1.99375000E+4,
1628.000,1.92517363E+4,
1629.000,1.91833496E+4,
1630.00,1.94343906E+4,
1631.000,1.94505234E+4,
1632.000,1.95015977E+4,
1633.000,1.92147109E+4,
1634.000,1.92494805E+4,
1635.000,1.92213750E+4,
1636.000,1.89865645E+4,
1637.000,1.91521953E+4,
1638.000,1.90304277E+4,
1639.000,1.93748281E+4,
1640.00,1.92195957E+4,
1641.000,1.93108828E+4,
1642.000,1.90706465E+4,
1643.000,1.92261719E+4,
1644.000,1.86541563E+4,
1645.000,1.87919395E+4,
1646.000,1.85749863E+4,
1647.000,1.85361406E+4,
1648.000,1.92628086E+4,
1649.000,1.85917500E+4,
1650.00,1.87980996E+4,
