Labels,F2-1500-1490-EX,
454.00,2.03159094E+3,
455.00,1.99624878E+3,
456.00,1.85205933E+3,
457.00,1.82873718E+3,
458.00,1.80956885E+3,
459.00,1.83260327E+3,
460.00,1.77185974E+3,
461.00,1.76682764E+3,
462.00,1.81662427E+3,
463.00,1.81049011E+3,
464.00,1.84572546E+3,
465.00,1.86779163E+3,
466.00,1.87877051E+3,
467.00,1.87519458E+3,
468.00,1.91228918E+3,
469.00,1.91995398E+3,
470.00,1.96168506E+3,
471.00,1.83371729E+3,
472.00,1.87292371E+3,
473.00,1.84945288E+3,
474.00,1.88898267E+3,
475.00,1.80751831E+3,
476.00,1.78773743E+3,
477.00,1.74418433E+3,
478.00,1.67899121E+3,
479.00,1.70244189E+3,
480.00,1.54724072E+3,
481.00,1.54964697E+3,
482.00,1.55727124E+3,
483.00,1.40139392E+3,
484.00,1.32836914E+3,
485.00,1.27864673E+3,
486.00,1.17596802E+3,
487.00,1.15176892E+3,
488.00,1.06564355E+3,
489.00,1.00378876E+3,
490.00,9.26159973E+2,
491.00,8.72361206E+2,
492.00,8.45055908E+2,
493.00,7.39911377E+2,
494.00,6.76192627E+2,
495.00,6.21798889E+2,
496.00,5.29725220E+2,
497.00,5.88634216E+2,
498.00,5.19644470E+2,
499.00,4.19142487E+2,
500.00,3.21721069E+2,
501.00,3.68143524E+2,
502.00,2.90848053E+2,
503.00,2.57181030E+2,
504.00,2.66054749E+2,
505.00,2.49182938E+2,
506.00,1.92365280E+2,
507.00,1.69491577E+2,
508.00,1.85163452E+2,
509.00,2.20971695E+2,
510.00,1.72422302E+2,
511.00,1.37385330E+2,
512.00,1.39256805E+2,
513.00,1.15701073E+2,
514.00,1.33085861E+2,
515.00,7.58810883E+1,
516.00,1.16373817E+2,
517.00,9.14248581E+1,
518.00,1.16250008E+2,
519.00,1.65387817E+2,
520.00,9.53158493E+1,
521.00,1.61945511E+2,
522.00,1.13029663E+2,
523.00,1.24313515E+2,
524.00,8.64288559E+1,
525.00,6.25982819E+1,
526.00,1.02165581E+2,
527.00,1.17873543E+2,
528.00,1.01029823E+2,
529.00,1.82262482E+2,
530.00,1.67655945E+2,
531.00,1.24854317E+2,
532.00,1.18903748E+2,
533.00,6.92627716E+1,
534.00,1.68407089E+2,
535.00,9.06390839E+1,
536.00,1.52333969E+2,
537.00,1.85486557E+2,
538.00,2.53338867E+2,
539.00,1.73996246E+2,
540.00,2.23177612E+2,
541.00,3.13898834E+2,
542.00,2.58639313E+2,
543.00,3.24627838E+2,
544.00,2.17720184E+2,
545.00,2.39574066E+2,
546.00,3.33807922E+2,
547.00,2.78533295E+2,
548.00,3.88972992E+2,
549.00,3.89769165E+2,
550.00,3.22000916E+2,
551.00,4.28938843E+2,
552.00,3.90065582E+2,
553.00,3.98967896E+2,
554.00,4.09752991E+2,
555.00,4.61901306E+2,
556.00,5.22719299E+2,
557.00,5.63496399E+2,
558.00,6.47978821E+2,
559.00,5.53140747E+2,
560.00,5.89865540E+2,
561.00,6.27517578E+2,
562.00,6.76422729E+2,
563.00,6.19432861E+2,
564.00,6.89841797E+2,
565.00,5.93456665E+2,
566.00,6.42081848E+2,
567.00,7.90834167E+2,
568.00,8.25683167E+2,
569.00,7.47980225E+2,
570.00,9.10114990E+2,
571.00,8.19386536E+2,
572.00,8.89414063E+2,
573.00,9.28191711E+2,
574.00,1.09675610E+3,
575.00,8.86465576E+2,
576.00,1.10092383E+3,
577.00,1.11771570E+3,
578.00,1.09495398E+3,
579.00,1.21985376E+3,
580.00,1.09656177E+3,
581.00,1.18787756E+3,
582.00,1.29856042E+3,
583.00,1.25459839E+3,
584.00,1.36607959E+3,
585.00,1.33309314E+3,
586.00,1.33146155E+3,
587.00,1.37303992E+3,
588.00,1.39979700E+3,
589.00,1.41716956E+3,
590.00,1.55360889E+3,
591.00,1.60452173E+3,
592.00,1.53501343E+3,
593.00,1.48210352E+3,
594.00,1.62571350E+3,
595.00,1.67078992E+3,
596.00,1.76684851E+3,
597.00,1.68937769E+3,
598.00,1.74693689E+3,
599.00,1.77284143E+3,
600.00,2.01029834E+3,
601.00,1.90529517E+3,
602.00,1.79771899E+3,
603.00,1.75158032E+3,
604.00,2.16117236E+3,
605.00,1.95568591E+3,
606.00,2.07459473E+3,
607.00,2.21893848E+3,
608.00,2.26640479E+3,
609.00,2.24281934E+3,
610.00,2.24899707E+3,
611.00,2.20540332E+3,
612.00,2.29384619E+3,
613.00,2.46570801E+3,
614.00,2.37830713E+3,
615.00,2.57697119E+3,
616.00,2.51225781E+3,
617.00,2.57826025E+3,
618.00,2.55803662E+3,
619.00,2.55113086E+3,
620.00,2.93630029E+3,
621.00,2.71674878E+3,
622.00,3.03703540E+3,
623.00,2.79727393E+3,
624.00,3.24788989E+3,
625.00,3.04846509E+3,
626.00,3.22141455E+3,
627.00,3.21983813E+3,
628.00,3.34126782E+3,
629.00,3.39991504E+3,
630.00,3.38288696E+3,
631.00,3.53908618E+3,
632.00,3.69909692E+3,
633.00,3.93738843E+3,
634.00,3.95699023E+3,
635.00,3.84462500E+3,
636.00,3.97935620E+3,
637.00,4.23605469E+3,
638.00,4.21635693E+3,
639.00,4.30531836E+3,
640.00,4.66235742E+3,
641.00,4.54565723E+3,
642.00,4.53228760E+3,
643.00,4.83911475E+3,
644.00,4.83408789E+3,
645.00,5.26649463E+3,
646.00,5.16125146E+3,
647.00,5.45310400E+3,
648.00,5.54321924E+3,
649.00,5.59700439E+3,
650.00,5.53742969E+3,
651.00,5.70214160E+3,
652.00,5.78076709E+3,
653.00,5.64302734E+3,
654.00,6.03043506E+3,
655.00,6.30472900E+3,
656.00,6.24819385E+3,
657.00,6.34078955E+3,
658.00,6.51112695E+3,
659.00,6.44312549E+3,
660.00,6.97800146E+3,
661.00,6.84179053E+3,
662.00,6.92754980E+3,
663.00,6.93780078E+3,
664.00,6.80390674E+3,
665.00,7.10908008E+3,
666.00,7.26104834E+3,
667.00,7.44346533E+3,
668.00,7.48406396E+3,
669.00,7.39437598E+3,
670.00,7.65124219E+3,
671.00,7.81821631E+3,
672.00,7.92000732E+3,
673.00,7.86551758E+3,
674.00,8.07157617E+3,
675.00,8.29881543E+3,
676.00,8.48643750E+3,
677.00,8.09956494E+3,
678.00,8.25724121E+3,
679.00,8.58207031E+3,
680.00,8.77076367E+3,
681.00,8.84846094E+3,
682.00,8.99509863E+3,
683.00,8.98193262E+3,
684.00,9.07365234E+3,
685.00,9.01251074E+3,
686.00,8.86255566E+3,
687.00,9.05679492E+3,
688.00,9.10567090E+3,
689.00,8.95314258E+3,
690.00,9.10538965E+3,
691.00,9.18328516E+3,
692.00,9.27536719E+3,
693.00,9.47405273E+3,
694.00,9.24750781E+3,
695.00,9.09264648E+3,
696.00,9.08565918E+3,
697.00,9.36778418E+3,
698.00,9.36230078E+3,
699.00,9.34545215E+3,
700.00,9.60706641E+3,
701.00,9.07704980E+3,
702.00,9.10805078E+3,
703.00,8.99211426E+3,
704.00,9.23030371E+3,
705.00,9.08755469E+3,
706.00,9.33834375E+3,
707.00,9.18611523E+3,
708.00,9.17703125E+3,
709.00,9.08616895E+3,
710.00,9.21080664E+3,
711.00,9.05281152E+3,
712.00,8.86352832E+3,
713.00,8.79406738E+3,
714.00,8.82786230E+3,
715.00,8.98886719E+3,
716.00,9.10984668E+3,
717.00,9.23111328E+3,
718.00,9.05054883E+3,
719.00,9.14940430E+3,
720.00,9.30165430E+3,
721.00,9.11630176E+3,
722.00,9.15216016E+3,
723.00,9.08075781E+3,
724.00,9.34905371E+3,
725.00,9.72049023E+3,
726.00,9.05449121E+3,
727.00,8.92261230E+3,
728.00,9.12894727E+3,
729.00,9.53789941E+3,
730.00,9.37299805E+3,
731.00,9.16201953E+3,
732.00,9.21706445E+3,
733.00,8.99199512E+3,
734.00,8.95144336E+3,
735.00,8.85579590E+3,
736.00,8.83126660E+3,
737.00,8.89549707E+3,
738.00,9.58393359E+3,
739.00,9.01535254E+3,
740.00,9.10477734E+3,
741.00,9.16241602E+3,
742.00,8.71745508E+3,
743.00,8.89373242E+3,
744.00,9.09305273E+3,
745.00,8.76484375E+3,
746.00,8.56877539E+3,
747.00,8.82163574E+3,
748.00,8.83382520E+3,
749.00,8.88746680E+3,
750.00,8.37402148E+3,
751.00,9.05017090E+3,
752.00,9.07195508E+3,
753.00,9.17869434E+3,
754.00,9.15203418E+3,
755.00,8.77727441E+3,
756.00,9.22800195E+3,
757.00,9.22858105E+3,
758.00,8.83249023E+3,
759.00,8.66868848E+3,
760.00,9.03598926E+3,
761.00,8.52323535E+3,
762.00,8.89216895E+3,
763.00,8.69908789E+3,
764.00,8.55117969E+3,
765.00,8.51116992E+3,
766.00,8.74969629E+3,
767.00,8.70900098E+3,
768.00,8.95659375E+3,
769.00,9.02105469E+3,
770.00,8.46968457E+3,
771.00,8.90191211E+3,
772.00,9.12277246E+3,
773.00,8.76432520E+3,
774.00,8.91849023E+3,
775.00,9.34135840E+3,
776.00,9.06387793E+3,
777.00,8.43250781E+3,
778.00,8.83024023E+3,
779.00,8.50184668E+3,
780.00,8.49402930E+3,
781.00,8.46524609E+3,
782.00,8.46064844E+3,
783.00,8.46483594E+3,
784.00,8.76282422E+3,
785.00,8.18189063E+3,
786.00,8.43716797E+3,
787.00,7.98391797E+3,
788.00,8.01117090E+3,
789.00,7.70283203E+3,
790.00,7.68469824E+3,
791.00,7.45460596E+3,
792.00,7.89236963E+3,
793.00,7.48138965E+3,
794.00,7.68603174E+3,
795.00,7.86888574E+3,
796.00,6.90807031E+3,
797.00,7.53120557E+3,
798.00,7.47397949E+3,
799.00,7.01156299E+3,
800.00,7.35895313E+3,
801.00,6.98275195E+3,
802.00,6.38797998E+3,
803.00,6.61461816E+3,
804.00,6.77213428E+3,
805.00,6.56566309E+3,
806.00,6.83922656E+3,
807.00,7.19271533E+3,
808.00,6.34756104E+3,
809.00,6.02896240E+3,
810.00,6.81772510E+3,
811.00,6.40189160E+3,
812.00,5.51109131E+3,
813.00,6.06280811E+3,
814.00,6.31524951E+3,
815.00,5.53133643E+3,
816.00,5.99910596E+3,
817.00,5.02259814E+3,
818.00,5.21420654E+3,
819.00,5.00841846E+3,
820.00,5.04901172E+3,
821.00,4.89474658E+3,
822.00,4.73236133E+3,
823.00,4.69843262E+3,
824.00,4.65954199E+3,
825.00,4.40140430E+3,
826.00,4.31370703E+3,
827.00,4.45094824E+3,
828.00,4.35226221E+3,
829.00,4.22982373E+3,
830.00,4.07482593E+3,
831.00,4.07462500E+3,
832.00,3.85931299E+3,
833.00,3.75565820E+3,
834.00,3.68660181E+3,
835.00,3.67141284E+3,
836.00,3.59724683E+3,
837.00,3.53419482E+3,
838.00,3.55431836E+3,
839.00,3.52208447E+3,
840.00,3.46998779E+3,
841.00,3.00619214E+3,
842.00,3.50476416E+3,
843.00,2.77135083E+3,
844.00,3.06761523E+3,
845.00,3.30249585E+3,
846.00,3.79984766E+3,
847.00,3.24254297E+3,
848.00,3.25681958E+3,
849.00,2.75066797E+3,
850.00,3.41261597E+3,
