Labels,F5-1500-410-EM,
Type,Emission Scan,
Comment,,
Start,1100.00,
Stop,1650.00,
Step,1.00,
Fixed/Offset,410.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,2.9999912,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.0000019,
Detector,Det2,

1100.00,3.51171074E+1,
1101.000,2.33906956E+1,
1102.000,4.08487129E+1,
1103.000,-7.93651295E+0,
1104.000,8.25492573E+0,
1105.000,6.34141445E+0,
1106.000,5.97767334E+1,
1107.000,2.27850857E+1,
1108.000,-1.11114626E+1,
1109.000,3.42044106E+1,
1110.00,2.15486355E+1,
1111.000,4.43630791E+1,
1112.000,3.64000893E+1,
1113.000,1.78666382E+1,
1114.000,3.12564068E+1,
1115.000,8.62903595E+0,
1116.000,3.45979385E+1,
1117.000,3.54530182E+1,
1118.000,1.34293642E+1,
1119.000,1.05721302E+1,
1120.00,4.00484123E+1,
1121.000,2.34368420E+1,
1122.000,3.89103012E+1,
1123.000,2.23096123E+1,
1124.000,3.77003059E+1,
1125.000,4.82219553E+0,
1126.000,7.73313522E+0,
1127.000,-9.02377701E+0,
1128.000,3.98697739E+1,
1129.000,2.18064423E+1,
1130.00,1.98908195E+1,
1131.000,1.93922405E+1,
1132.000,4.14299049E+1,
1133.000,1.51340723E+1,
1134.000,2.03698883E+1,
1135.000,2.94169044E+1,
1136.000,-9.08396912E+0,
1137.000,6.10341835E+0,
1138.000,3.64473495E+1,
1139.000,5.49608574E+1,
1140.00,1.60485153E+1,
1141.000,4.14693260E+1,
1142.000,2.36655102E+1,
1143.000,4.35639305E+1,
1144.000,6.47934952E+1,
1145.000,1.22638044E+1,
1146.000,2.28787479E+1,
1147.000,5.34243317E+1,
1148.000,1.31806250E+1,
1149.000,3.60057106E+1,
1150.00,5.71490593E+1,
1151.000,3.43782196E+1,
1152.000,5.36612778E+1,
1153.000,1.99410896E+1,
1154.000,6.30381546E+1,
1155.000,2.29752026E+1,
1156.000,7.95279770E+1,
1157.000,6.13061066E+1,
1158.000,8.78825531E+1,
1159.000,4.81007996E+1,
1160.00,5.71926384E+1,
1161.000,5.00302696E+1,
1162.000,4.89617615E+1,
1163.000,5.02944832E+1,
1164.000,5.58149643E+1,
1165.000,6.60093613E+1,
1166.000,9.54922943E+1,
1167.000,3.14267883E+1,
1168.000,5.84231339E+1,
1169.000,7.54742050E+1,
1170.00,9.54077988E+1,
1171.000,4.10663986E+1,
1172.000,1.06075806E+2,
1173.000,8.62240219E+1,
1174.000,1.01053062E+2,
1175.000,9.60004807E+1,
1176.000,1.12651237E+2,
1177.000,1.16578568E+2,
1178.000,8.54512177E+1,
1179.000,1.24386024E+2,
1180.00,1.50610718E+2,
1181.000,1.51787857E+2,
1182.000,1.24413651E+2,
1183.000,1.30919067E+2,
1184.000,1.05615593E+2,
1185.000,1.24878403E+2,
1186.000,1.53135666E+2,
1187.000,1.57554504E+2,
1188.000,1.41092667E+2,
1189.000,1.35918198E+2,
1190.00,1.86799942E+2,
1191.000,1.96169296E+2,
1192.000,1.90608276E+2,
1193.000,1.97431030E+2,
1194.000,1.86108536E+2,
1195.000,1.31945099E+2,
1196.000,1.76833206E+2,
1197.000,1.94204514E+2,
1198.000,1.93955475E+2,
1199.000,1.91199799E+2,
1200.00,2.04439331E+2,
1201.000,2.28629623E+2,
1202.000,1.98446930E+2,
1203.000,2.24265823E+2,
1204.000,2.28852371E+2,
1205.000,2.63315857E+2,
1206.000,2.18003204E+2,
1207.000,2.57483917E+2,
1208.000,2.64911041E+2,
1209.000,2.67872925E+2,
1210.00,2.76132843E+2,
1211.000,2.87570862E+2,
1212.000,2.85154419E+2,
1213.000,2.95783997E+2,
1214.000,3.09533417E+2,
1215.000,2.95646149E+2,
1216.000,2.79848846E+2,
1217.000,2.98058533E+2,
1218.000,3.15247650E+2,
1219.000,3.31348938E+2,
1220.00,3.36148956E+2,
1221.000,3.03653290E+2,
1222.000,3.25495941E+2,
1223.000,3.33460083E+2,
1224.000,3.93262177E+2,
1225.000,3.72849915E+2,
1226.000,3.61629852E+2,
1227.000,3.96951904E+2,
1228.000,4.01024780E+2,
1229.000,4.16180908E+2,
1230.00,4.02852997E+2,
1231.000,4.29072021E+2,
1232.000,4.64431976E+2,
1233.000,4.49283386E+2,
1234.000,4.85637085E+2,
1235.000,4.91400116E+2,
1236.000,4.56529938E+2,
1237.000,4.86437531E+2,
1238.000,4.90568298E+2,
1239.000,5.34243835E+2,
1240.00,5.08799652E+2,
1241.000,5.46576050E+2,
1242.000,5.80017090E+2,
1243.000,5.64436279E+2,
1244.000,5.84824646E+2,
1245.000,6.47196594E+2,
1246.000,6.78025452E+2,
1247.000,6.74182495E+2,
1248.000,6.18890930E+2,
1249.000,6.83122314E+2,
1250.00,7.07214417E+2,
1251.000,6.85175903E+2,
1252.000,6.79621399E+2,
1253.000,7.21325989E+2,
1254.000,7.13377258E+2,
1255.000,6.95389221E+2,
1256.000,7.29047729E+2,
1257.000,7.97622498E+2,
1258.000,7.78686157E+2,
1259.000,7.89371704E+2,
1260.00,8.28927124E+2,
1261.000,8.40433655E+2,
1262.000,8.60482971E+2,
1263.000,9.34447327E+2,
1264.000,9.09035828E+2,
1265.000,8.73404846E+2,
1266.000,9.80247314E+2,
1267.000,1.01924036E+3,
1268.000,1.01503302E+3,
1269.000,9.71485413E+2,
1270.00,1.04065637E+3,
1271.000,1.07538892E+3,
1272.000,1.07520056E+3,
1273.000,1.10392920E+3,
1274.000,1.12763245E+3,
1275.000,1.14734167E+3,
1276.000,1.19079871E+3,
1277.000,1.22670483E+3,
1278.000,1.19069141E+3,
1279.000,1.26242834E+3,
1280.00,1.29835315E+3,
1281.000,1.30903760E+3,
1282.000,1.34123901E+3,
1283.000,1.40641089E+3,
1284.000,1.36219128E+3,
1285.000,1.42631091E+3,
1286.000,1.53301746E+3,
1287.000,1.51007715E+3,
1288.000,1.56621545E+3,
1289.000,1.62262231E+3,
1290.00,1.68746387E+3,
1291.000,1.67905823E+3,
1292.000,1.71287134E+3,
1293.000,1.75086768E+3,
1294.000,1.81470129E+3,
1295.000,1.85290588E+3,
1296.000,1.87446716E+3,
1297.000,1.96498157E+3,
1298.000,2.01818530E+3,
1299.000,2.02743652E+3,
1300.00,2.02864722E+3,
1301.000,2.11006323E+3,
1302.000,2.11803833E+3,
1303.000,2.15035938E+3,
1304.000,2.21966626E+3,
1305.000,2.31178662E+3,
1306.000,2.34956982E+3,
1307.000,2.38973218E+3,
1308.000,2.44065161E+3,
1309.000,2.48809888E+3,
1310.00,2.60440063E+3,
1311.000,2.61818018E+3,
1312.000,2.66087524E+3,
1313.000,2.70122339E+3,
1314.000,2.85453003E+3,
1315.000,2.81813208E+3,
1316.000,2.79532593E+3,
1317.000,2.92337793E+3,
1318.000,3.02037036E+3,
1319.000,3.06203345E+3,
1320.00,3.20283838E+3,
1321.000,3.21496655E+3,
1322.000,3.26097803E+3,
1323.000,3.36789185E+3,
1324.000,3.40539575E+3,
1325.000,3.46744751E+3,
1326.000,3.55491943E+3,
1327.000,3.57768579E+3,
1328.000,3.68546240E+3,
1329.000,3.74825708E+3,
1330.00,3.84191724E+3,
1331.000,3.89545776E+3,
1332.000,4.00844263E+3,
1333.000,4.05554956E+3,
1334.000,4.14632861E+3,
1335.000,4.19067432E+3,
1336.000,4.29135303E+3,
1337.000,4.43363037E+3,
1338.000,4.47105713E+3,
1339.000,4.55614990E+3,
1340.00,4.64400146E+3,
1341.000,4.70638428E+3,
1342.000,4.76032617E+3,
1343.000,5.00839258E+3,
1344.000,5.03261670E+3,
1345.000,4.97066064E+3,
1346.000,5.15701953E+3,
1347.000,5.24728125E+3,
1348.000,5.35609424E+3,
1349.000,5.43230322E+3,
1350.00,5.49944580E+3,
1351.000,5.76440186E+3,
1352.000,5.76244482E+3,
1353.000,5.86596729E+3,
1354.000,6.09024219E+3,
1355.000,6.21170459E+3,
1356.000,6.31566406E+3,
1357.000,6.31600000E+3,
1358.000,6.37535107E+3,
1359.000,6.54263965E+3,
1360.00,6.73638232E+3,
1361.000,6.84368506E+3,
1362.000,7.05698242E+3,
1363.000,7.00310840E+3,
1364.000,7.03759229E+3,
1365.000,7.27934521E+3,
1366.000,7.26477783E+3,
1367.000,7.41282227E+3,
1368.000,7.66389404E+3,
1369.000,7.70451367E+3,
1370.00,7.76155469E+3,
1371.000,7.92759570E+3,
1372.000,8.13629199E+3,
1373.000,8.21887500E+3,
1374.000,8.16790527E+3,
1375.000,8.44635645E+3,
1376.000,8.48244531E+3,
1377.000,8.61810254E+3,
1378.000,8.55296777E+3,
1379.000,8.82518848E+3,
1380.00,9.20512109E+3,
1381.000,9.37243652E+3,
1382.000,9.41562695E+3,
1383.000,9.72087793E+3,
1384.000,9.60680469E+3,
1385.000,9.58336523E+3,
1386.000,9.73576953E+3,
1387.000,9.76476563E+3,
1388.000,1.00178740E+4,
1389.000,1.01193037E+4,
1390.00,1.01022529E+4,
1391.000,1.02319180E+4,
1392.000,1.07383887E+4,
1393.000,1.05825840E+4,
1394.000,1.06643564E+4,
1395.000,1.10269980E+4,
1396.000,1.12738320E+4,
1397.000,1.11801543E+4,
1398.000,1.12683613E+4,
1399.000,1.13475049E+4,
1400.00,1.18492695E+4,
1401.000,1.20262529E+4,
1402.000,1.19320430E+4,
1403.000,1.18974717E+4,
1404.000,1.20204990E+4,
1405.000,1.25061279E+4,
1406.000,1.24563281E+4,
1407.000,1.25981035E+4,
1408.000,1.27995244E+4,
1409.000,1.29042480E+4,
1410.00,1.30564492E+4,
1411.000,1.32270547E+4,
1412.000,1.32225967E+4,
1413.000,1.32905625E+4,
1414.000,1.36345342E+4,
1415.000,1.37955586E+4,
1416.000,1.38385244E+4,
1417.000,1.39214805E+4,
1418.000,1.41587285E+4,
1419.000,1.45217256E+4,
1420.00,1.43596816E+4,
1421.000,1.43947402E+4,
1422.000,1.46524941E+4,
1423.000,1.49299229E+4,
1424.000,1.50865928E+4,
1425.000,1.50423857E+4,
1426.000,1.52699990E+4,
1427.000,1.53990518E+4,
1428.000,1.57191396E+4,
1429.000,1.57848867E+4,
1430.00,1.57477070E+4,
1431.000,1.59106318E+4,
1432.000,1.62522402E+4,
1433.000,1.63127598E+4,
1434.000,1.64401152E+4,
1435.000,1.69058184E+4,
1436.000,1.66814824E+4,
1437.000,1.68191230E+4,
1438.000,1.71865625E+4,
1439.000,1.71583008E+4,
1440.00,1.73650527E+4,
1441.000,1.74135117E+4,
1442.000,1.75349316E+4,
1443.000,1.76799766E+4,
1444.000,1.78080313E+4,
1445.000,1.80221758E+4,
1446.000,1.82794961E+4,
1447.000,1.80186934E+4,
1448.000,1.83491504E+4,
1449.000,1.85740469E+4,
1450.00,1.85342012E+4,
1451.000,1.89241035E+4,
1452.000,1.90762754E+4,
1453.000,1.89878457E+4,
1454.000,1.90977031E+4,
1455.000,1.93821465E+4,
1456.000,1.91915430E+4,
1457.000,1.93578086E+4,
1458.000,1.95958223E+4,
1459.000,1.97557266E+4,
1460.00,1.98385938E+4,
1461.000,2.01235918E+4,
1462.000,2.00326973E+4,
1463.000,2.01831328E+4,
1464.000,2.02459668E+4,
1465.000,2.04406270E+4,
1466.000,2.06581992E+4,
1467.000,2.05532559E+4,
1468.000,2.08690020E+4,
1469.000,2.08971055E+4,
1470.00,2.10045820E+4,
1471.000,2.12062344E+4,
1472.000,2.09460547E+4,
1473.000,2.13866758E+4,
1474.000,2.15332246E+4,
1475.000,2.14058438E+4,
1476.000,2.16729668E+4,
1477.000,2.17025059E+4,
1478.000,2.17003965E+4,
1479.000,2.19215078E+4,
1480.00,2.18453594E+4,
1481.000,2.22849746E+4,
1482.000,2.23778379E+4,
1483.000,2.23110273E+4,
1484.000,2.23696582E+4,
1485.000,2.24727363E+4,
1486.000,2.24429629E+4,
1487.000,2.25889160E+4,
1488.000,2.25744746E+4,
1489.000,2.27802305E+4,
1490.00,2.28597070E+4,
1491.000,2.30824844E+4,
1492.000,2.33209727E+4,
1493.000,2.32617969E+4,
1494.000,2.32693828E+4,
1495.000,2.32271191E+4,
1496.000,2.32012715E+4,
1497.000,2.36503242E+4,
1498.000,2.39041953E+4,
1499.000,2.39616445E+4,
1500.00,2.37235996E+4,
1501.000,2.37582988E+4,
1502.000,2.39014512E+4,
1503.000,2.38892656E+4,
1504.000,2.41704766E+4,
1505.000,2.39866738E+4,
1506.000,2.40679316E+4,
1507.000,2.41500527E+4,
1508.000,2.40347402E+4,
1509.000,2.44469688E+4,
1510.00,2.43152852E+4,
1511.000,2.45537090E+4,
1512.000,2.43662246E+4,
1513.000,2.44407129E+4,
1514.000,2.46419688E+4,
1515.000,2.45943672E+4,
1516.000,2.48704180E+4,
1517.000,2.48023691E+4,
1518.000,2.45678105E+4,
1519.000,2.47595918E+4,
1520.00,2.46777813E+4,
1521.000,2.47885293E+4,
1522.000,2.48022559E+4,
1523.000,2.48968418E+4,
1524.000,2.46786641E+4,
1525.000,2.47379785E+4,
1526.000,2.49005625E+4,
1527.000,2.50358379E+4,
1528.000,2.48821426E+4,
1529.000,2.51763008E+4,
1530.00,2.50449316E+4,
1531.000,2.49142656E+4,
1532.000,2.50773770E+4,
1533.000,2.51210117E+4,
1534.000,2.50891328E+4,
1535.000,2.50583750E+4,
1536.000,2.51982617E+4,
1537.000,2.51752852E+4,
1538.000,2.48967520E+4,
1539.000,2.50058984E+4,
1540.00,2.50518730E+4,
1541.000,2.51202734E+4,
1542.000,2.51032363E+4,
1543.000,2.50623105E+4,
1544.000,2.45860781E+4,
1545.000,2.50884219E+4,
1546.000,2.52104297E+4,
1547.000,2.50021602E+4,
1548.000,2.49512617E+4,
1549.000,2.49666641E+4,
1550.00,2.48971934E+4,
1551.000,2.51128418E+4,
1552.000,2.48423496E+4,
1553.000,2.54012871E+4,
1554.000,2.49796680E+4,
1555.000,2.46594824E+4,
1556.000,2.48337754E+4,
1557.000,2.49373711E+4,
1558.000,2.48335098E+4,
1559.000,2.47088887E+4,
1560.00,2.45281152E+4,
1561.000,2.47277734E+4,
1562.000,2.44927207E+4,
1563.000,2.47161582E+4,
1564.000,2.42563477E+4,
1565.000,2.45976426E+4,
1566.000,2.45210957E+4,
1567.000,2.45911992E+4,
1568.000,2.45590586E+4,
1569.000,2.43559277E+4,
1570.00,2.43136504E+4,
1571.000,2.42212578E+4,
1572.000,2.40374180E+4,
1573.000,2.42724102E+4,
1574.000,2.42386094E+4,
1575.000,2.42879863E+4,
1576.000,2.40225977E+4,
1577.000,2.38379258E+4,
1578.000,2.41491270E+4,
1579.000,2.37895918E+4,
1580.00,2.38572813E+4,
1581.000,2.38658789E+4,
1582.000,2.38148145E+4,
1583.000,2.38733574E+4,
1584.000,2.37176348E+4,
1585.000,2.35196719E+4,
1586.000,2.34866484E+4,
1587.000,2.37038281E+4,
1588.000,2.37077637E+4,
1589.000,2.33346426E+4,
1590.00,2.30618926E+4,
1591.000,2.30940820E+4,
1592.000,2.31025508E+4,
1593.000,2.31256836E+4,
1594.000,2.33970566E+4,
1595.000,2.28478770E+4,
1596.000,2.31648418E+4,
1597.000,2.29919473E+4,
1598.000,2.30677617E+4,
1599.000,2.27309121E+4,
1600.00,2.28754688E+4,
1601.000,2.27555195E+4,
1602.000,2.24881543E+4,
1603.000,2.27448633E+4,
1604.000,2.24114102E+4,
1605.000,2.23170625E+4,
1606.000,2.22443164E+4,
1607.000,2.23223242E+4,
1608.000,2.20682773E+4,
1609.000,2.20177676E+4,
1610.00,2.19080918E+4,
1611.000,2.17407090E+4,
1612.000,2.20668301E+4,
1613.000,2.17553770E+4,
1614.000,2.16709082E+4,
1615.000,2.16439082E+4,
1616.000,2.15131133E+4,
1617.000,2.15719766E+4,
1618.000,2.15432988E+4,
1619.000,2.11296738E+4,
1620.00,2.14110469E+4,
1621.000,2.12406836E+4,
1622.000,2.14438906E+4,
1623.000,2.10257754E+4,
1624.000,2.10623086E+4,
1625.000,2.12897617E+4,
1626.000,2.09679102E+4,
1627.000,2.09012520E+4,
1628.000,2.08972969E+4,
1629.000,2.07062148E+4,
1630.00,2.10054766E+4,
1631.000,2.08320020E+4,
1632.000,2.09321953E+4,
1633.000,2.12143477E+4,
1634.000,2.07672520E+4,
1635.000,2.06030352E+4,
1636.000,2.07989980E+4,
1637.000,2.06626992E+4,
1638.000,2.07596563E+4,
1639.000,2.03861191E+4,
1640.00,2.04235957E+4,
1641.000,2.07963906E+4,
1642.000,2.02380645E+4,
1643.000,2.01872988E+4,
1644.000,2.01028984E+4,
