Labels,F3-1500-1541-EX,
454.00,2.04228281E+4,
455.00,2.02641797E+4,
456.00,2.02391484E+4,
457.00,2.03699023E+4,
458.00,2.00296172E+4,
459.00,1.98935488E+4,
460.00,1.99797168E+4,
461.00,1.95675996E+4,
462.00,1.94164941E+4,
463.00,1.92799004E+4,
464.00,1.91419746E+4,
465.00,1.91844258E+4,
466.00,1.91760879E+4,
467.00,1.89390703E+4,
468.00,1.89670898E+4,
469.00,1.86446719E+4,
470.00,1.86879316E+4,
471.00,1.86975469E+4,
472.00,1.86595254E+4,
473.00,1.85027305E+4,
474.00,1.84637148E+4,
475.00,1.81417910E+4,
476.00,1.79662773E+4,
477.00,1.77102754E+4,
478.00,1.78051426E+4,
479.00,1.76102188E+4,
480.00,1.71554746E+4,
481.00,1.70157617E+4,
482.00,1.69324063E+4,
483.00,1.68098145E+4,
484.00,1.64257832E+4,
485.00,1.63776885E+4,
486.00,1.58309355E+4,
487.00,1.58797842E+4,
488.00,1.55931816E+4,
489.00,1.52147646E+4,
490.00,1.50870781E+4,
491.00,1.47762197E+4,
492.00,1.45843311E+4,
493.00,1.42960547E+4,
494.00,1.41230840E+4,
495.00,1.40260557E+4,
496.00,1.34164434E+4,
497.00,1.31858828E+4,
498.00,1.29095410E+4,
499.00,1.26536611E+4,
500.00,1.23948750E+4,
501.00,1.19383115E+4,
502.00,1.18276318E+4,
503.00,1.15195664E+4,
504.00,1.10811670E+4,
505.00,1.09128535E+4,
506.00,1.05614258E+4,
507.00,1.02890537E+4,
508.00,1.00850107E+4,
509.00,9.53793262E+3,
510.00,9.49108301E+3,
511.00,9.02425586E+3,
512.00,8.85902441E+3,
513.00,8.50692480E+3,
514.00,8.27750488E+3,
515.00,8.15259814E+3,
516.00,7.87494385E+3,
517.00,7.44687305E+3,
518.00,7.38270117E+3,
519.00,6.96833057E+3,
520.00,6.81670459E+3,
521.00,6.71578516E+3,
522.00,6.57205957E+3,
523.00,6.26432178E+3,
524.00,6.06652197E+3,
525.00,5.83923633E+3,
526.00,5.77978027E+3,
527.00,5.47211572E+3,
528.00,5.32995117E+3,
529.00,5.18680566E+3,
530.00,5.22320752E+3,
531.00,5.15163721E+3,
532.00,4.83294287E+3,
533.00,4.96629883E+3,
534.00,4.80548779E+3,
535.00,4.68914258E+3,
536.00,4.62128174E+3,
537.00,4.74087549E+3,
538.00,4.62833887E+3,
539.00,4.48692969E+3,
540.00,4.58648535E+3,
541.00,4.61283789E+3,
542.00,4.47200195E+3,
543.00,4.53058887E+3,
544.00,4.55606885E+3,
545.00,4.55012402E+3,
546.00,4.64736377E+3,
547.00,4.69215234E+3,
548.00,4.80959473E+3,
549.00,4.95136963E+3,
550.00,4.98959961E+3,
551.00,4.77117578E+3,
552.00,5.07918652E+3,
553.00,5.23533301E+3,
554.00,5.25892480E+3,
555.00,5.23442822E+3,
556.00,5.33799072E+3,
557.00,5.45317725E+3,
558.00,5.59860107E+3,
559.00,5.85206787E+3,
560.00,5.95874365E+3,
561.00,6.07082861E+3,
562.00,6.14072266E+3,
563.00,6.29986084E+3,
564.00,6.61120508E+3,
565.00,6.71139502E+3,
566.00,6.90825879E+3,
567.00,6.94162549E+3,
568.00,7.01081641E+3,
569.00,6.94419775E+3,
570.00,7.33136523E+3,
571.00,7.42946191E+3,
572.00,7.62178174E+3,
573.00,7.80529980E+3,
574.00,7.79703516E+3,
575.00,8.00501465E+3,
576.00,8.22463086E+3,
577.00,8.38711035E+3,
578.00,8.38771289E+3,
579.00,8.48417578E+3,
580.00,8.85144922E+3,
581.00,8.84971094E+3,
582.00,9.15397461E+3,
583.00,9.00525781E+3,
584.00,9.37703809E+3,
585.00,9.52861328E+3,
586.00,9.46918750E+3,
587.00,9.65451270E+3,
588.00,9.65087012E+3,
589.00,9.98746191E+3,
590.00,1.00359004E+4,
591.00,9.91302637E+3,
592.00,1.03276777E+4,
593.00,1.03473848E+4,
594.00,1.06306592E+4,
595.00,1.08248525E+4,
596.00,1.06081777E+4,
597.00,1.07248965E+4,
598.00,1.09421533E+4,
599.00,1.07675039E+4,
600.00,1.08623604E+4,
601.00,1.06739727E+4,
602.00,1.13896768E+4,
603.00,1.12762090E+4,
604.00,1.17053008E+4,
605.00,1.13927500E+4,
606.00,1.13732920E+4,
607.00,1.14564854E+4,
608.00,1.15903535E+4,
609.00,1.16573555E+4,
610.00,1.17440215E+4,
611.00,1.15610342E+4,
612.00,1.15287627E+4,
613.00,1.17963086E+4,
614.00,1.16606270E+4,
615.00,1.16400059E+4,
616.00,1.15332275E+4,
617.00,1.18628809E+4,
618.00,1.18654990E+4,
619.00,1.19891338E+4,
620.00,1.19195615E+4,
621.00,1.19573779E+4,
622.00,1.20791807E+4,
623.00,1.20674805E+4,
624.00,1.19668955E+4,
625.00,1.18445371E+4,
626.00,1.22526777E+4,
627.00,1.22446094E+4,
628.00,1.19664229E+4,
629.00,1.18642461E+4,
630.00,1.21539248E+4,
631.00,1.24468438E+4,
632.00,1.19581738E+4,
633.00,1.20752100E+4,
634.00,1.17758535E+4,
635.00,1.19350010E+4,
636.00,1.19617588E+4,
637.00,1.20766592E+4,
638.00,1.18965381E+4,
639.00,1.20632188E+4,
640.00,1.20222988E+4,
641.00,1.20380381E+4,
642.00,1.16852822E+4,
643.00,1.18832627E+4,
644.00,1.16923965E+4,
645.00,1.19027793E+4,
646.00,1.12985723E+4,
647.00,1.14117734E+4,
648.00,1.14982451E+4,
649.00,1.17308955E+4,
650.00,1.12487422E+4,
651.00,1.12396455E+4,
652.00,1.13101289E+4,
653.00,1.12418105E+4,
654.00,1.11933428E+4,
655.00,1.12072607E+4,
656.00,1.11015771E+4,
657.00,1.11278721E+4,
658.00,1.09325488E+4,
659.00,1.07565488E+4,
660.00,1.08150527E+4,
661.00,1.05636768E+4,
662.00,1.06295156E+4,
663.00,1.02462119E+4,
664.00,1.04305059E+4,
665.00,1.06049941E+4,
666.00,1.02590254E+4,
667.00,1.04459131E+4,
668.00,1.01564492E+4,
669.00,9.72291992E+3,
670.00,1.01479785E+4,
671.00,1.01693271E+4,
672.00,9.89989551E+3,
673.00,9.50956738E+3,
674.00,1.00049258E+4,
675.00,9.25894336E+3,
676.00,9.57406934E+3,
677.00,9.70881250E+3,
678.00,9.58138184E+3,
679.00,9.56241602E+3,
680.00,9.83908301E+3,
681.00,1.01253809E+4,
682.00,9.79896973E+3,
683.00,9.94393750E+3,
684.00,9.61436133E+3,
685.00,9.61392090E+3,
686.00,9.52688086E+3,
687.00,9.65558301E+3,
688.00,9.30721484E+3,
689.00,9.39832227E+3,
690.00,9.00538477E+3,
691.00,9.47696875E+3,
692.00,9.13461230E+3,
693.00,9.13884375E+3,
694.00,9.22002148E+3,
695.00,9.40228320E+3,
696.00,9.21562793E+3,
697.00,8.90184277E+3,
698.00,8.60921777E+3,
699.00,8.68748145E+3,
700.00,8.84554492E+3,
701.00,8.99601465E+3,
702.00,8.35654199E+3,
703.00,8.60988867E+3,
704.00,8.31168457E+3,
705.00,8.42434180E+3,
706.00,8.46816211E+3,
707.00,8.22391504E+3,
708.00,8.18433252E+3,
709.00,7.84792480E+3,
710.00,7.71062744E+3,
711.00,8.16692041E+3,
712.00,7.66158936E+3,
713.00,7.70997852E+3,
714.00,7.90268750E+3,
715.00,7.48644043E+3,
716.00,7.69152051E+3,
717.00,7.52554590E+3,
718.00,7.59699316E+3,
719.00,7.82301709E+3,
720.00,7.22259326E+3,
721.00,7.17731299E+3,
722.00,7.34927832E+3,
723.00,7.43835986E+3,
724.00,7.49348682E+3,
725.00,7.01342578E+3,
726.00,7.14422363E+3,
727.00,7.04452881E+3,
728.00,6.91943115E+3,
729.00,6.70596387E+3,
730.00,6.98585449E+3,
731.00,6.83952588E+3,
732.00,6.86890234E+3,
733.00,6.58165479E+3,
734.00,6.90442578E+3,
735.00,6.35714355E+3,
736.00,6.70751660E+3,
737.00,6.53131836E+3,
738.00,6.17124854E+3,
739.00,6.50479102E+3,
740.00,6.68850781E+3,
741.00,6.48555127E+3,
742.00,6.57439648E+3,
743.00,6.46047656E+3,
744.00,6.32524805E+3,
745.00,6.37166113E+3,
746.00,6.88601465E+3,
747.00,6.79775293E+3,
748.00,6.68322803E+3,
749.00,6.50422705E+3,
750.00,6.42183594E+3,
751.00,6.28737012E+3,
752.00,6.61805957E+3,
753.00,6.22009473E+3,
754.00,6.33069824E+3,
755.00,6.21772998E+3,
756.00,5.99462744E+3,
757.00,6.44203711E+3,
758.00,6.27968750E+3,
759.00,6.42172949E+3,
760.00,5.96636084E+3,
761.00,6.53023486E+3,
762.00,6.23690674E+3,
763.00,6.27230469E+3,
764.00,6.34988672E+3,
765.00,5.87292236E+3,
766.00,5.98593701E+3,
767.00,6.01906836E+3,
768.00,6.21496533E+3,
769.00,5.95901611E+3,
770.00,5.68436670E+3,
771.00,6.37908350E+3,
772.00,5.81736816E+3,
773.00,6.10486621E+3,
774.00,5.93317822E+3,
775.00,5.93369287E+3,
776.00,5.41851416E+3,
777.00,5.85722852E+3,
778.00,6.10792969E+3,
779.00,5.96631934E+3,
780.00,6.26869873E+3,
781.00,5.67479150E+3,
782.00,5.13998047E+3,
783.00,5.59800586E+3,
784.00,5.68541650E+3,
785.00,6.00029980E+3,
786.00,5.71855371E+3,
787.00,6.19086719E+3,
788.00,5.65088770E+3,
789.00,5.30092480E+3,
790.00,5.28783398E+3,
791.00,5.23095410E+3,
792.00,5.25399854E+3,
793.00,6.29615820E+3,
794.00,5.68446973E+3,
795.00,5.38439600E+3,
796.00,4.30320020E+3,
797.00,4.97310596E+3,
798.00,5.03347070E+3,
799.00,4.77165186E+3,
800.00,4.85197314E+3,
