0.01cr-78.54%
  QY = 78.54%
Labels,EmScan21,kongbai(Multi Scans),
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,29.30,28.80,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

708.00,1.40616379E+2,-2.35942917E+1,
709.00,1.90374725E+2,-1.19748039E+1,
710.00,1.70122055E+2,-1.21861477E+1,
711.00,7.37569809E+1,-2.48080044E+1,
712.00,1.88480667E+2,-1.25587416E+1,
713.00,2.16378754E+2,-1.27989140E+1,
714.00,2.33885513E+2,0.00000000E+0,
715.00,2.64728973E+2,-2.63780098E+1,
716.00,2.95539978E+2,-2.68927631E+1,
717.00,1.49774033E+2,-2.74124241E+1,
718.00,3.34024567E+2,1.39573441E+1,
719.00,3.68148346E+2,-2.84609756E+1,
720.00,2.30732513E+2,-1.44787092E+1,
721.00,3.22328583E+2,-2.93629246E+1,
722.00,1.79875305E+2,-1.50017900E+1,
723.00,1.98698013E+2,-1.53076830E+1,
724.00,2.18752777E+2,-1.55579996E+1,
725.00,2.21168289E+2,-1.58398485E+1,
726.00,3.55192810E+2,0.00000000E+0,
727.00,2.96060028E+2,-3.29551010E+1,
728.00,2.35204758E+2,-3.35674973E+1,
729.00,4.12239227E+2,-3.42815704E+1,
730.00,2.09668427E+2,-1.73826199E+1,
731.00,3.36902405E+2,-3.55938492E+1,
732.00,2.18584900E+2,1.82186260E+1,
733.00,3.50019470E+2,-3.72515945E+1,
734.00,3.00932434E+2,-1.90061779E+1,
735.00,2.70662659E+2,-1.93518410E+1,
736.00,3.34527679E+2,-3.94542732E+1,
737.00,4.01562286E+2,-4.02128754E+1,
738.00,4.30728821E+2,-2.04802227E+1,
739.00,2.29645157E+2,-4.19786949E+1,
740.00,4.05460785E+2,0.00000000E+0,
741.00,3.68387848E+2,-4.35690880E+1,
742.00,2.68036194E+2,-2.23048134E+1,
743.00,4.32502411E+2,-2.28622990E+1,
744.00,3.70655670E+2,-4.66925697E+1,
745.00,1.41549271E+2,-4.73518410E+1,
746.00,3.37851105E+2,-4.83096733E+1,
747.00,2.46869553E+2,0.00000000E+0,
748.00,5.55156860E+2,-2.53548317E+1,
749.00,5.39810791E+2,0.00000000E+0,
750.00,4.47724823E+2,5.29068565E+1,
751.00,4.02949677E+2,-5.39124146E+1,
752.00,3.01524292E+2,-5.53577499E+1,
753.00,3.91718842E+2,-5.62472382E+1,
754.00,5.43195313E+2,-2.86631508E+1,
755.00,4.10622925E+2,-5.89327087E+1,
756.00,4.81632874E+2,-6.02549324E+1,
757.00,3.97892731E+2,-6.15548553E+1,
758.00,5.34229309E+2,-3.12144909E+1,
759.00,4.47724091E+2,0.00000000E+0,
760.00,5.23726074E+2,-6.58889236E+1,
761.00,3.02031281E+2,-6.71115036E+1,
762.00,4.81610809E+2,-6.87590790E+1,
763.00,5.94467407E+2,-3.52416534E+1,
764.00,6.09122986E+2,0.00000000E+0,
765.00,4.76814819E+2,-7.33021927E+1,
766.00,2.98334045E+2,-7.52316132E+1,
767.00,4.94642883E+2,-7.66099777E+1,
768.00,5.85693176E+2,-7.81758118E+1,
769.00,5.57673096E+2,-7.95392227E+1,
770.00,4.48049286E+2,-8.17645645E+1,
