Labels,425-EM,
Type,Emission Scan,
Comment,,
Start,650.00,
Stop,1700.00,
Step,1.00,
Fixed/Offset,425.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,29.050,
Scan Polariser,None,
Scan Slit,3.9999883,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.0000019,
Detector,Det2,

1480.00,3.17043887E+4,
1481.000,3.17231465E+4,
1482.000,3.19583809E+4,
1483.000,3.21100977E+4,
1484.000,3.20020508E+4,
1485.000,3.21713379E+4,
1486.000,3.23778457E+4,
1487.000,3.21072227E+4,
1488.000,3.23011055E+4,
1489.000,3.25937480E+4,
1490.00,3.26479512E+4,
1491.000,3.28505234E+4,
1492.000,3.28398789E+4,
1493.000,3.30273828E+4,
1494.000,3.29329844E+4,
1495.000,3.29980273E+4,
1496.000,3.32157813E+4,
1497.000,3.32855547E+4,
1498.000,3.34199258E+4,
1499.000,3.36601797E+4,
1500.00,3.33501563E+4,
1501.000,3.36461836E+4,
1502.000,3.35843008E+4,
1503.000,3.35392031E+4,
1504.000,3.36802422E+4,
1505.000,3.38385859E+4,
1506.000,3.34952188E+4,
1507.000,3.38618828E+4,
1508.000,3.39414922E+4,
1509.000,3.39131758E+4,
1510.00,3.38197266E+4,
1511.000,3.38175898E+4,
1512.000,3.40050000E+4,
1513.000,3.41470234E+4,
1514.000,3.38269609E+4,
1515.000,3.43331563E+4,
1516.000,3.40191641E+4,
1517.000,3.41588125E+4,
1518.000,3.42949922E+4,
1519.000,3.41996211E+4,
1520.00,3.41350625E+4,
1521.000,3.41581797E+4,
1522.000,3.43468984E+4,
1523.000,3.42427344E+4,
1524.000,3.40812109E+4,
1525.000,3.42480273E+4,
1526.000,3.45473242E+4,
1527.000,3.43053516E+4,
1528.000,3.41953633E+4,
1529.000,3.45155000E+4,
1530.00,3.43072656E+4,
1531.000,3.39686914E+4,
1532.000,3.41800352E+4,
1533.000,3.42281602E+4,
1534.000,3.40834492E+4,
1535.000,3.44121953E+4,
1536.000,3.43680938E+4,
1537.000,3.38434883E+4,
1538.000,3.39211094E+4,
1539.000,3.41320391E+4,
1540.00,3.39981641E+4,
1541.000,3.37390508E+4,
1542.000,3.40814805E+4,
1543.000,3.39587578E+4,
1544.000,3.38394648E+4,
1545.000,3.39296563E+4,
1546.000,3.37151836E+4,
1547.000,3.35202734E+4,
1548.000,3.34304922E+4,
1549.000,3.39685586E+4,
1550.00,3.37130703E+4,
1551.000,3.36466641E+4,
1552.000,3.35368008E+4,
1553.000,3.35632813E+4,
1554.000,3.36152539E+4,
1555.000,3.33832773E+4,
1556.000,3.30633398E+4,
1557.000,3.31543438E+4,
1558.000,3.31441328E+4,
1559.000,3.31208672E+4,
1560.00,3.30048555E+4,
1561.000,3.29431641E+4,
1562.000,3.26076426E+4,
1563.000,3.30702031E+4,
1564.000,3.26786289E+4,
1565.000,3.27216582E+4,
1566.000,3.23638242E+4,
1567.000,3.27168770E+4,
1568.000,3.24606973E+4,
1569.000,3.21730410E+4,
1570.00,3.20930488E+4,
1571.000,3.19441094E+4,
1572.000,3.20616582E+4,
1573.000,3.22329863E+4,
1574.000,3.19925293E+4,
1575.000,3.16808438E+4,
1576.000,3.17240352E+4,
1577.000,3.16253965E+4,
1578.000,3.17212559E+4,
1579.000,3.14789824E+4,
1580.00,3.14263555E+4,
1581.000,3.12201738E+4,
1582.000,3.11695586E+4,
1583.000,3.10536543E+4,
1584.000,3.09810039E+4,
1585.000,3.12556563E+4,
1586.000,3.09283262E+4,
1587.000,3.06690605E+4,
1588.000,3.05863184E+4,
1589.000,3.04011191E+4,
1590.00,3.01199609E+4,
1591.000,3.02397227E+4,
1592.000,3.02330391E+4,
1593.000,3.01757500E+4,
1594.000,2.98480762E+4,
1595.000,3.01561523E+4,
1596.000,2.99342715E+4,
1597.000,2.96505039E+4,
1598.000,2.96439922E+4,
1599.000,2.93372578E+4,
1600.00,2.90546621E+4,
1601.000,2.90193477E+4,
1602.000,2.93339063E+4,
1603.000,2.90976504E+4,
1604.000,2.86673652E+4,
1605.000,2.91137129E+4,
1606.000,2.87804629E+4,
1607.000,2.87468633E+4,
1608.000,2.86849551E+4,
1609.000,2.87679180E+4,
1610.00,2.80822031E+4,
1611.000,2.79238164E+4,
1612.000,2.79374375E+4,
1613.000,2.79479883E+4,
1614.000,2.78757109E+4,
1615.000,2.79533320E+4,
1616.000,2.78060879E+4,
1617.000,2.71669980E+4,
1618.000,2.73110527E+4,
1619.000,2.72326230E+4,
1620.00,2.74776270E+4,
1621.000,2.72174941E+4,
1622.000,2.69260801E+4,
1623.000,2.68593320E+4,
1624.000,2.70353730E+4,
1625.000,2.69963594E+4,
1626.000,2.68496133E+4,
1627.000,2.64952246E+4,
1628.000,2.67016660E+4,
1629.000,2.66421055E+4,
1630.00,2.61495664E+4,
1631.000,2.65484395E+4,
1632.000,2.65476504E+4,
1633.000,2.67105156E+4,
1634.000,2.61618828E+4,
1635.000,2.63190195E+4,
1636.000,2.65070137E+4,
1637.000,2.64991855E+4,
1638.000,2.65466367E+4,
1639.000,2.67765293E+4,
1640.00,2.67602324E+4,
1641.000,2.63648613E+4,
1642.000,2.63792598E+4,
1643.000,2.67887207E+4,
1644.000,2.65792754E+4,
1645.000,2.59235332E+4,
1646.000,2.58723359E+4,
1647.000,2.54278359E+4,
1648.000,2.59733320E+4,
1649.000,2.57530605E+4,
1650.00,2.57649727E+4,
1651.000,2.52356504E+4,
1652.000,2.55131348E+4,
1653.000,2.45793008E+4,
1654.000,2.46650273E+4,
1655.000,2.52775117E+4,
1656.000,2.40472305E+4,
1657.000,2.53013926E+4,
1658.000,2.42365273E+4,
1659.000,2.43911094E+4,
1660.00,2.41861289E+4,
1661.000,2.30753086E+4,
1662.000,2.41074355E+4,
1663.000,2.35731855E+4,
1664.000,2.37222461E+4,
1665.000,2.30100352E+4,
1666.000,2.26771270E+4,
1667.000,2.23929707E+4,
1668.000,2.39563105E+4,
1669.000,2.34541367E+4,
1670.00,2.29866973E+4,
1671.000,2.20775566E+4,
1672.000,2.15491094E+4,
1673.000,2.35288555E+4,
1674.000,1.86714844E+4,
1675.000,2.26138965E+4,
1676.000,2.09025078E+4,
1677.000,2.14601270E+4,
1678.000,2.14999805E+4,
1679.000,1.85576211E+4,
1680.00,2.02829980E+4,
1681.000,1.83713574E+4,
1682.000,2.31168457E+4,
1683.000,2.04021563E+4,
1684.000,2.23627227E+4,
1685.000,2.28253145E+4,
1686.000,1.85421758E+4,
1687.000,1.56434268E+4,
1688.000,1.86972949E+4,
1689.000,2.01629160E+4,
1690.00,1.95018809E+4,
1691.000,2.02687168E+4,
1692.000,1.86574727E+4,
1693.000,1.54525791E+4,
1694.000,1.81826250E+4,
1695.000,2.25891777E+4,
1696.000,1.89855957E+4,
1697.000,2.07781543E+4,
1698.000,1.78141582E+4,
1699.000,1.45669131E+4,
1700.00,1.08600283E+4,
