Labels,450-EM,
1589.000,2.78103398E+4,
1590.00,2.77162324E+4,
1591.000,2.78114453E+4,
1592.000,2.75260918E+4,
1593.000,2.75725391E+4,
1594.000,2.72426758E+4,
1595.000,2.73132031E+4,
1596.000,2.70616172E+4,
1597.000,2.69845352E+4,
1598.000,2.70789902E+4,
1599.000,2.69004785E+4,
1600.00,2.66838438E+4,
1601.000,2.65998047E+4,
1602.000,2.67844727E+4,
1603.000,2.63961289E+4,
1604.000,2.63682910E+4,
1605.000,2.62540176E+4,
1606.000,2.62082871E+4,
1607.000,2.60289277E+4,
1608.000,2.57443262E+4,
1609.000,2.57118184E+4,
1610.00,2.56799180E+4,
1611.000,2.58939355E+4,
1612.000,2.57471152E+4,
1613.000,2.51791855E+4,
1614.000,2.52094629E+4,
1615.000,2.52977598E+4,
1616.000,2.53131582E+4,
1617.000,2.47067344E+4,
1618.000,2.48170781E+4,
1619.000,2.45655078E+4,
1620.00,2.47790195E+4,
1621.000,2.47066875E+4,
1622.000,2.46006641E+4,
1623.000,2.41927988E+4,
1624.000,2.45584512E+4,
1625.000,2.42448047E+4,
1626.000,2.43742480E+4,
1627.000,2.41740820E+4,
1628.000,2.41612070E+4,
1629.000,2.39742031E+4,
1630.00,2.41042598E+4,
1631.000,2.41664355E+4,
1632.000,2.41760508E+4,
1633.000,2.39111895E+4,
1634.000,2.43314629E+4,
1635.000,2.40735410E+4,
1636.000,2.40890723E+4,
1637.000,2.38147637E+4,
1638.000,2.39113008E+4,
1639.000,2.40108691E+4,
1640.00,2.37793145E+4,
1641.000,2.39540645E+4,
1642.000,2.39124063E+4,
1643.000,2.35373398E+4,
1644.000,2.37354492E+4,
1645.000,2.34871797E+4,
1646.000,2.33195313E+4,
1647.000,2.29722734E+4,
1648.000,2.31263691E+4,
1649.000,2.26230762E+4,
1650.00,2.28821758E+4,
1651.000,2.27159609E+4,
1652.000,2.24617109E+4,
1653.000,2.16015820E+4,
1654.000,2.22920781E+4,
1655.000,2.13161875E+4,
1656.000,2.14991074E+4,
1657.000,2.15178809E+4,
1658.000,2.12364570E+4,
1659.000,2.13238750E+4,
1660.00,2.08712656E+4,
1661.000,2.02241016E+4,
1662.000,1.99777930E+4,
1663.000,2.01785859E+4,
1664.000,1.92288887E+4,
1665.000,2.02572227E+4,
1666.000,1.91270313E+4,
1667.000,1.96742520E+4,
1668.000,1.94618301E+4,
1669.000,1.85354844E+4,
1670.00,1.99052988E+4,
1671.000,1.87589121E+4,
1672.000,1.90890234E+4,
1673.000,1.83753496E+4,
1674.000,1.70063887E+4,
1675.000,1.63960410E+4,
1676.000,1.67631758E+4,
1677.000,1.63210205E+4,
1678.000,1.81628613E+4,
1679.000,1.81852500E+4,
1680.00,1.72067246E+4,
1681.000,1.63578125E+4,
1682.000,1.82362773E+4,
1683.000,1.70578145E+4,
1684.000,1.53704619E+4,
1685.000,1.30511543E+4,
1686.000,1.77984863E+4,
1687.000,1.31692109E+4,
1688.000,1.63475566E+4,
1689.000,1.40226582E+4,
1690.00,1.63247148E+4,
1691.000,9.73667773E+3,
1692.000,1.12507168E+4,
1693.000,1.28998037E+4,
1694.000,6.25699902E+3,
1695.000,4.58558936E+3,
1696.000,5.98219336E+3,
1697.000,9.57952246E+3,
1698.000,2.78034302E+3,
1699.000,1.05758240E+3,
1700.00,2.77230151E+3,
