Labels,450-EM,
Type,Emission Scan,
Comment,,
Start,650.00,
Stop,1700.00,
Step,1.00,
Fixed/Offset,450.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,29.050,
Scan Polariser,None,
Scan Slit,3.9999883,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.0000019,
Detector,Det2,

650.00,5.20791199E+2,
651.00,4.73202728E+2,
652.00,5.38369202E+2,
653.00,5.91997986E+2,
654.00,7.61764771E+2,
655.00,7.41526001E+2,
656.00,5.33823975E+2,
657.00,7.89530151E+2,
658.00,8.31566284E+2,
659.00,9.59467407E+2,
660.00,1.04211755E+3,
661.00,1.20232080E+3,
662.00,1.28462280E+3,
663.00,1.16937231E+3,
664.00,1.35245288E+3,
665.00,1.46328320E+3,
666.00,1.54967932E+3,
667.00,1.92445593E+3,
668.00,2.06900586E+3,
669.00,2.03631702E+3,
670.00,2.33995117E+3,
671.00,2.46706885E+3,
672.00,2.64736499E+3,
673.00,2.68382690E+3,
674.00,2.71226050E+3,
675.00,3.18898291E+3,
676.00,3.29796509E+3,
677.00,3.48000928E+3,
678.00,3.82616455E+3,
679.00,4.25052832E+3,
680.00,4.40996387E+3,
681.00,4.60514697E+3,
682.00,4.61341309E+3,
683.00,4.96857568E+3,
684.00,5.16250000E+3,
685.00,5.95748096E+3,
686.00,5.96686572E+3,
687.00,6.51361572E+3,
688.00,6.41162744E+3,
689.00,6.99771094E+3,
690.00,7.73075439E+3,
691.00,8.23805273E+3,
692.00,9.21407324E+3,
693.00,1.02220313E+4,
694.00,1.07387383E+4,
695.00,1.09615205E+4,
696.00,1.14016797E+4,
697.00,1.19629346E+4,
698.00,1.24574238E+4,
699.00,1.24869551E+4,
700.00,1.35926719E+4,
701.00,1.34338887E+4,
702.00,1.40879902E+4,
703.00,1.45259854E+4,
704.00,1.53598789E+4,
705.00,1.55214658E+4,
706.00,1.64373184E+4,
707.00,1.68565977E+4,
708.00,1.78440078E+4,
709.00,1.87866113E+4,
710.00,1.91680742E+4,
711.00,2.04982168E+4,
712.00,2.07642832E+4,
713.00,2.14963730E+4,
714.00,2.23968770E+4,
715.00,2.22778496E+4,
716.00,2.32757363E+4,
717.00,2.36838242E+4,
718.00,2.38623379E+4,
719.00,2.45914355E+4,
720.00,2.47943945E+4,
721.00,2.47053359E+4,
722.00,2.57336445E+4,
723.00,2.68598457E+4,
724.00,2.72652852E+4,
725.00,2.71777031E+4,
726.00,2.77832773E+4,
727.00,2.85423027E+4,
728.00,2.92722871E+4,
729.00,3.00068613E+4,
730.00,3.02600313E+4,
731.00,3.04886230E+4,
732.00,3.06089941E+4,
733.00,3.14951387E+4,
734.00,3.17286680E+4,
735.00,3.23233145E+4,
736.00,3.30886484E+4,
737.00,3.33517188E+4,
738.00,3.38569258E+4,
739.00,3.43391563E+4,
740.00,3.43956367E+4,
741.00,3.51053320E+4,
742.00,3.57135586E+4,
743.00,3.65416250E+4,
744.00,3.62048125E+4,
745.00,3.66497227E+4,
746.00,3.75461641E+4,
747.00,3.74984531E+4,
748.00,3.84068359E+4,
749.00,3.78951289E+4,
750.00,3.88514570E+4,
751.00,3.90807813E+4,
752.00,3.89752305E+4,
753.00,3.99310664E+4,
754.00,4.00404922E+4,
755.00,4.03456484E+4,
756.00,4.09581094E+4,
757.00,4.05945078E+4,
758.00,4.16701289E+4,
759.00,4.12500430E+4,
760.00,4.15090039E+4,
761.00,4.19339688E+4,
762.00,4.22732695E+4,
763.00,4.24095391E+4,
764.00,4.26240039E+4,
765.00,4.34123047E+4,
766.00,4.33249727E+4,
767.00,4.30688945E+4,
768.00,4.29569102E+4,
769.00,4.32641055E+4,
770.00,4.34826406E+4,
771.00,4.39998672E+4,
772.00,4.40199648E+4,
773.00,4.35271211E+4,
774.00,4.37522383E+4,
775.00,4.36295625E+4,
776.00,4.46566758E+4,
777.00,4.44492422E+4,
778.00,4.42985508E+4,
779.00,4.42919492E+4,
780.00,4.43695664E+4,
781.00,4.49543594E+4,
782.00,4.45837305E+4,
783.00,4.54558594E+4,
784.00,4.56458672E+4,
785.00,4.45124922E+4,
786.00,4.53646367E+4,
787.00,4.49583125E+4,
788.00,4.51335000E+4,
789.00,4.56807500E+4,
790.00,4.50462422E+4,
791.00,4.52216953E+4,
792.00,4.52793320E+4,
793.00,4.56092656E+4,
794.00,4.50916250E+4,
795.00,4.53000508E+4,
796.00,4.47272617E+4,
797.00,4.49352813E+4,
798.00,4.54978906E+4,
799.00,4.53582148E+4,
800.00,4.60411797E+4,
801.00,4.55115195E+4,
802.00,4.55027227E+4,
803.00,4.53523047E+4,
804.00,4.49955664E+4,
805.00,4.61647852E+4,
806.00,4.52872148E+4,
807.00,4.49371602E+4,
808.00,4.50570664E+4,
809.00,4.49937109E+4,
810.00,4.50471328E+4,
811.00,4.53130820E+4,
812.00,4.52045703E+4,
813.00,4.52303242E+4,
814.00,4.46552461E+4,
815.00,4.51835117E+4,
816.00,4.44683594E+4,
817.00,4.49613008E+4,
818.00,4.41454766E+4,
819.00,4.41359609E+4,
820.00,4.45130938E+4,
821.00,4.40304727E+4,
822.00,4.44140586E+4,
823.00,4.38293477E+4,
824.00,4.39130039E+4,
825.00,4.44423516E+4,
826.00,4.30715938E+4,
827.00,4.33841250E+4,
828.00,4.36475430E+4,
829.00,4.32449961E+4,
830.00,4.30289453E+4,
831.00,4.26570820E+4,
832.00,4.30839648E+4,
833.00,4.33207695E+4,
834.00,4.28071680E+4,
835.00,4.24688750E+4,
836.00,4.19665352E+4,
837.00,4.23774805E+4,
838.00,4.27312930E+4,
839.00,4.18708945E+4,
840.00,4.15153594E+4,
841.00,4.16926680E+4,
842.00,4.17218711E+4,
843.00,4.18998594E+4,
844.00,4.11434375E+4,
845.00,4.12794727E+4,
846.00,4.08839102E+4,
847.00,4.11763711E+4,
848.00,4.01846406E+4,
849.00,4.01872578E+4,
850.00,4.03087383E+4,
851.00,4.03177617E+4,
852.00,3.98204844E+4,
853.00,3.97668281E+4,
854.00,3.92633477E+4,
855.00,3.95280078E+4,
856.00,3.90792148E+4,
857.00,3.89703438E+4,
858.00,3.90046172E+4,
859.00,3.87169414E+4,
860.00,3.81573477E+4,
861.00,3.79658516E+4,
862.00,3.76456641E+4,
863.00,3.77377773E+4,
864.00,3.75091016E+4,
865.00,3.76702617E+4,
866.00,3.74531289E+4,
867.00,3.67393281E+4,
868.00,3.66258125E+4,
869.00,3.66150273E+4,
870.00,3.63099219E+4,
871.00,3.60313867E+4,
872.00,3.58352969E+4,
873.00,3.52173164E+4,
874.00,3.53931953E+4,
875.00,3.53546680E+4,
876.00,3.49143516E+4,
877.00,3.47313164E+4,
878.00,3.44281992E+4,
879.00,3.45424609E+4,
880.00,3.39181367E+4,
881.00,3.34831328E+4,
882.00,3.33114219E+4,
883.00,3.29802578E+4,
884.00,3.29544102E+4,
885.00,3.26027578E+4,
886.00,3.19725313E+4,
887.00,3.20930352E+4,
888.00,3.18264258E+4,
889.00,3.14278066E+4,
890.00,3.14111563E+4,
891.00,3.12146270E+4,
892.00,3.07144863E+4,
893.00,3.04259375E+4,
894.00,3.03293223E+4,
895.00,3.00721426E+4,
896.00,2.98726953E+4,
897.00,2.94411191E+4,
898.00,2.90679922E+4,
899.00,2.89767285E+4,
900.00,2.85925938E+4,
901.00,2.86538184E+4,
902.00,2.80441621E+4,
903.00,2.76678750E+4,
904.00,2.73834141E+4,
905.00,2.70502891E+4,
906.00,2.70964316E+4,
907.00,2.68172422E+4,
908.00,2.65330977E+4,
909.00,2.64321660E+4,
910.00,2.59670762E+4,
911.00,2.56615527E+4,
912.00,2.54687676E+4,
913.00,2.52744668E+4,
914.00,2.49860059E+4,
915.00,2.46860977E+4,
916.00,2.43516973E+4,
917.00,2.42544297E+4,
918.00,2.38256836E+4,
919.00,2.36328027E+4,
920.00,2.32197012E+4,
921.00,2.32541270E+4,
922.00,2.26666914E+4,
923.00,2.25187871E+4,
924.00,2.21989805E+4,
925.00,2.22127930E+4,
926.00,2.17994707E+4,
927.00,2.16159551E+4,
928.00,2.12973789E+4,
929.00,2.11098203E+4,
930.00,2.08547598E+4,
931.00,2.05010566E+4,
932.00,2.04722461E+4,
933.00,1.99760840E+4,
934.00,1.96001680E+4,
935.00,1.95713516E+4,
936.00,1.94388242E+4,
937.00,1.88293301E+4,
938.00,1.88861973E+4,
939.00,1.85047559E+4,
940.00,1.83428594E+4,
941.00,1.81040723E+4,
942.00,1.79047598E+4,
943.00,1.76971621E+4,
944.00,1.75237949E+4,
945.00,1.72323418E+4,
946.00,1.70202539E+4,
947.00,1.66313613E+4,
948.00,1.64164336E+4,
949.00,1.62299941E+4,
950.00,1.60735439E+4,
951.00,1.58912051E+4,
952.00,1.55338867E+4,
953.00,1.53834863E+4,
954.00,1.51875664E+4,
955.00,1.49852402E+4,
956.00,1.47951924E+4,
957.00,1.47254814E+4,
958.00,1.44614102E+4,
959.00,1.40990254E+4,
960.00,1.38915088E+4,
961.00,1.39251309E+4,
962.00,1.36316299E+4,
963.00,1.36188438E+4,
964.00,1.31637070E+4,
965.00,1.28585273E+4,
966.00,1.27090547E+4,
967.00,1.24860889E+4,
968.00,1.23938389E+4,
969.00,1.21684668E+4,
970.00,1.20539863E+4,
971.00,1.17821260E+4,
972.00,1.16657969E+4,
973.00,1.14127764E+4,
974.00,1.12915938E+4,
975.00,1.11146250E+4,
976.00,1.10024199E+4,
977.00,1.09244473E+4,
978.00,1.06687773E+4,
979.00,1.04352578E+4,
980.00,1.02148818E+4,
981.00,1.01802979E+4,
982.00,9.88815918E+3,
983.00,9.83337109E+3,
984.00,9.70397754E+3,
985.00,9.48199805E+3,
986.00,9.44889941E+3,
987.00,9.23102930E+3,
988.00,9.04258105E+3,
989.00,8.90703223E+3,
990.00,8.74070605E+3,
991.00,8.69535547E+3,
992.00,8.66806250E+3,
993.00,8.39219531E+3,
994.00,8.41981055E+3,
995.00,8.29456543E+3,
996.00,8.06573633E+3,
997.00,7.90078320E+3,
998.00,7.75137988E+3,
999.00,7.66760693E+3,
1000.00,7.59783887E+3,
1001.000,7.46844287E+3,
1002.000,7.27946582E+3,
1003.000,7.15478271E+3,
1004.000,7.06548291E+3,
1005.000,7.02049316E+3,
1006.000,6.84024463E+3,
1007.000,6.71282861E+3,
1008.000,6.54714209E+3,
1009.000,6.56092090E+3,
1010.00,6.42464551E+3,
1011.000,6.33257764E+3,
1012.000,6.15490088E+3,
1013.000,6.14208154E+3,
1014.000,5.94148389E+3,
1015.000,5.97297021E+3,
1016.000,5.90316211E+3,
1017.000,5.67551074E+3,
1018.000,5.65663281E+3,
1019.000,5.55836914E+3,
1020.00,5.39159229E+3,
1021.000,5.43381592E+3,
1022.000,5.19742236E+3,
1023.000,5.22594482E+3,
1024.000,5.11657227E+3,
1025.000,5.05117139E+3,
1026.000,4.95679639E+3,
1027.000,4.94228027E+3,
1028.000,4.82288379E+3,
1029.000,4.77786084E+3,
1030.00,4.62835596E+3,
1031.000,4.64785840E+3,
1032.000,4.44091064E+3,
1033.000,4.40851123E+3,
1034.000,4.30506201E+3,
1035.000,4.34370752E+3,
1036.000,4.22862207E+3,
1037.000,4.16844141E+3,
1038.000,4.06259644E+3,
1039.000,3.98249634E+3,
1040.00,3.98099072E+3,
1041.000,3.89857373E+3,
1042.000,3.86405005E+3,
1043.000,3.77842822E+3,
1044.000,3.66461548E+3,
1045.000,3.63975171E+3,
1046.000,3.56846924E+3,
1047.000,3.51113281E+3,
1048.000,3.45623999E+3,
1049.000,3.40038843E+3,
1050.00,3.39822607E+3,
1051.000,3.33449609E+3,
1052.000,3.21489160E+3,
1053.000,3.22484326E+3,
1054.000,3.13811279E+3,
1055.000,3.07969385E+3,
1056.000,3.11279126E+3,
1057.000,3.00355811E+3,
1058.000,2.95157813E+3,
1059.000,2.89613086E+3,
1060.00,2.86655029E+3,
1061.000,2.88756177E+3,
1062.000,2.78627612E+3,
1063.000,2.71601196E+3,
1064.000,2.67889893E+3,
1065.000,2.67898511E+3,
1066.000,2.61155859E+3,
1067.000,2.54677271E+3,
1068.000,2.48324707E+3,
1069.000,2.44485132E+3,
1070.00,2.39914844E+3,
1071.000,2.34479297E+3,
1072.000,2.36459595E+3,
1073.000,2.28452148E+3,
1074.000,2.28578735E+3,
1075.000,2.25781470E+3,
1076.000,2.12484253E+3,
1077.000,2.13969458E+3,
1078.000,2.12709912E+3,
1079.000,2.10761157E+3,
1080.00,2.00779761E+3,
1081.000,1.97403186E+3,
1082.000,1.95125049E+3,
1083.000,1.94982935E+3,
1084.000,1.93300598E+3,
1085.000,1.89143286E+3,
1086.000,1.85304102E+3,
1087.000,1.77346802E+3,
1088.000,1.75549951E+3,
1089.000,1.76169641E+3,
1090.00,1.71894910E+3,
1091.000,1.71303918E+3,
1092.000,1.69140613E+3,
1093.000,1.66393420E+3,
1094.000,1.61241516E+3,
1095.000,1.60213977E+3,
1096.000,1.58121655E+3,
1097.000,1.55041553E+3,
1098.000,1.53258533E+3,
1099.000,1.45401428E+3,
1100.00,1.44572058E+3,
1101.000,1.44507166E+3,
1102.000,1.42420593E+3,
1103.000,1.39024341E+3,
1104.000,1.37237915E+3,
1105.000,1.32365222E+3,
1106.000,1.31786230E+3,
1107.000,1.29563452E+3,
1108.000,1.29330676E+3,
1109.000,1.28322766E+3,
1110.00,1.24836023E+3,
1111.000,1.21055493E+3,
1112.000,1.22042651E+3,
1113.000,1.18255261E+3,
1114.000,1.16546582E+3,
1115.000,1.15193726E+3,
1116.000,1.13342334E+3,
1117.000,1.08976331E+3,
1118.000,1.04454590E+3,
1119.000,1.05486206E+3,
1120.00,1.01668024E+3,
1121.000,1.04295581E+3,
1122.000,1.05008704E+3,
1123.000,1.02589978E+3,
1124.000,1.01084595E+3,
1125.000,9.72995422E+2,
1126.000,1.00794672E+3,
1127.000,9.38929565E+2,
1128.000,9.45823242E+2,
1129.000,9.40971313E+2,
1130.00,8.95012695E+2,
1131.000,8.80955261E+2,
1132.000,8.83474854E+2,
1133.000,8.86224670E+2,
1134.000,9.16241760E+2,
1135.000,8.68680664E+2,
1136.000,8.48198914E+2,
1137.000,8.24317444E+2,
1138.000,7.92781128E+2,
1139.000,8.15593872E+2,
1140.00,8.04755005E+2,
1141.000,7.89955750E+2,
1142.000,7.27707092E+2,
1143.000,7.24849731E+2,
1144.000,7.20752380E+2,
1145.000,7.11724915E+2,
1146.000,7.25939148E+2,
1147.000,7.07321960E+2,
1148.000,6.89123596E+2,
1149.000,6.84840759E+2,
1150.00,6.97309631E+2,
1151.000,6.40311523E+2,
1152.000,6.55985962E+2,
1153.000,6.47398804E+2,
1154.000,6.17651672E+2,
1155.000,6.40786987E+2,
1156.000,6.10933777E+2,
1157.000,6.15106445E+2,
1158.000,6.13206116E+2,
1159.000,6.15130310E+2,
1160.00,5.57687500E+2,
1161.000,5.69583679E+2,
1162.000,5.76208557E+2,
1163.000,5.86944031E+2,
1164.000,5.63430115E+2,
1165.000,6.02178528E+2,
1166.000,5.99259583E+2,
1167.000,5.89327820E+2,
1168.000,5.79021973E+2,
1169.000,5.82811768E+2,
1170.00,5.23735657E+2,
1171.000,4.90146240E+2,
1172.000,5.63380981E+2,
1173.000,5.15311279E+2,
1174.000,5.35909790E+2,
1175.000,5.21181335E+2,
1176.000,5.30728455E+2,
1177.000,5.11359802E+2,
1178.000,4.83883240E+2,
1179.000,5.24658203E+2,
1180.00,5.20524536E+2,
1181.000,5.58022522E+2,
1182.000,5.42060913E+2,
1183.000,4.91093811E+2,
1184.000,5.03677246E+2,
1185.000,5.09634644E+2,
1186.000,5.42621521E+2,
1187.000,5.12306824E+2,
1188.000,5.59523865E+2,
1189.000,5.13103821E+2,
1190.00,4.86181244E+2,
1191.000,5.05761353E+2,
1192.000,5.55992249E+2,
1193.000,5.17446716E+2,
1194.000,5.23403198E+2,
1195.000,5.82962830E+2,
1196.000,5.69031799E+2,
1197.000,5.21093872E+2,
1198.000,5.34878723E+2,
1199.000,5.36667969E+2,
1200.00,5.34693420E+2,
1201.000,5.46643738E+2,
1202.000,5.62682190E+2,
1203.000,5.48158752E+2,
1204.000,5.59735962E+2,
1205.000,6.16841553E+2,
1206.000,5.39259644E+2,
1207.000,5.75762268E+2,
1208.000,6.10878967E+2,
1209.000,6.10265076E+2,
1210.00,6.20128418E+2,
1211.000,6.43815247E+2,
1212.000,5.95914673E+2,
1213.000,6.40468811E+2,
1214.000,6.44315674E+2,
1215.000,6.41250183E+2,
1216.000,6.45591309E+2,
1217.000,6.43895935E+2,
1218.000,6.67006104E+2,
