0.02cr-fitted
  QY = 54.90%
Labels,EmScan11,KONGBAI,
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,28.10,27.450,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

425.00,-8.26494813E-1,2.47579026E+0,
426.00,0.00000000E+0,-3.30663085E+0,
427.00,0.00000000E+0,-2.46517086E+0,
428.00,0.00000000E+0,0.00000000E+0,
429.00,-8.30512166E-1,-1.64390290E+0,
430.00,1.64592648E+0,0.00000000E+0,
431.00,0.00000000E+0,1.63791573E+0,
432.00,-8.26864541E-1,1.64636660E+0,
433.00,8.25335145E-1,0.00000000E+0,
434.00,1.65299165E+0,8.25477839E-1,
435.00,0.00000000E+0,4.11714697E+0,
436.00,0.00000000E+0,2.47346926E+0,
437.00,0.00000000E+0,-3.30716181E+0,
438.00,6.66801643E+0,1.66333561E+1,
439.00,2.93824100E+1,4.34351082E+1,
440.00,5.28545837E+1,9.07595062E+1,
441.00,1.07239601E+2,1.92004440E+2,
442.00,2.02470932E+2,3.54654358E+2,
443.00,7.32865417E+2,1.51114661E+3,
444.00,2.19754570E+4,4.00612734E+4,
445.00,5.08520820E+4,9.09411563E+4,
446.00,5.41662578E+4,9.46420000E+4,
447.00,2.51901992E+4,4.34801523E+4,
448.00,1.75986865E+3,2.58828516E+3,
449.00,1.81577591E+2,4.00991089E+2,
450.00,1.46244980E+2,2.02957840E+2,
451.00,7.91350327E+1,1.27203957E+2,
452.00,4.36276512E+1,9.72105560E+1,
453.00,1.98665409E+1,4.96420212E+1,
454.00,1.08102217E+1,2.66877556E+1,
455.00,1.27200775E+1,1.56620493E+1,
456.00,6.83748007E+0,1.16780596E+1,
457.00,8.68040562E+0,1.63601265E+1,
458.00,6.66463852E+0,1.13747492E+1,
459.00,7.55412054E+0,1.98919792E+1,
460.00,1.20990181E+1,1.48916798E+1,
461.00,1.28542576E+1,1.46563911E+1,
462.00,8.21482754E+0,9.13161659E+0,
463.00,8.08103561E+0,1.16943674E+1,
464.00,1.07160778E+1,2.67752819E+1,
465.00,4.43073034E+0,1.76563301E+1,
466.00,3.54095411E+0,1.50177927E+1,
467.00,9.66485310E+0,1.31036215E+1,
468.00,1.39377794E+1,1.48919172E+1,
469.00,6.07611227E+0,1.91894417E+1,
470.00,1.03675823E+1,1.99680309E+1,
471.00,6.92300844E+0,2.34442101E+1,
472.00,1.04308472E+1,2.59516087E+1,
473.00,1.21732273E+1,2.09394836E+1,
474.00,1.74214802E+1,2.01476765E+1,
475.00,1.04856100E+1,2.35363827E+1,
476.00,6.13234615E+0,2.96729889E+1,
477.00,1.22444963E+1,2.28378754E+1,
478.00,7.01641178E+0,3.15969257E+1,
479.00,9.70005417E+0,2.37337646E+1,
480.00,1.41433134E+1,2.84831524E+1,
481.00,1.42528343E+1,2.68185425E+1,
482.00,9.82816792E+0,2.68370380E+1,
483.00,1.07736483E+1,2.61126366E+1,
484.00,1.45321579E+1,2.80359669E+1,
485.00,9.15625954E+0,2.09336033E+1,
486.00,1.09839592E+1,1.82989273E+1,
487.00,1.47411509E+1,2.48815079E+1,
488.00,1.49397230E+1,2.42374115E+1,
489.00,1.88913841E+1,2.74021950E+1,
490.00,1.03992958E+1,3.22344208E+1,
491.00,1.33663263E+1,2.19358139E+1,
492.00,1.62878456E+1,1.44111910E+1,
493.00,2.22635059E+1,3.48346443E+1,
494.00,8.77647686E+0,3.03533516E+1,
495.00,6.85728121E+0,3.34471474E+1,
496.00,2.58311558E+1,2.07959270E+1,
497.00,1.29187641E+1,2.19992085E+1,
498.00,1.10538406E+1,2.50924416E+1,
499.00,1.11545229E+1,2.63250408E+1,
500.00,1.22659159E+1,1.42381687E+1,
501.00,1.12992477E+1,2.56250668E+1,
502.00,1.76535816E+1,2.89420719E+1,
503.00,1.97848663E+1,2.40580482E+1,
504.00,1.89054260E+1,2.10547638E+1,
505.00,2.11697979E+1,2.21866741E+1,
506.00,1.49634132E+1,2.45813084E+1,
507.00,1.28309317E+1,1.92428455E+1,
508.00,2.15831394E+1,2.16907063E+1,
509.00,1.52868862E+1,2.62316971E+1,
510.00,1.54343157E+1,2.20874691E+1,
511.00,8.91812229E+0,2.89226151E+1,
512.00,1.45628157E+1,3.47100792E+1,
513.00,2.36967220E+1,1.91862507E+1,
514.00,7.99282598E+0,2.15387821E+1,
515.00,1.59770155E+1,2.40286713E+1,
516.00,1.72641354E+1,2.98492165E+1,
517.00,1.04254236E+1,2.43565311E+1,
518.00,1.99677696E+1,2.58055878E+1,
519.00,9.49973488E+0,1.78127003E+1,
520.00,1.31594477E+1,3.10221386E+1,
521.00,1.68724823E+1,1.92622929E+1,
522.00,1.33691463E+1,1.94355679E+1,
523.00,9.78849316E+0,2.08323154E+1,
524.00,9.91372299E+0,2.71313972E+1,
525.00,1.36942883E+1,1.98664951E+1,
526.00,1.38022623E+1,2.75391102E+1,
527.00,1.13274965E+1,1.89334774E+1,
528.00,1.91618176E+1,2.92736912E+1,
529.00,1.41587830E+1,2.57422333E+1,
530.00,1.68198376E+1,2.46424236E+1,
531.00,9.16339111E+0,2.35572453E+1,
532.00,1.32006083E+1,2.65325336E+1,
533.00,1.45990915E+1,2.26065388E+1,
534.00,1.20471106E+1,2.01183262E+1,
535.00,1.76617031E+1,2.17857647E+1,
536.00,1.78199883E+1,3.00149956E+1,
537.00,1.10069885E+1,2.62520542E+1,
538.00,1.94173527E+1,1.25123720E+1,
539.00,6.98348999E+0,2.24955120E+1,
540.00,1.26518393E+1,2.11847954E+1,
541.00,1.27992697E+1,2.56994534E+1,
542.00,7.17692327E+0,1.00505342E+1,
543.00,1.01452751E+1,1.73785038E+1,
544.00,1.02104292E+1,1.90762348E+1,
545.00,7.38307762E+0,3.09965153E+1,
546.00,7.43640852E+0,1.63663216E+1,
547.00,7.52659512E+0,1.65416851E+1,
548.00,4.53915977E+0,6.07482481E+0,
549.00,1.37204552E+1,7.64845085E+0,
550.00,1.38687515E+1,1.69516888E+1,
551.00,6.23157883E+0,2.01368160E+1,
