Labels,KONGBAI,
Type,Emission Scan,
Comment,,
Start,425.00,
Stop,850.00,
Step,1.00,
Fixed/Offset,445.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,27.450,
Scan Polariser,None,
Scan Slit,0.19999765,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,2.4000206,
Detector,Det 1,

425.00,2.47579026E+0,
426.00,-3.30663085E+0,
427.00,-2.46517086E+0,
428.00,0.00000000E+0,
429.00,-1.64390290E+0,
430.00,0.00000000E+0,
431.00,1.63791573E+0,
432.00,1.64636660E+0,
433.00,0.00000000E+0,
434.00,8.25477839E-1,
435.00,4.11714697E+0,
436.00,2.47346926E+0,
437.00,-3.30716181E+0,
438.00,1.66333561E+1,
439.00,4.34351082E+1,
440.00,9.07595062E+1,
441.00,1.92004440E+2,
442.00,3.54654358E+2,
443.00,1.51114661E+3,
444.00,4.00612734E+4,
445.00,9.09411563E+4,
446.00,9.46420000E+4,
447.00,4.34801523E+4,
448.00,2.58828516E+3,
449.00,4.00991089E+2,
450.00,2.02957840E+2,
451.00,1.27203957E+2,
452.00,9.72105560E+1,
453.00,4.96420212E+1,
454.00,2.66877556E+1,
455.00,1.56620493E+1,
456.00,1.16780596E+1,
457.00,1.63601265E+1,
458.00,1.13747492E+1,
459.00,1.98919792E+1,
460.00,1.48916798E+1,
461.00,1.46563911E+1,
462.00,9.13161659E+0,
463.00,1.16943674E+1,
464.00,2.67752819E+1,
465.00,1.76563301E+1,
466.00,1.50177927E+1,
467.00,1.31036215E+1,
468.00,1.48919172E+1,
469.00,1.91894417E+1,
470.00,1.99680309E+1,
471.00,2.34442101E+1,
472.00,2.59516087E+1,
473.00,2.09394836E+1,
474.00,2.01476765E+1,
475.00,2.35363827E+1,
476.00,2.96729889E+1,
477.00,2.28378754E+1,
478.00,3.15969257E+1,
479.00,2.37337646E+1,
480.00,2.84831524E+1,
481.00,2.68185425E+1,
482.00,2.68370380E+1,
483.00,2.61126366E+1,
484.00,2.80359669E+1,
485.00,2.09336033E+1,
486.00,1.82989273E+1,
487.00,2.48815079E+1,
488.00,2.42374115E+1,
489.00,2.74021950E+1,
490.00,3.22344208E+1,
491.00,2.19358139E+1,
492.00,1.44111910E+1,
493.00,3.48346443E+1,
494.00,3.03533516E+1,
495.00,3.34471474E+1,
496.00,2.07959270E+1,
497.00,2.19992085E+1,
498.00,2.50924416E+1,
499.00,2.63250408E+1,
500.00,1.42381687E+1,
501.00,2.56250668E+1,
502.00,2.89420719E+1,
503.00,2.40580482E+1,
504.00,2.10547638E+1,
505.00,2.21866741E+1,
506.00,2.45813084E+1,
507.00,1.92428455E+1,
508.00,2.16907063E+1,
509.00,2.62316971E+1,
510.00,2.20874691E+1,
511.00,2.89226151E+1,
512.00,3.47100792E+1,
513.00,1.91862507E+1,
514.00,2.15387821E+1,
515.00,2.40286713E+1,
516.00,2.98492165E+1,
517.00,2.43565311E+1,
518.00,2.58055878E+1,
519.00,1.78127003E+1,
520.00,3.10221386E+1,
521.00,1.92622929E+1,
522.00,1.94355679E+1,
523.00,2.08323154E+1,
524.00,2.71313972E+1,
525.00,1.98664951E+1,
526.00,2.75391102E+1,
527.00,1.89334774E+1,
528.00,2.92736912E+1,
529.00,2.57422333E+1,
530.00,2.46424236E+1,
531.00,2.35572453E+1,
532.00,2.65325336E+1,
533.00,2.26065388E+1,
534.00,2.01183262E+1,
535.00,2.17857647E+1,
536.00,3.00149956E+1,
537.00,2.62520542E+1,
538.00,1.25123720E+1,
539.00,2.24955120E+1,
540.00,2.11847954E+1,
541.00,2.56994534E+1,
542.00,1.00505342E+1,
543.00,1.73785038E+1,
544.00,1.90762348E+1,
545.00,3.09965153E+1,
546.00,1.63663216E+1,
547.00,1.65416851E+1,
548.00,6.07482481E+0,
549.00,7.64845085E+0,
550.00,1.69516888E+1,
551.00,2.01368160E+1,
552.00,1.10192966E+1,
553.00,4.78694391E+0,
554.00,2.24235020E+1,
555.00,1.44921732E+1,
556.00,4.90370846E+0,
557.00,1.97924538E+1,
558.00,6.64787579E+0,
559.00,2.68982315E+1,
560.00,1.52992725E+1,
561.00,2.74565907E+1,
562.00,1.21048450E+1,
563.00,8.70462132E+0,
564.00,2.28732719E+1,
565.00,2.49162998E+1,
566.00,1.43851166E+1,
567.00,7.29084396E+0,
568.00,1.83003616E+1,
569.00,7.40343618E+0,
570.00,2.23894367E+1,
571.00,9.42690182E+0,
572.00,2.28995075E+1,
573.00,1.54698591E+1,
574.00,1.16568041E+1,
575.00,5.91815901E+0,
576.00,1.39111300E+1,
577.00,8.02145004E+0,
578.00,1.63085651E+1,
579.00,6.16645908E+0,
580.00,1.03619604E+1,
581.00,1.88714161E+1,
582.00,1.69120865E+1,
583.00,1.49628305E+1,
584.00,8.66259289E+0,
585.00,8.74402618E+0,
586.00,4.42882347E+0,
587.00,2.43881607E+1,
588.00,4.52831411E+0,
589.00,2.28615713E+0,
590.00,1.14753065E+1,
591.00,1.16145258E+1,
592.00,1.40985203E+1,
593.00,2.37910128E+0,
594.00,1.19815435E+1,
595.00,9.68163776E+0,
596.00,0.00000000E+0,
597.00,9.95364952E+0,
598.00,2.49819970E+0,
599.00,1.01236820E+1,
600.00,5.11799765E+0,
601.00,1.03474760E+1,
602.00,7.81051397E+0,
603.00,-2.64625812E+0,
604.00,1.33876486E+1,
605.00,2.70705032E+0,
606.00,0.00000000E+0,
607.00,2.78250813E+0,
608.00,8.42954826E+0,
609.00,-5.71002150E+0,
610.00,0.00000000E+0,
611.00,-2.91153812E+0,
612.00,5.88579893E+0,
613.00,2.98123908E+0,
614.00,0.00000000E+0,
615.00,-6.11209965E+0,
616.00,6.20628357E+0,
617.00,6.33848763E+0,
618.00,-9.62601089E+0,
619.00,1.62349567E+1,
620.00,9.82788754E+0,
621.00,1.66716156E+1,
622.00,3.37012839E+0,
623.00,3.41901135E+0,
624.00,1.73707600E+1,
625.00,1.06482630E+1,
626.00,7.16156864E+0,
627.00,-1.45786085E+1,
628.00,0.00000000E+0,
629.00,7.46791649E+0,
630.00,-3.80792022E+0,
631.00,1.54086113E+1,
632.00,-3.90159154E+0,
633.00,0.00000000E+0,
634.00,0.00000000E+0,
635.00,-8.20812321E+0,
636.00,8.35332012E+0,
637.00,8.47512627E+0,
638.00,0.00000000E+0,
639.00,8.75988674E+0,
640.00,1.78053303E+1,
641.00,4.51446342E+0,
642.00,1.38236752E+1,
643.00,0.00000000E+0,
644.00,4.75582123E+0,
645.00,-4.86228418E+0,
646.00,-4.93854189E+0,
647.00,-1.50982990E+1,
648.00,0.00000000E+0,
649.00,1.55998383E+1,
650.00,-5.31136465E+0,
651.00,1.62225246E+1,
652.00,1.09578390E+1,
653.00,0.00000000E+0,
654.00,-1.71506081E+1,
655.00,-1.75746746E+1,
656.00,-1.77919540E+1,
657.00,-6.06392527E+0,
658.00,-6.17576265E+0,
659.00,1.26433792E+1,
660.00,3.24645996E+1,
661.00,-6.66543007E+0,
662.00,-6.80040407E+0,
663.00,-1.40972118E+1,
664.00,-2.18569641E+1,
665.00,7.54794168E+0,
666.00,7.75371313E+0,
667.00,0.00000000E+0,
668.00,-8.07321358E+0,
669.00,-1.62048550E+1,
670.00,1.63562183E+1,
671.00,-8.18653202E+0,
672.00,-2.46313362E+1,
673.00,0.00000000E+0,
674.00,1.65223351E+1,
675.00,-8.30734730E+0,
676.00,8.32328987E+0,
677.00,-3.31766968E+1,
678.00,-8.41019154E+0,
679.00,-1.68341579E+1,
680.00,1.72159348E+1,
681.00,-8.66005135E+0,
682.00,8.70717239E+0,
683.00,-2.62438259E+1,
684.00,0.00000000E+0,
685.00,-8.84735870E+0,
686.00,-2.68110695E+1,
687.00,-2.69801311E+1,
688.00,9.11511326E+0,
689.00,0.00000000E+0,
690.00,-1.84333553E+1,
691.00,0.00000000E+0,
692.00,3.77083855E+1,
693.00,-1.91062527E+1,
694.00,9.69183540E+0,
695.00,-9.77940273E+0,
696.00,0.00000000E+0,
697.00,-2.00803185E+1,
698.00,-1.01520452E+1,
699.00,-3.09975071E+1,
700.00,0.00000000E+0,
701.00,0.00000000E+0,
702.00,0.00000000E+0,
703.00,-2.18062973E+1,
704.00,0.00000000E+0,
705.00,4.48326874E+1,
706.00,-2.27819004E+1,
707.00,-2.30570831E+1,
708.00,0.00000000E+0,
709.00,1.19275751E+1,
710.00,2.41505337E+1,
711.00,-2.47443466E+1,
712.00,-1.25028629E+1,
713.00,-3.82072067E+1,
714.00,-2.58912334E+1,
715.00,-3.97260857E+1,
716.00,-4.04285164E+1,
717.00,2.74057159E+1,
718.00,1.39214964E+1,
719.00,-4.25060196E+1,
720.00,-1.44247227E+1,
721.00,1.46327753E+1,
722.00,-2.99066811E+1,
723.00,6.10172195E+1,
724.00,4.66936226E+1,
725.00,-1.58222342E+1,
726.00,1.61292130E+2,
727.00,-3.29238548E+1,
728.00,-3.36230621E+1,
729.00,-3.42839203E+1,
730.00,3.48484573E+1,
731.00,-1.77748432E+1,
732.00,1.82054062E+1,
733.00,-3.69393272E+1,
734.00,1.69021194E+2,
735.00,3.86111794E+1,
736.00,-3.94891396E+1,
737.00,0.00000000E+0,
738.00,-4.09140511E+1,
739.00,-6.27536545E+1,
740.00,2.13707733E+1,
741.00,-2.18445835E+1,
742.00,-4.45768471E+1,
743.00,0.00000000E+0,
744.00,-2.32006378E+1,
745.00,-9.45743027E+1,
746.00,-4.83205223E+1,
747.00,-7.40673828E+1,
748.00,-1.00722038E+2,
749.00,-7.70632401E+1,
750.00,-7.91046371E+1,
751.00,-8.11029968E+1,
752.00,-2.75061893E+1,
753.00,-8.43164215E+1,
754.00,0.00000000E+0,
755.00,0.00000000E+0,
756.00,-3.00184364E+1,
757.00,9.20810852E+1,
758.00,-9.43007050E+1,
759.00,0.00000000E+0,
760.00,-1.31280807E+2,
761.00,-3.35187531E+1,
762.00,0.00000000E+0,
763.00,3.50223160E+1,
764.00,7.18824844E+1,
765.00,-7.31015472E+1,
766.00,1.86063034E+2,
767.00,-3.81010323E+1,
768.00,0.00000000E+0,
769.00,-7.95625305E+1,
770.00,-8.15185852E+1,
771.00,-1.23895805E+2,
772.00,-4.25550423E+1,
773.00,4.35491562E+1,
774.00,-1.77625809E+2,
775.00,-4.54396095E+1,
776.00,-9.31456070E+1,
777.00,0.00000000E+0,
778.00,-4.84358978E+1,
779.00,-4.93099174E+1,
780.00,1.01200386E+2,
781.00,-5.18986244E+1,
782.00,-1.06169815E+2,
783.00,-5.40171738E+1,
784.00,-1.10576614E+2,
785.00,-1.70293045E+2,
786.00,5.75747147E+1,
787.00,-1.76033859E+2,
788.00,-1.79934845E+2,
789.00,1.22746376E+2,
790.00,-6.31044273E+1,
791.00,-6.42952499E+1,
792.00,3.94470184E+2,
793.00,-1.34246368E+2,
794.00,-2.04797546E+2,
795.00,-2.09441360E+2,
796.00,7.09326553E+1,
797.00,-2.89538849E+2,
798.00,-1.48659164E+2,
799.00,0.00000000E+0,
800.00,-3.09720337E+2,
801.00,-7.88530273E+1,
802.00,-1.60281540E+2,
803.00,-2.45823898E+2,
804.00,-8.37910080E+1,
805.00,-1.70561890E+2,
806.00,8.72837448E+1,
807.00,-8.92363510E+1,
808.00,-3.64492981E+2,
809.00,0.00000000E+0,
810.00,-1.89557892E+2,
811.00,-9.68252945E+1,
812.00,-2.97707550E+2,
813.00,1.01253571E+2,
814.00,-3.13342163E+2,
815.00,-1.07277206E+2,
816.00,-4.44781647E+2,
817.00,-1.14249603E+2,
818.00,-1.17199936E+2,
819.00,-3.65529144E+2,
820.00,-5.05714722E+2,
821.00,-1.30400497E+2,
822.00,-1.35580795E+2,
823.00,0.00000000E+0,
824.00,-2.95845306E+2,
825.00,1.55777893E+2,
826.00,-3.28017700E+2,
827.00,-1.73420502E+2,
828.00,-1.83304199E+2,
829.00,-1.96255249E+2,
830.00,-4.16797211E+2,
831.00,4.46865234E+2,
832.00,2.38701126E+2,
833.00,-5.14826172E+2,
834.00,2.77145782E+2,
835.00,2.99722321E+2,
836.00,-9.80622314E+2,
837.00,-3.53768677E+2,
838.00,-3.85117798E+2,
839.00,0.00000000E+0,
840.00,0.00000000E+0,
841.00,1.49719287E+3,
842.00,-2.18609277E+3,
843.00,-1.79762805E+3,
844.00,-1.98152734E+3,
845.00,0.00000000E+0,
846.00,-2.40065918E+3,
847.00,-1.75982202E+3,
848.00,-1.95677063E+3,
849.00,0.00000000E+0,
850.00,-3.58008691E+3,
