0.01cr-fitted-65.32%
  QY = 65.32%
Labels,EmScan10,KONGBAI,
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,28.0,27.450,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

425.00,-8.31236959E-1,2.47579026E+0,
426.00,-8.24963093E-1,-3.30663085E+0,
427.00,0.00000000E+0,-2.46517086E+0,
428.00,0.00000000E+0,0.00000000E+0,
429.00,8.22522044E-1,-1.64390290E+0,
430.00,-1.64777994E+0,0.00000000E+0,
431.00,-8.21682811E-1,1.63791573E+0,
432.00,-1.64699376E+0,1.64636660E+0,
433.00,-8.23362291E-1,0.00000000E+0,
434.00,8.20943713E-1,8.25477839E-1,
435.00,0.00000000E+0,4.11714697E+0,
436.00,-8.26577961E-1,2.47346926E+0,
437.00,8.30155313E-1,-3.30716181E+0,
438.00,6.63478327E+0,1.66333561E+1,
439.00,1.51349325E+1,4.34351082E+1,
440.00,6.05228844E+1,9.07595062E+1,
441.00,1.17955292E+2,1.92004440E+2,
442.00,1.99734650E+2,3.54654358E+2,
443.00,8.25862732E+2,1.51114661E+3,
444.00,2.33170684E+4,4.00612734E+4,
445.00,5.55010117E+4,9.09411563E+4,
446.00,5.89127344E+4,9.46420000E+4,
447.00,2.81435352E+4,4.34801523E+4,
448.00,1.82928064E+3,2.58828516E+3,
449.00,2.16987930E+2,4.00991089E+2,
450.00,1.30206924E+2,2.02957840E+2,
451.00,9.80270996E+1,1.27203957E+2,
452.00,6.62886581E+1,9.72105560E+1,
453.00,3.53095551E+1,4.96420212E+1,
454.00,9.85674667E+0,2.66877556E+1,
455.00,8.79428387E+0,1.56620493E+1,
456.00,6.78730726E+0,1.16780596E+1,
457.00,8.62568855E+0,1.63601265E+1,
458.00,4.73957062E+0,1.13747492E+1,
459.00,6.57517099E+0,1.98919792E+1,
460.00,9.29820633E+0,1.48916798E+1,
461.00,7.30692291E+0,1.46563911E+1,
462.00,7.25602436E+0,9.13161659E+0,
463.00,3.61106205E+0,1.16943674E+1,
464.00,8.05950832E+0,2.67752819E+1,
465.00,7.97687292E+0,1.76563301E+1,
466.00,1.05822315E+1,1.50177927E+1,
467.00,3.50081086E+0,1.31036215E+1,
468.00,7.85508394E+0,1.48919172E+1,
469.00,1.30843506E+1,1.91894417E+1,
470.00,9.52555656E+0,1.99680309E+1,
471.00,9.52591324E+0,2.34442101E+1,
472.00,1.03764992E+1,2.59516087E+1,
473.00,9.54776955E+0,2.09394836E+1,
474.00,1.64701385E+1,2.01476765E+1,
475.00,1.22495251E+1,2.35363827E+1,
476.00,7.85354233E+0,2.96729889E+1,
477.00,1.39640608E+1,2.28378754E+1,
478.00,1.05579214E+1,3.15969257E+1,
479.00,1.23591452E+1,2.37337646E+1,
480.00,1.06121302E+1,2.84831524E+1,
481.00,7.13791037E+0,2.68185425E+1,
482.00,9.82749748E+0,2.68370380E+1,
483.00,1.53315258E+1,2.61126366E+1,
484.00,1.63822384E+1,2.80359669E+1,
485.00,7.28551960E+0,2.09336033E+1,
486.00,1.73638458E+1,1.82989273E+1,
487.00,1.19732189E+1,2.48815079E+1,
488.00,1.86662464E+1,2.42374115E+1,
489.00,3.75819683E+0,2.74021950E+1,
490.00,1.41637335E+1,3.22344208E+1,
491.00,9.49661255E+0,2.19358139E+1,
492.00,1.73442230E+1,1.44111910E+1,
493.00,8.71036053E+0,3.48346443E+1,
494.00,1.75175552E+1,3.03533516E+1,
495.00,1.17932301E+1,3.34471474E+1,
496.00,9.87146759E+0,2.07959270E+1,
497.00,1.39478321E+1,2.19992085E+1,
498.00,1.70209866E+1,2.50924416E+1,
499.00,1.71225014E+1,2.63250408E+1,
500.00,1.52541409E+1,1.42381687E+1,
501.00,1.74372768E+1,2.56250668E+1,
502.00,1.96239529E+1,2.89420719E+1,
503.00,1.97590389E+1,2.40580482E+1,
504.00,1.98740120E+1,2.10547638E+1,
505.00,1.90942268E+1,2.21866741E+1,
506.00,9.61999702E+0,2.45813084E+1,
507.00,1.50191517E+1,1.92428455E+1,
508.00,2.38467255E+1,2.16907063E+1,
509.00,1.75266762E+1,2.62316971E+1,
510.00,1.53444281E+1,2.20874691E+1,
511.00,6.62908936E+0,2.89226151E+1,
512.00,5.57751608E+0,3.47100792E+1,
513.00,4.52073336E+0,1.91862507E+1,
514.00,1.47350521E+1,2.15387821E+1,
515.00,1.14153748E+1,2.40286713E+1,
516.00,1.38150759E+1,2.98492165E+1,
517.00,9.30485153E+0,2.43565311E+1,
518.00,1.28479929E+1,2.58055878E+1,
519.00,1.64886608E+1,1.78127003E+1,
520.00,1.43044996E+1,3.10221386E+1,
521.00,1.56466360E+1,1.92622929E+1,
522.00,8.51998234E+0,1.94355679E+1,
523.00,1.10134554E+1,2.08323154E+1,
524.00,4.91382170E+0,2.71313972E+1,
525.00,7.42227411E+0,1.98664951E+1,
526.00,8.77048397E+0,2.75391102E+1,
527.00,1.26436520E+1,1.89334774E+1,
528.00,1.27414875E+1,2.92736912E+1,
529.00,1.41862612E+1,2.57422333E+1,
530.00,1.81104927E+1,2.46424236E+1,
531.00,1.30707426E+1,2.35572453E+1,
532.00,7.89172745E+0,2.65325336E+1,
533.00,1.33055038E+1,2.26065388E+1,
534.00,6.71608067E+0,2.01183262E+1,
535.00,1.22136793E+1,2.17857647E+1,
536.00,1.90788479E+1,3.00149956E+1,
537.00,8.24373245E+0,2.62520542E+1,
538.00,9.66444874E+0,1.25123720E+1,
539.00,1.25955563E+1,2.24955120E+1,
540.00,1.69728546E+1,2.11847954E+1,
541.00,2.84691739E+0,2.56994534E+1,
542.00,1.72177334E+1,1.00505342E+1,
543.00,1.16489315E+1,1.73785038E+1,
544.00,1.60695171E+1,1.90762348E+1,
545.00,5.88760424E+0,3.09965153E+1,
546.00,1.48852968E+1,1.63663216E+1,
547.00,1.35325193E+1,1.65416851E+1,
548.00,9.08699608E+0,6.07482481E+0,
549.00,1.21527939E+1,7.64845085E+0,
550.00,1.39045391E+1,1.69516888E+1,
551.00,2.64679260E+1,2.01368160E+1,
