0.007cr-fitted
  QY = 83.57%
Labels,EmScan8,KONGBAI,
Type,Emission Scan,Emission Scan,
Comment,,,
Start,425.00,425.00,
Stop,850.00,850.00,
Step,1.00,1.00,
Fixed/Offset,445.00,445.00,
Xaxis,Wavelength,Wavelength,
Yaxis,Counts,Counts,
Scan Corr. by File,True,True,
Corr. by Ref. Det.,True,True,
Fixed/Offset Corr. by File,False,False,
Repeats,1,1,
Dwell Time,0.10,0.10,
Lamp,Xenon,Xenon,
Temp,27.90,27.450,
Scan Polariser,None,None,
Scan Slit,0.19999765,0.19999765,
Fixed/Offset Polariser,None,None,
Fixed/Offset Slit,2.4000206,2.4000206,
Detector,Det 1,Det 1,

425.00,8.29560876E-1,2.47579026E+0,
426.00,0.00000000E+0,-3.30663085E+0,
427.00,-8.20340872E-1,-2.46517086E+0,
428.00,2.45303702E+0,0.00000000E+0,
429.00,0.00000000E+0,-1.64390290E+0,
430.00,-8.23309541E-1,0.00000000E+0,
431.00,0.00000000E+0,1.63791573E+0,
432.00,8.23971689E-1,1.64636660E+0,
433.00,8.27058017E-1,0.00000000E+0,
434.00,1.65111709E+0,8.25477839E-1,
435.00,0.00000000E+0,4.11714697E+0,
436.00,0.00000000E+0,2.47346926E+0,
437.00,4.13274097E+0,-3.30716181E+0,
438.00,7.50747967E+0,1.66333561E+1,
439.00,3.53609085E+1,4.34351082E+1,
440.00,6.03728676E+1,9.07595062E+1,
441.00,1.55560013E+2,1.92004440E+2,
442.00,2.25335831E+2,3.54654358E+2,
443.00,8.69699463E+2,1.51114661E+3,
444.00,2.56819922E+4,4.00612734E+4,
445.00,5.96069336E+4,9.09411563E+4,
446.00,6.36312266E+4,9.46420000E+4,
447.00,3.02947402E+4,4.34801523E+4,
448.00,2.07767529E+3,2.58828516E+3,
449.00,2.37707901E+2,4.00991089E+2,
450.00,1.86151184E+2,2.02957840E+2,
451.00,9.05778046E+1,1.27203957E+2,
452.00,6.33884583E+1,9.72105560E+1,
453.00,3.66553841E+1,4.96420212E+1,
454.00,1.56897383E+1,2.66877556E+1,
455.00,6.87542868E+0,1.56620493E+1,
456.00,8.75614738E+0,1.16780596E+1,
457.00,0.00000000E+0,1.63601265E+1,
458.00,7.62477589E+0,1.13747492E+1,
459.00,1.69239235E+1,1.98919792E+1,
460.00,1.02265282E+1,1.48916798E+1,
461.00,1.00674467E+1,1.46563911E+1,
462.00,9.10285568E+0,9.13161659E+0,
463.00,1.08214197E+1,1.16943674E+1,
464.00,6.23818159E+0,2.67752819E+1,
465.00,7.11872816E+0,1.76563301E+1,
466.00,1.14462795E+1,1.50177927E+1,
467.00,1.13994331E+1,1.31036215E+1,
468.00,1.39700508E+1,1.48919172E+1,
469.00,1.13710489E+1,1.91894417E+1,
470.00,1.38902597E+1,1.99680309E+1,
471.00,6.08015013E+0,2.34442101E+1,
472.00,5.19518137E+0,2.59516087E+1,
473.00,6.97058916E+0,2.09394836E+1,
474.00,1.82582474E+1,2.01476765E+1,
475.00,2.09868393E+1,2.35363827E+1,
476.00,1.66539059E+1,2.96729889E+1,
477.00,1.31443243E+1,2.28378754E+1,
478.00,1.23391466E+1,3.15969257E+1,
479.00,1.94127922E+1,2.37337646E+1,
480.00,1.24047327E+1,2.84831524E+1,
481.00,1.87694874E+1,2.68185425E+1,
482.00,2.06870480E+1,2.68370380E+1,
483.00,1.26791945E+1,2.61126366E+1,
484.00,1.54218235E+1,2.80359669E+1,
485.00,1.27406998E+1,2.09336033E+1,
486.00,9.16894245E+0,1.82989273E+1,
487.00,1.20011549E+1,2.48815079E+1,
488.00,1.30750751E+1,2.42374115E+1,
489.00,1.69479809E+1,2.74021950E+1,
490.00,1.51590614E+1,3.22344208E+1,
491.00,1.53429737E+1,2.19358139E+1,
492.00,1.53743391E+1,1.44111910E+1,
493.00,2.23190689E+1,3.48346443E+1,
494.00,2.25704460E+1,3.03533516E+1,
495.00,1.87565231E+1,3.34471474E+1,
496.00,3.15739269E+1,2.07959270E+1,
497.00,1.39366751E+1,2.19992085E+1,
498.00,2.41059246E+1,2.50924416E+1,
499.00,1.82655487E+1,2.63250408E+1,
500.00,2.14685059E+1,1.42381687E+1,
501.00,2.37896805E+1,2.56250668E+1,
502.00,2.60566349E+1,2.89420719E+1,
503.00,1.77630653E+1,2.40580482E+1,
504.00,2.41096058E+1,2.10547638E+1,
505.00,1.37405033E+1,2.21866741E+1,
506.00,1.60641403E+1,2.45813084E+1,
507.00,6.47183800E+0,1.92428455E+1,
508.00,2.17168102E+1,2.16907063E+1,
509.00,2.51938591E+1,2.62316971E+1,
510.00,9.88985252E+0,2.20874691E+1,
511.00,2.23193893E+1,2.89226151E+1,
512.00,2.46293468E+1,3.47100792E+1,
513.00,2.36094704E+1,1.91862507E+1,
514.00,1.58764057E+1,2.15387821E+1,
515.00,2.86150551E+1,2.40286713E+1,
516.00,1.95977058E+1,2.98492165E+1,
517.00,1.51647873E+1,2.43565311E+1,
518.00,1.98666077E+1,2.58055878E+1,
519.00,1.06520281E+1,1.78127003E+1,
520.00,1.19155340E+1,3.10221386E+1,
521.00,1.43729601E+1,1.92622929E+1,
522.00,1.20745754E+1,1.94355679E+1,
523.00,2.07952633E+1,2.08323154E+1,
524.00,1.59772301E+1,2.71313972E+1,
525.00,3.10450325E+1,1.98664951E+1,
526.00,1.88343391E+1,2.75391102E+1,
527.00,1.76696949E+1,1.89334774E+1,
528.00,2.16641235E+1,2.92736912E+1,
529.00,2.44467525E+1,2.57422333E+1,
530.00,2.60506535E+1,2.46424236E+1,
531.00,1.43772564E+1,2.35572453E+1,
532.00,1.58002386E+1,2.65325336E+1,
533.00,2.26397190E+1,2.26065388E+1,
534.00,1.47522879E+1,2.01183262E+1,
535.00,1.76171322E+1,2.17857647E+1,
536.00,1.23309879E+1,3.00149956E+1,
537.00,9.63704205E+0,2.62520542E+1,
538.00,6.95621729E+0,1.25123720E+1,
539.00,2.65641708E+1,2.24955120E+1,
540.00,9.91343212E+0,2.11847954E+1,
541.00,1.28816071E+1,2.56994534E+1,
542.00,1.58239403E+1,1.00505342E+1,
543.00,1.59220676E+1,1.73785038E+1,
544.00,1.61256390E+1,1.90762348E+1,
545.00,5.89920330E+0,3.09965153E+1,
546.00,1.49408340E+1,1.63663216E+1,
547.00,1.35672464E+1,1.65416851E+1,
548.00,1.06106033E+1,6.07482481E+0,
549.00,1.69104729E+1,7.64845085E+0,
550.00,4.64674664E+0,1.69516888E+1,
551.00,1.55127516E+1,2.01368160E+1,
