0.02CR-FITTED

Labels,Decay8 on Em1,Decay8 on Em1F2,Decay8 on Em1F2R,
3.7E04,1.27000000E+2, , ,
3.8E04,1.41000000E+2, , ,
3.9E04,1.70000000E+2, , ,
4E04,1.60000000E+2, , ,
4.1E04,1.55000000E+2, , ,
4.2E04,1.61000000E+2, , ,
4.3E04,1.48000000E+2, , ,
4.4E04,1.81000000E+2, , ,
4.5E04,1.62000000E+2, , ,
4.6E04,1.33000000E+2, , ,
4.7E04,1.74000000E+2, , ,
4.8E04,1.58000000E+2, , ,
4.9E04,1.84000000E+2, , ,
5E04,1.49000000E+2, , ,
5.1E04,1.31000000E+2, , ,
5.2E04,1.58000000E+2, , ,
5.3E04,1.40000000E+2, , ,
5.4E04,1.65000000E+2, , ,
5.5E04,1.43000000E+2, , ,
5.6E04,1.39000000E+2, , ,
5.7E04,1.56000000E+2, , ,
5.8E04,1.48000000E+2, , ,
5.9E04,1.71000000E+2, , ,
6E04,1.24000000E+2, , ,
6.1E04,1.53000000E+2, , ,
6.2E04,1.57000000E+2, , ,
6.3E04,1.63000000E+2, , ,
6.4E04,1.53000000E+2, , ,
6.5E04,1.51000000E+2, , ,
6.6E04,1.63000000E+2, , ,
6.7E04,1.69000000E+2, , ,
6.8E04,1.61000000E+2, , ,
6.9E04,1.71000000E+2, , ,
7E04,1.69000000E+2, , ,
7.1E04,1.65000000E+2, , ,
7.2E04,1.52000000E+2, , ,
7.3E04,1.29000000E+2, , ,
7.4E04,1.44000000E+2, , ,
7.5E04,1.63000000E+2, , ,
7.6E04,1.35000000E+2, , ,
7.7E04,1.52000000E+2, , ,
7.8E04,1.40000000E+2, , ,
7.9E04,1.60000000E+2, , ,
8E04,1.75000000E+2, , ,
8.1E04,1.65000000E+2, , ,
8.2E04,1.55000000E+2, , ,
8.3E04,1.42000000E+2, , ,
8.4E04,1.61000000E+2, , ,
8.5E04,1.65000000E+2, , ,
8.6E04,1.44000000E+2, , ,
8.7E04,1.78000000E+2, , ,
8.8E04,1.70000000E+2, , ,
8.9E04,1.50000000E+2, , ,
9E04,1.52000000E+2, , ,
9.1E04,1.86000000E+2, , ,
9.2E04,1.63000000E+2, , ,
9.3E04,1.43000000E+2, , ,
9.4E04,1.49000000E+2, , ,
9.5E04,1.95000000E+2, , ,
9.6E04,1.68000000E+2, , ,
9.7E04,1.58000000E+2, , ,
9.8E04,1.53000000E+2, , ,
9.9E04,1.45000000E+2, , ,
1E05,1.58000000E+2, , ,
1.01E05,1.74000000E+2, , ,
1.02E05,1.68000000E+2, , ,
1.03E05,1.53000000E+2, , ,
1.04E05,1.71000000E+2, , ,
1.05E05,3.32000000E+2, , ,
1.06E05,1.56300000E+3, , ,
1.07E05,1.67000000E+2, , ,
1.08E05,1.61000000E+2, , ,
1.09E05,3.38000000E+2, , ,
1.1E05,2.14800000E+3, , ,
1.11E05,5.20100000E+3, , ,
1.12E05,7.37900000E+3, , ,
1.13E05,7.99200000E+3, , ,
1.14E05,7.87200000E+3, , ,
1.15E05,7.90500000E+3, , ,
1.16E05,8.00000000E+3,8.26517871E+3,-2.96478820E+0,
1.17E05,7.89400000E+3,8.10535352E+3,-2.37881637E+0,
1.18E05,7.75800000E+3,7.94884961E+3,-2.16678786E+0,
1.19E05,7.64300000E+3,7.79559668E+3,-1.74547303E+0,
1.2E05,7.50000000E+3,7.64552344E+3,-1.68035996E+0,
1.21E05,7.49600000E+3,7.49856250E+3,-2.95970943E-2,
1.22E05,7.23100000E+3,7.35464746E+3,-1.45407236E+0,
1.23E05,7.31300000E+3,7.21371240E+3,1.16104007E+0,
1.24E05,7.08100000E+3,7.07569482E+3,6.30452633E-2,
1.25E05,6.95700000E+3,6.94053125E+3,1.97446585E-1,
1.26E05,6.89700000E+3,6.80816064E+3,1.06973267E+0,
1.27E05,6.77400000E+3,6.67852441E+3,1.16003144E+0,
1.28E05,6.62800000E+3,6.55156299E+3,9.38885093E-1,
1.29E05,6.46100000E+3,6.42722021E+3,4.20249313E-1,
1.3E05,6.51000000E+3,6.30543896E+3,2.53531790E+0,
1.31E05,6.26200000E+3,6.18616602E+3,9.58312929E-1,
1.32E05,6.11000000E+3,6.06934717E+3,5.20080030E-1,
1.33E05,6.02100000E+3,5.95493018E+3,8.51468980E-1,
1.34E05,5.95700000E+3,5.84286377E+3,1.47880089E+0,
1.35E05,5.75700000E+3,5.73309814E+3,3.15016657E-1,
1.36E05,5.69600000E+3,5.62558398E+3,9.33010340E-1,
1.37E05,5.57500000E+3,5.52027344E+3,7.32952356E-1,
1.38E05,5.44900000E+3,5.41712012E+3,4.31875229E-1,
1.39E05,5.43900000E+3,5.31607813E+3,1.66674685E+0,
1.4E05,5.21600000E+3,5.21710156E+3,-1.52524756E-2,
1.41E05,5.28200000E+3,5.12014795E+3,2.22699380E+0,
1.42E05,5.03100000E+3,5.02517334E+3,8.21471512E-2,
1.43E05,5.05100000E+3,4.93213574E+3,1.67248642E+0,
1.44E05,4.92000000E+3,4.84099512E+3,1.12634480E+0,
1.45E05,4.86400000E+3,4.75171045E+3,1.61006188E+0,
1.46E05,4.70500000E+3,4.66424268E+3,5.94190717E-1,
1.47E05,4.51900000E+3,4.57855273E+3,-8.85891497E-1,
1.48E05,4.53100000E+3,4.49460352E+3,5.40707529E-1,
1.49E05,4.45100000E+3,4.41235791E+3,5.79204321E-1,
1.5E05,4.33700000E+3,4.33178076E+3,7.92523995E-2,
1.51E05,4.22100000E+3,4.25283545E+3,-4.90008146E-1,
1.52E05,4.17700000E+3,4.17548828E+3,2.33904608E-2,
1.53E05,4.11100000E+3,4.09970557E+3,1.76153272E-1,
1.54E05,4.11100000E+3,4.02545361E+3,1.33422148E+0,
1.55E05,3.94700000E+3,3.95270117E+3,-9.07466486E-2,
1.56E05,3.84600000E+3,3.88141577E+3,-5.71073592E-1,
1.57E05,3.68000000E+3,3.81156714E+3,-2.16881990E+0,
1.58E05,3.72100000E+3,3.74312451E+3,-3.62696916E-1,
1.59E05,3.68800000E+3,3.67605835E+3,1.96638659E-1,
1.6E05,3.64200000E+3,3.61033984E+3,5.24617851E-1,
1.61E05,3.50600000E+3,3.54594067E+3,-6.74542665E-1,
1.62E05,3.48500000E+3,3.48283325E+3,3.67034599E-2,
1.63E05,3.42500000E+3,3.42098999E+3,6.85196519E-2,
1.64E05,3.32400000E+3,3.36038501E+3,-6.31090999E-1,
1.65E05,3.33200000E+3,3.30099146E+3,5.37191212E-1,
1.66E05,3.25800000E+3,3.24278491E+3,2.66562432E-1,
1.67E05,3.19900000E+3,3.18573975E+3,2.34447017E-1,
1.68E05,3.10000000E+3,3.12983179E+3,-5.35794735E-1,
1.69E05,3.10400000E+3,3.07503760E+3,5.19844830E-1,
1.7E05,2.95300000E+3,3.02133374E+3,-1.25748694E+0,
1.71E05,2.95600000E+3,2.96869702E+3,-2.33533740E-1,
1.72E05,2.89900000E+3,2.91710547E+3,-3.36268097E-1,
1.73E05,2.91600000E+3,2.86653760E+3,9.15970385E-1,
1.74E05,2.91900000E+3,2.81697168E+3,1.88844216E+0,
1.75E05,2.76400000E+3,2.76838672E+3,-8.34393203E-2,
1.76E05,2.65800000E+3,2.72076245E+3,-1.21736944E+0,
1.77E05,2.65400000E+3,2.67407861E+3,-3.89747411E-1,
1.78E05,2.56600000E+3,2.62831592E+3,-1.23018563E+0,
1.79E05,2.55000000E+3,2.58345532E+3,-6.62514091E-1,
1.8E05,2.58900000E+3,2.53947778E+3,9.73271608E-1,
1.81E05,2.46400000E+3,2.49636499E+3,-6.52011335E-1,
1.82E05,2.38200000E+3,2.45409912E+3,-1.47726727E+0,
1.83E05,2.34700000E+3,2.41266260E+3,-1.35538137E+0,
1.84E05,2.41800000E+3,2.37203809E+3,9.34695065E-1,
1.85E05,2.32800000E+3,2.33220874E+3,-8.72289464E-2,
1.86E05,2.24600000E+3,2.29315845E+3,-9.95072305E-1,
1.87E05,2.17800000E+3,2.25487085E+3,-1.64714849E+0,
1.88E05,2.26900000E+3,2.21733008E+3,1.08472729E+0,
1.89E05,2.23800000E+3,2.18052100E+3,1.21500814E+0,
1.9E05,2.14900000E+3,2.14442798E+3,9.86256897E-2,
1.91E05,2.05000000E+3,2.10903687E+3,-1.30390620E+0,
1.92E05,2.00400000E+3,2.07433276E+3,-1.57111812E+0,
1.93E05,2.02100000E+3,2.04030200E+3,-4.29357618E-1,
1.94E05,2.05600000E+3,2.00693018E+3,1.08218861E+0,
1.95E05,2.04100000E+3,1.97420398E+3,1.47852635E+0,
1.96E05,1.89500000E+3,1.94210999E+3,-1.08220208E+0,
1.97E05,1.90700000E+3,1.91063562E+3,-8.32536221E-2,
1.98E05,1.82900000E+3,1.87976782E+3,-1.18708456E+0,
1.99E05,1.84200000E+3,1.84949426E+3,-1.74616024E-1,
2E05,1.83300000E+3,1.81980273E+3,3.08249742E-1,
2.01E05,1.79200000E+3,1.79068127E+3,3.11519653E-2,
2.02E05,1.70400000E+3,1.76211841E+3,-1.40792310E+0,
2.03E05,1.70800000E+3,1.73410254E+3,-6.31595194E-1,
2.04E05,1.75600000E+3,1.70662256E+3,1.17832839E+0,
2.05E05,1.67500000E+3,1.67966748E+3,-1.14044696E-1,
2.06E05,1.64500000E+3,1.65322656E+3,-2.02831522E-1,
2.07E05,1.65400000E+3,1.62728955E+3,6.56770229E-1,
2.08E05,1.54100000E+3,1.60184607E+3,-1.54999828E+0,
2.09E05,1.58500000E+3,1.57688599E+3,2.03807935E-1,
2.1E05,1.57200000E+3,1.55239966E+3,4.94353235E-1,
2.11E05,1.47700000E+3,1.52837732E+3,-1.33684540E+0,
2.12E05,1.47000000E+3,1.50480957E+3,-9.07904148E-1,
2.13E05,1.47300000E+3,1.48168726E+3,-2.26350382E-1,
2.14E05,1.40200000E+3,1.45900134E+3,-1.52233803E+0,
2.15E05,1.37000000E+3,1.43674304E+3,-1.80320752E+0,
2.16E05,1.40300000E+3,1.41490369E+3,-3.17799091E-1,
2.17E05,1.38900000E+3,1.39347473E+3,-1.20064840E-1,
2.18E05,1.31900000E+3,1.37244800E+3,-1.47166526E+0,
2.19E05,1.35500000E+3,1.35181531E+3,8.65162835E-2,
2.2E05,1.29000000E+3,1.33156885E+3,-1.15737247E+0,
2.21E05,1.32800000E+3,1.31170068E+3,4.47270602E-1,
2.22E05,1.29500000E+3,1.29220337E+3,7.77141750E-2,
2.23E05,1.27400000E+3,1.27306934E+3,2.60740351E-2,
2.24E05,1.26100000E+3,1.25429138E+3,1.88918948E-1,
2.25E05,1.20400000E+3,1.23586230E+3,-9.18256342E-1,
2.26E05,1.25400000E+3,1.21777502E+3,1.02296162E+0,
2.27E05,1.18300000E+3,1.20002295E+3,-4.94928449E-1,
2.28E05,1.11300000E+3,1.18259924E+3,-2.08620477E+0,
2.29E05,1.20400000E+3,1.16549731E+3,1.10962892E+0,
2.3E05,1.21700000E+3,1.14871082E+3,1.95752192E+0,
2.31E05,1.11200000E+3,1.13223340E+3,-6.06759310E-1,
2.32E05,1.04800000E+3,1.11605908E+3,-2.10235214E+0,
2.33E05,1.07100000E+3,1.10018152E+3,-8.91688466E-1,
2.34E05,1.07000000E+3,1.08459509E+3,-4.46185023E-1,
2.35E05,1.16000000E+3,1.06929395E+3,2.66322136E+0,
2.36E05,1.09200000E+3,1.05427246E+3,1.14168727E+0,
2.37E05,1.06600000E+3,1.03952502E+3,8.10880721E-1,
2.38E05,1.01300000E+3,1.02504626E+3,-3.78484130E-1,
2.39E05,9.83000000E+2,1.01083081E+3,-8.87665033E-1,
2.4E05,9.97000000E+2,9.96873535E+2,4.00518160E-3,
2.41E05,1.00200000E+3,9.83169312E+2,5.94884038E-1,
2.42E05,9.08000000E+2,9.69713135E+2,-2.04802227E+0,
2.43E05,9.72000000E+2,9.56500244E+2,4.97154891E-1,
2.44E05,9.36000000E+2,9.43525757E+2,-2.45987058E-1,
2.45E05,9.78000000E+2,9.30784912E+2,1.50977206E+0,
2.46E05,9.41000000E+2,9.18273315E+2,7.40868747E-1,
2.47E05,8.84000000E+2,9.05986450E+2,-7.39484370E-1,
2.48E05,8.69000000E+2,8.93919800E+2,-8.45346332E-1,
2.49E05,8.80000000E+2,8.82069092E+2,-6.97490722E-2,
2.5E05,8.84000000E+2,8.70430298E+2,4.56398487E-1,
2.51E05,8.22000000E+2,8.58998901E+2,-1.29048491E+0,
2.52E05,8.55000000E+2,8.47771240E+2,2.47218370E-1,
2.53E05,7.90000000E+2,8.36743164E+2,-1.66304719E+0,
2.54E05,9.05000000E+2,8.25910889E+2,2.62901092E+0,
2.55E05,8.25000000E+2,8.15270508E+2,3.38737428E-1,
2.56E05,8.20000000E+2,8.04818359E+2,5.30165911E-1,
2.57E05,7.79000000E+2,7.94550781E+2,-5.57164550E-1,
2.58E05,8.28000000E+2,7.84464355E+2,1.51296818E+0,
2.59E05,7.62000000E+2,7.74555420E+2,-4.54834878E-1,
2.6E05,8.51000000E+2,7.64820557E+2,2.95419335E+0,
2.61E05,7.29000000E+2,7.55256348E+2,-9.72457349E-1,
2.62E05,7.58000000E+2,7.45859741E+2,4.40954059E-1,
2.63E05,7.80000000E+2,7.36627319E+2,1.55299115E+0,
2.64E05,7.17000000E+2,7.27556030E+2,-3.94222170E-1,
2.65E05,7.01000000E+2,7.18642700E+2,-6.66355610E-1,
2.66E05,7.25000000E+2,7.09884399E+2,5.61379313E-1,
2.67E05,6.71000000E+2,7.01278198E+2,-1.16887689E+0,
2.68E05,6.99000000E+2,6.92821045E+2,2.33709544E-1,
2.69E05,6.68000000E+2,6.84510132E+2,-6.38796210E-1,
2.7E05,6.77000000E+2,6.76342773E+2,2.52592675E-2,
2.71E05,6.91000000E+2,6.68316284E+2,8.62929225E-1,
2.72E05,6.84000000E+2,6.60427734E+2,9.01308119E-1,
2.73E05,6.48000000E+2,6.52674805E+2,-1.83643669E-1,
2.74E05,6.49000000E+2,6.45054688E+2,1.54867068E-1,
2.75E05,6.56000000E+2,6.37564941E+2,7.19768107E-1,
2.76E05,6.18000000E+2,6.30203247E+2,-4.90886599E-1,
2.77E05,6.10000000E+2,6.22966980E+2,-5.25017679E-1,
2.78E05,6.05000000E+2,6.15853882E+2,-4.41273034E-1,
2.79E05,6.52000000E+2,6.08861694E+2,1.68942642E+0,
2.8E05,6.05000000E+2,6.01988098E+2,1.22451223E-1,
2.81E05,5.82000000E+2,5.95230835E+2,-5.48435748E-1,
2.82E05,5.86000000E+2,5.88587769E+2,-1.06899731E-1,
2.83E05,5.96000000E+2,5.82056702E+2,5.71139753E-1,
2.84E05,5.92000000E+2,5.75635620E+2,6.72571898E-1,
2.85E05,5.62000000E+2,5.69322388E+2,-3.08876276E-1,
2.86E05,5.90000000E+2,5.63115051E+2,1.10683584E+0,
2.87E05,5.35000000E+2,5.57011658E+2,-9.51646984E-1,
2.88E05,5.56000000E+2,5.51010254E+2,2.11612374E-1,
2.89E05,5.75000000E+2,5.45109009E+2,1.24654055E+0,
2.9E05,5.71000000E+2,5.39305969E+2,1.32635391E+0,
2.91E05,5.42000000E+2,5.33599365E+2,3.60838175E-1,
2.92E05,5.24000000E+2,5.27987427E+2,-1.74191549E-1,
2.93E05,5.39000000E+2,5.22468445E+2,7.12064505E-1,
2.94E05,5.09000000E+2,5.17040649E+2,-3.56395513E-1,
2.95E05,5.36000000E+2,5.11702301E+2,1.04950070E+0,
2.96E05,5.18000000E+2,5.06451904E+2,5.07394195E-1,
2.97E05,5.22000000E+2,5.01287781E+2,9.06549215E-1,
2.98E05,5.15000000E+2,4.96208344E+2,8.28059316E-1,
2.99E05,4.89000000E+2,4.91212067E+2,-1.00033112E-1,
3E05,4.79000000E+2,4.86297455E+2,-3.33429217E-1,
3.01E05,5.10000000E+2,4.81462982E+2,1.26364040E+0,
3.02E05,4.76000000E+2,4.76707184E+2,-3.24137174E-2,
3.03E05,4.57000000E+2,4.72028656E+2,-7.03010857E-1,
3.04E05,4.58000000E+2,4.67426025E+2,-4.40449238E-1,
3.05E05,4.70000000E+2,4.62897888E+2,3.27595979E-1,
3.06E05,4.82000000E+2,4.58442902E+2,1.07299650E+0,
3.07E05,4.31000000E+2,4.54059723E+2,-1.11074769E+0,
3.08E05,4.76000000E+2,4.49747101E+2,1.20329964E+0,
3.09E05,4.73000000E+2,4.45503754E+2,1.26427877E+0,
3.1E05,4.31000000E+2,4.41328430E+2,-4.97502953E-1,
3.11E05,4.16000000E+2,4.37219940E+2,-1.04039323E+0,
3.12E05,4.59000000E+2,4.33177063E+2,1.20531142E+0,
3.13E05,4.06000000E+2,4.29198639E+2,-1.15132916E+0,
3.14E05,4.12000000E+2,4.25283508E+2,-6.54431462E-1,
3.15E05,4.35000000E+2,4.21430542E+2,6.50605738E-1,
3.16E05,4.46000000E+2,4.17638641E+2,1.34294927E+0,
3.17E05,4.45000000E+2,4.13906738E+2,1.47396195E+0,
3.18E05,3.76000000E+2,4.10233734E+2,-1.76547003E+0,
3.19E05,3.91000000E+2,4.06618652E+2,-7.89869189E-1,
3.2E05,4.06000000E+2,4.03060425E+2,1.45888671E-1,
3.21E05,4.08000000E+2,3.99558044E+2,4.17939097E-1,
3.22E05,4.08000000E+2,3.96110535E+2,5.88616252E-1,
3.23E05,3.64000000E+2,3.92716949E+2,-1.50517714E+0,
3.24E05,3.96000000E+2,3.89376343E+2,3.32851291E-1,
3.25E05,4.31000000E+2,3.86087769E+2,2.16334605E+0,
3.26E05,3.76000000E+2,3.82850372E+2,-3.53280962E-1,
3.27E05,4.47000000E+2,3.79663177E+2,3.18492246E+0,
3.28E05,4.12000000E+2,3.76525360E+2,1.74771011E+0,
3.29E05,4.18000000E+2,3.73436066E+2,2.17969322E+0,
3.3E05,3.81000000E+2,3.70394440E+2,5.43339312E-1,
3.31E05,3.56000000E+2,3.67399658E+2,-6.04180694E-1,
3.32E05,3.64000000E+2,3.64450928E+2,-2.36350354E-2,
3.33E05,3.53000000E+2,3.61547424E+2,-4.54933494E-1,
3.34E05,3.70000000E+2,3.58688385E+2,5.88062882E-1,
3.35E05,3.71000000E+2,3.55873047E+2,7.85352290E-1,
3.36E05,3.46000000E+2,3.53100647E+2,-3.81733149E-1,
3.37E05,3.53000000E+2,3.50370483E+2,1.39955044E-1,
3.38E05,3.69000000E+2,3.47681824E+2,1.10977995E+0,
3.39E05,3.54000000E+2,3.45033936E+2,4.76540953E-1,
3.4E05,3.29000000E+2,3.42426147E+2,-7.40207493E-1,
3.41E05,3.22000000E+2,3.39857758E+2,-9.95173931E-1,
3.42E05,3.14000000E+2,3.37328125E+2,-1.31648231E+0,
3.43E05,3.48000000E+2,3.34836578E+2,7.05633461E-1,
3.44E05,3.57000000E+2,3.32382446E+2,1.30289912E+0,
3.45E05,3.34000000E+2,3.29965149E+2,2.20777228E-1,
3.46E05,2.97000000E+2,3.27584045E+2,-1.77466631E+0,
3.47E05,3.03000000E+2,3.25238495E+2,-1.27756822E+0,
3.48E05,3.23000000E+2,3.22927948E+2,4.00908059E-3,
3.49E05,3.45000000E+2,3.20651794E+2,1.31086338E+0,
3.5E05,2.94000000E+2,3.18409485E+2,-1.42359006E+0,
3.51E05,2.78000000E+2,3.16200409E+2,-2.29110837E+0,
3.52E05,3.21000000E+2,3.14024048E+2,3.89359683E-1,
3.53E05,3.25000000E+2,3.11879822E+2,7.27776527E-1,
3.54E05,2.94000000E+2,3.09767273E+2,-9.19566035E-1,
3.55E05,3.15000000E+2,3.07685791E+2,4.12108988E-1,
3.56E05,2.85000000E+2,3.05634888E+2,-1.22230530E+0,
3.57E05,3.29000000E+2,3.03614075E+2,1.39957142E+0,
3.58E05,2.94000000E+2,3.01622864E+2,-4.44574445E-1,
3.59E05,2.91000000E+2,2.99660767E+2,-5.07703125E-1,
3.6E05,3.13000000E+2,2.97727264E+2,8.63266051E-1,
3.61E05,3.14000000E+2,2.95821930E+2,1.02584779E+0,
3.62E05,2.92000000E+2,2.93944275E+2,-1.13780081E-1,
3.63E05,2.86000000E+2,2.92093872E+2,-3.60338211E-1,
3.64E05,3.16000000E+2,2.90270264E+2,1.44741082E+0,
3.65E05,2.59000000E+2,2.88473053E+2,-1.83136642E+0,
3.66E05,2.80000000E+2,2.86701752E+2,-4.00506258E-1,
3.67E05,2.95000000E+2,2.84955963E+2,5.84786415E-1,
3.68E05,2.80000000E+2,2.83235291E+2,-1.93345591E-1,
3.69E05,2.99000000E+2,2.81539307E+2,1.00977802E+0,
3.7E05,2.77000000E+2,2.79867615E+2,-1.72298267E-1,
3.71E05,2.70000000E+2,2.78219849E+2,-5.00244081E-1,
3.72E05,2.59000000E+2,2.76595581E+2,-1.09333622E+0,
3.73E05,2.64000000E+2,2.74994507E+2,-6.76665127E-1,
3.74E05,2.93000000E+2,2.73416168E+2,1.14409959E+0,
3.75E05,2.83000000E+2,2.71860291E+2,6.62186980E-1,
3.76E05,2.57000000E+2,2.70326447E+2,-8.31280887E-1,
3.77E05,2.59000000E+2,2.68814301E+2,-6.09830976E-1,
3.78E05,2.74000000E+2,2.67323547E+2,4.03339267E-1,
3.79E05,2.72000000E+2,2.65853790E+2,3.72668713E-1,
3.8E05,2.82000000E+2,2.64404755E+2,1.04778159E+0,
3.81E05,2.67000000E+2,2.62976074E+2,2.46260256E-1,
3.82E05,2.62000000E+2,2.61567444E+2,2.67234091E-2,
3.83E05,2.59000000E+2,2.60178528E+2,-7.32301548E-2,
3.84E05,2.54000000E+2,2.58809052E+2,-3.01746726E-1,
3.85E05,2.55000000E+2,2.57458679E+2,-1.53968468E-1,
3.86E05,2.89000000E+2,2.56127167E+2,1.93369615E+0,
3.87E05,2.45000000E+2,2.54814148E+2,-6.27002895E-1,
3.88E05,2.46000000E+2,2.53519379E+2,-4.79418069E-1,
3.89E05,2.51000000E+2,2.52242554E+2,-7.84292966E-2,
3.9E05,2.59000000E+2,2.50983429E+2,4.98125494E-1,
3.91E05,2.72000000E+2,2.49741699E+2,1.34960771E+0,
3.92E05,2.36000000E+2,2.48517090E+2,-8.14793169E-1,
3.93E05,2.36000000E+2,2.47309357E+2,-7.36176431E-1,
3.94E05,2.35000000E+2,2.46118256E+2,-7.25275040E-1,
3.95E05,2.82000000E+2,2.44943481E+2,2.20668364E+0,
3.96E05,2.25000000E+2,2.43784836E+2,-1.25232244E+0,
3.97E05,2.28000000E+2,2.42642029E+2,-9.69692051E-1,
3.98E05,2.57000000E+2,2.41514862E+2,9.65936363E-1,
3.99E05,2.33000000E+2,2.40403076E+2,-4.84991640E-1,
4E05,2.32000000E+2,2.39306427E+2,-4.79690433E-1,
4.01E05,2.37000000E+2,2.38224686E+2,-7.95518830E-2,
4.02E05,2.34000000E+2,2.37157654E+2,-2.06422299E-1,
4.03E05,2.44000000E+2,2.36105072E+2,5.05420983E-1,
4.04E05,2.42000000E+2,2.35066742E+2,4.45686698E-1,
4.05E05,2.44000000E+2,2.34042450E+2,6.37466788E-1,
4.06E05,2.20000000E+2,2.33031982E+2,-8.78616035E-1,
4.07E05,2.07000000E+2,2.32035126E+2,-1.74006152E+0,
4.08E05,2.32000000E+2,2.31051666E+2,6.22611605E-2,
4.09E05,2.27000000E+2,2.30081451E+2,-2.04523116E-1,
4.1E05,2.65000000E+2,2.29124237E+2,2.20383072E+0,
4.11E05,2.37000000E+2,2.28179840E+2,5.72930932E-1,
4.12E05,2.15000000E+2,2.27248062E+2,-8.35310876E-1,
4.13E05,2.01000000E+2,2.26328735E+2,-1.78655124E+0,
4.14E05,2.02000000E+2,2.25421677E+2,-1.64794338E+0,
4.15E05,2.13000000E+2,2.24526703E+2,-7.89796650E-1,
4.16E05,2.37000000E+2,2.23643616E+2,8.67590368E-1,
4.17E05,2.67000000E+2,2.22772247E+2,2.70669460E+0,
4.18E05,2.34000000E+2,2.21912445E+2,7.90188193E-1,
4.19E05,2.16000000E+2,2.21063995E+2,-3.44561249E-1,
4.2E05,2.18000000E+2,2.20226791E+2,-1.50817335E-1,
4.21E05,2.05000000E+2,2.19400635E+2,-1.00578392E+0,
4.22E05,2.14000000E+2,2.18585358E+2,-3.13448578E-1,
4.23E05,2.23000000E+2,2.17780807E+2,3.49502981E-1,
4.24E05,2.11000000E+2,2.16986832E+2,-4.12150502E-1,
4.25E05,2.03000000E+2,2.16203278E+2,-9.26688433E-1,
4.26E05,2.01000000E+2,2.15430008E+2,-1.01781428E+0,
4.27E05,2.33000000E+2,2.14666855E+2,1.20104432E+0,
4.28E05,2.08000000E+2,2.13913666E+2,-4.10038948E-1,
4.29E05,2.17000000E+2,2.13170319E+2,2.59975702E-1,
4.3E05,2.19000000E+2,2.12436661E+2,4.43509370E-1,
4.31E05,1.95000000E+2,2.11712555E+2,-1.19681096E+0,
4.32E05,2.11000000E+2,2.10997864E+2,1.47064173E-4,
4.33E05,2.05000000E+2,2.10292450E+2,-3.69640738E-1,
4.34E05,2.08000000E+2,2.09596191E+2,-1.10675961E-1,
4.35E05,2.11000000E+2,2.08908936E+2,1.43954813E-1,
4.36E05,2.12000000E+2,2.08230576E+2,2.58885145E-1,
4.37E05,1.96000000E+2,2.07560974E+2,-8.25783849E-1,
4.38E05,1.71000000E+2,2.06900024E+2,-2.74534345E+0,
4.39E05,2.00000000E+2,2.06247574E+2,-4.41770166E-1,
4.4E05,2.31000000E+2,2.05603516E+2,1.67096603E+0,
4.41E05,2.17000000E+2,2.04967743E+2,8.16802859E-1,
4.42E05,1.76000000E+2,2.04340134E+2,-2.13621807E+0,
