0.03CR-FITTED

Labels,Decay9 on Em1,Decay9 on Em1F2,Decay9 on Em1F2R,
3.7E04,1.38000000E+2, , ,
3.8E04,1.46000000E+2, , ,
3.9E04,1.48000000E+2, , ,
4E04,1.45000000E+2, , ,
4.1E04,1.39000000E+2, , ,
4.2E04,1.46000000E+2, , ,
4.3E04,1.31000000E+2, , ,
4.4E04,1.54000000E+2, , ,
4.5E04,1.33000000E+2, , ,
4.6E04,1.46000000E+2, , ,
4.7E04,1.33000000E+2, , ,
4.8E04,1.45000000E+2, , ,
4.9E04,1.39000000E+2, , ,
5E04,1.67000000E+2, , ,
5.1E04,1.36000000E+2, , ,
5.2E04,1.39000000E+2, , ,
5.3E04,1.45000000E+2, , ,
5.4E04,1.32000000E+2, , ,
5.5E04,1.49000000E+2, , ,
5.6E04,1.39000000E+2, , ,
5.7E04,1.47000000E+2, , ,
5.8E04,1.58000000E+2, , ,
5.9E04,1.38000000E+2, , ,
6E04,1.33000000E+2, , ,
6.1E04,1.45000000E+2, , ,
6.2E04,1.46000000E+2, , ,
6.3E04,1.60000000E+2, , ,
6.4E04,1.46000000E+2, , ,
6.5E04,1.38000000E+2, , ,
6.6E04,1.41000000E+2, , ,
6.7E04,1.62000000E+2, , ,
6.8E04,1.49000000E+2, , ,
6.9E04,1.41000000E+2, , ,
7E04,1.49000000E+2, , ,
7.1E04,1.59000000E+2, , ,
7.2E04,1.55000000E+2, , ,
7.3E04,1.51000000E+2, , ,
7.4E04,1.56000000E+2, , ,
7.5E04,1.45000000E+2, , ,
7.6E04,1.51000000E+2, , ,
7.7E04,1.52000000E+2, , ,
7.8E04,1.58000000E+2, , ,
7.9E04,1.60000000E+2, , ,
8E04,1.57000000E+2, , ,
8.1E04,1.45000000E+2, , ,
8.2E04,1.41000000E+2, , ,
8.3E04,1.46000000E+2, , ,
8.4E04,1.38000000E+2, , ,
8.5E04,1.40000000E+2, , ,
8.6E04,1.35000000E+2, , ,
8.7E04,1.44000000E+2, , ,
8.8E04,1.23000000E+2, , ,
8.9E04,1.46000000E+2, , ,
9E04,1.51000000E+2, , ,
9.1E04,1.37000000E+2, , ,
9.2E04,1.50000000E+2, , ,
9.3E04,1.27000000E+2, , ,
9.4E04,1.39000000E+2, , ,
9.5E04,1.27000000E+2, , ,
9.6E04,1.50000000E+2, , ,
9.7E04,1.56000000E+2, , ,
9.8E04,1.25000000E+2, , ,
9.9E04,1.53000000E+2, , ,
1E05,1.26000000E+2, , ,
1.01E05,1.45000000E+2, , ,
1.02E05,1.52000000E+2, , ,
1.03E05,1.28000000E+2, , ,
1.04E05,1.33000000E+2, , ,
1.05E05,2.21000000E+2, , ,
1.06E05,1.13900000E+3, , ,
1.07E05,1.39000000E+2, , ,
1.08E05,1.35000000E+2, , ,
1.09E05,2.97000000E+2, , ,
1.1E05,2.01700000E+3, , ,
1.11E05,5.21400000E+3, , ,
1.12E05,7.22700000E+3, , ,
1.13E05,7.93000000E+3, , ,
1.14E05,8.00100000E+3, , ,
1.15E05,7.85500000E+3, , ,
1.16E05,7.83000000E+3,8.18553369E+3,-4.01790714E+0,
1.17E05,7.79000000E+3,8.00344678E+3,-2.41835952E+0,
1.18E05,7.65900000E+3,7.82567822E+3,-1.90455186E+0,
1.19E05,7.55300000E+3,7.65212354E+3,-1.14055705E+0,
1.2E05,7.36800000E+3,7.48267871E+3,-1.33600473E+0,
1.21E05,7.36300000E+3,7.31724414E+3,5.33235788E-1,
1.22E05,7.01300000E+3,7.15572168E+3,-1.70426857E+0,
1.23E05,7.11200000E+3,6.99801563E+3,1.35160398E+0,
1.24E05,6.94500000E+3,6.84403369E+3,1.21154726E+0,
1.25E05,6.67300000E+3,6.69368408E+3,-2.53206998E-1,
1.26E05,6.62000000E+3,6.54687891E+3,8.98697853E-1,
1.27E05,6.36200000E+3,6.40353223E+3,-5.20700932E-1,
1.28E05,6.41800000E+3,6.26355957E+3,1.92779636E+0,
1.29E05,6.31500000E+3,6.12687842E+3,2.36729264E+0,
1.3E05,6.03200000E+3,5.99340918E+3,4.96882081E-1,
1.31E05,5.96200000E+3,5.86307422E+3,1.28118992E+0,
1.32E05,5.74800000E+3,5.73579639E+3,1.60964489E-1,
1.33E05,5.69100000E+3,5.61150293E+3,1.05379677E+0,
1.34E05,5.58200000E+3,5.49011963E+3,1.22978115E+0,
1.35E05,5.38100000E+3,5.37157764E+3,1.28448293E-1,
1.36E05,5.27000000E+3,5.25580713E+3,1.95508182E-1,
1.37E05,5.33000000E+3,5.14274121E+3,2.56494832E+0,
1.38E05,5.02000000E+3,5.03231396E+3,-1.73798516E-1,
1.39E05,5.12000000E+3,4.92446289E+3,2.73271418E+0,
1.4E05,4.91800000E+3,4.81912402E+3,1.40992665E+0,
1.41E05,4.82500000E+3,4.71623779E+3,1.56577504E+0,
1.42E05,4.59000000E+3,4.61574414E+3,-3.79989922E-1,
1.43E05,4.41900000E+3,4.51758643E+3,-1.48304772E+0,
1.44E05,4.54600000E+3,4.42170752E+3,1.84344482E+0,
1.45E05,4.37000000E+3,4.32805225E+3,6.34553134E-1,
1.46E05,4.35400000E+3,4.23656738E+3,1.77969074E+0,
1.47E05,4.20000000E+3,4.14720068E+3,8.14711154E-1,
1.48E05,3.98600000E+3,4.05990112E+3,-1.17052960E+0,
1.49E05,4.05800000E+3,3.97461890E+3,1.30891550E+0,
1.5E05,3.83500000E+3,3.89130542E+3,-9.09216940E-1,
1.51E05,3.88500000E+3,3.80991382E+3,1.20466006E+0,
1.52E05,3.75900000E+3,3.73039746E+3,4.66518015E-1,
1.53E05,3.63100000E+3,3.65271143E+3,-3.60309094E-1,
1.54E05,3.54800000E+3,3.57681226E+3,-4.83710438E-1,
1.55E05,3.53400000E+3,3.50265649E+3,5.27247250E-1,
1.56E05,3.46800000E+3,3.43020239E+3,6.41837001E-1,
1.57E05,3.32800000E+3,3.35940967E+3,-5.44467151E-1,
1.58E05,3.23500000E+3,3.29023853E+3,-9.71191645E-1,
1.59E05,3.26200000E+3,3.22265015E+3,6.88971341E-1,
1.6E05,3.20700000E+3,3.15660669E+3,8.89863491E-1,
1.61E05,3.01800000E+3,3.09207129E+3,-1.34831166E+0,
1.62E05,3.11700000E+3,3.02900781E+3,1.57607079E+0,
1.63E05,3.05500000E+3,2.96738110E+3,1.58522964E+0,
1.64E05,2.82800000E+3,2.90715723E+3,-1.48850691E+0,
1.65E05,2.77400000E+3,2.84830273E+3,-1.41075492E+0,
1.66E05,2.81400000E+3,2.79078491E+3,4.37631220E-1,
1.67E05,2.68800000E+3,2.73457202E+3,-8.98277402E-1,
1.68E05,2.69500000E+3,2.67963330E+3,2.96006471E-1,
1.69E05,2.56900000E+3,2.62593823E+3,-1.12336767E+0,
1.7E05,2.51200000E+3,2.57345703E+3,-1.22620130E+0,
1.71E05,2.51400000E+3,2.52216162E+3,-1.62777275E-1,
1.72E05,2.41800000E+3,2.47202319E+3,-1.09863162E+0,
1.73E05,2.34700000E+3,2.42301489E+3,-1.56906939E+0,
1.74E05,2.41600000E+3,2.37511011E+3,8.31893086E-1,
1.75E05,2.32000000E+3,2.32828198E+3,-1.71945304E-1,
1.76E05,2.28800000E+3,2.28250586E+3,1.14860781E-1,
1.77E05,2.20600000E+3,2.23775635E+3,-6.76126242E-1,
1.78E05,2.19300000E+3,2.19400977E+3,-2.15626061E-2,
1.79E05,2.16000000E+3,2.15124219E+3,1.88438118E-1,
1.8E05,2.04400000E+3,2.10943042E+3,-1.44723570E+0,
1.81E05,1.99300000E+3,2.06855249E+3,-1.69236934E+0,
1.82E05,1.91500000E+3,2.02858582E+3,-2.59561157E+0,
1.83E05,1.96600000E+3,1.98950952E+3,-5.30215025E-1,
1.84E05,1.95900000E+3,1.95130237E+3,1.73916161E-1,
1.85E05,1.94500000E+3,1.91394409E+3,7.04181194E-1,
1.86E05,1.85300000E+3,1.87741492E+3,-5.67175627E-1,
1.87E05,1.74800000E+3,1.84169531E+3,-2.24102736E+0,
1.88E05,1.87000000E+3,1.80676624E+3,1.46227229E+0,
1.89E05,1.75300000E+3,1.77260962E+3,-4.68358278E-1,
1.9E05,1.76100000E+3,1.73920703E+3,5.19321978E-1,
1.91E05,1.72100000E+3,1.70654089E+3,3.48538697E-1,
1.92E05,1.66100000E+3,1.67459436E+3,-3.33559990E-1,
1.93E05,1.55000000E+3,1.64335034E+3,-2.37110114E+0,
1.94E05,1.54900000E+3,1.61279272E+3,-1.62085974E+0,
1.95E05,1.64900000E+3,1.58290540E+3,1.62763000E+0,
1.96E05,1.57300000E+3,1.55367285E+3,4.87307847E-1,
1.97E05,1.57400000E+3,1.52507996E+3,1.23306072E+0,
1.98E05,1.49800000E+3,1.49711182E+3,2.29481068E-2,
1.99E05,1.45300000E+3,1.46975391E+3,-4.39524680E-1,
2E05,1.48600000E+3,1.44299219E+3,1.11567557E+0,
2.01E05,1.45000000E+3,1.41681299E+3,8.71533632E-1,
2.02E05,1.38900000E+3,1.39120251E+3,-5.90973049E-2,
2.03E05,1.31600000E+3,1.36614807E+3,-1.38237631E+0,
2.04E05,1.28400000E+3,1.34163647E+3,-1.60847712E+0,
2.05E05,1.34100000E+3,1.31765552E+3,6.37484848E-1,
2.06E05,1.29600000E+3,1.29419275E+3,5.02014160E-2,
2.07E05,1.30900000E+3,1.27123645E+3,1.04376566E+0,
2.08E05,1.19900000E+3,1.24877490E+3,-1.43747675E+0,
2.09E05,1.14700000E+3,1.22679675E+3,-2.35615301E+0,
2.1E05,1.20200000E+3,1.20529102E+3,-9.49243680E-2,
2.11E05,1.23500000E+3,1.18424670E+3,1.44421136E+0,
2.12E05,1.20500000E+3,1.16365344E+3,1.19109344E+0,
2.13E05,1.11000000E+3,1.14350085E+3,-1.00552857E+0,
2.14E05,1.10500000E+3,1.12377893E+3,-5.64923584E-1,
2.15E05,1.07600000E+3,1.10447778E+3,-8.68160546E-1,
2.16E05,1.11400000E+3,1.08558789E+3,8.51257384E-1,
2.17E05,1.10500000E+3,1.06709985E+3,1.14014411E+0,
2.18E05,1.02900000E+3,1.04900452E+3,-6.23620510E-1,
2.19E05,1.01400000E+3,1.03129321E+3,-5.43071151E-1,
2.2E05,9.85000000E+2,1.01395691E+3,-9.22643840E-1,
2.21E05,9.81000000E+2,9.96987183E+2,-5.10431468E-1,
2.22E05,9.78000000E+2,9.80375854E+2,-7.59714469E-2,
2.23E05,9.47000000E+2,9.64114746E+2,-5.56154549E-1,
2.24E05,9.35000000E+2,9.48196045E+2,-4.31556821E-1,
2.25E05,9.15000000E+2,9.32611938E+2,-5.82232714E-1,
2.26E05,9.02000000E+2,9.17354980E+2,-5.11264920E-1,
2.27E05,8.57000000E+2,9.02417603E+2,-1.55143571E+0,
2.28E05,8.93000000E+2,8.87792969E+2,1.74246654E-1,
2.29E05,8.95000000E+2,8.73473755E+2,7.19542980E-1,
2.3E05,8.66000000E+2,8.59453247E+2,2.22467721E-1,
2.31E05,8.82000000E+2,8.45724731E+2,1.22145188E+0,
2.32E05,8.14000000E+2,8.32281738E+2,-6.40774608E-1,
2.33E05,8.36000000E+2,8.19117798E+2,5.83883166E-1,
2.34E05,8.00000000E+2,8.06226685E+2,-2.20146537E-1,
2.35E05,7.99000000E+2,7.93602417E+2,1.90952763E-1,
2.36E05,7.22000000E+2,7.81239014E+2,-2.20464778E+0,
2.37E05,8.10000000E+2,7.69130615E+2,1.43600380E+0,
2.38E05,7.64000000E+2,7.57271729E+2,2.43420318E-1,
2.39E05,7.59000000E+2,7.45656616E+2,4.84334141E-1,
2.4E05,6.92000000E+2,7.34280029E+2,-1.60724556E+0,
2.41E05,7.15000000E+2,7.23136475E+2,-3.04286897E-1,
2.42E05,7.42000000E+2,7.12221069E+2,1.09321892E+0,
2.43E05,7.21000000E+2,7.01528687E+2,7.25149632E-1,
2.44E05,7.06000000E+2,6.91054443E+2,5.62483430E-1,
2.45E05,7.12000000E+2,6.80793457E+2,1.16951466E+0,
2.46E05,7.34000000E+2,6.70741089E+2,2.33492899E+0,
2.47E05,6.83000000E+2,6.60892700E+2,8.45912337E-1,
2.48E05,6.38000000E+2,6.51243958E+2,-5.24333298E-1,
2.49E05,6.89000000E+2,6.41790405E+2,1.79854226E+0,
2.5E05,6.35000000E+2,6.32527710E+2,9.81098339E-2,
2.51E05,6.05000000E+2,6.23451782E+2,-7.50171602E-1,
2.52E05,6.02000000E+2,6.14558594E+2,-5.11850059E-1,
2.53E05,5.98000000E+2,6.05844116E+2,-3.20769757E-1,
2.54E05,5.97000000E+2,5.97304443E+2,-1.24600371E-2,
2.55E05,5.80000000E+2,5.88935791E+2,-3.71038526E-1,
2.56E05,5.88000000E+2,5.80734436E+2,2.99626797E-1,
2.57E05,5.34000000E+2,5.72696838E+2,-1.67457592E+0,
2.58E05,6.07000000E+2,5.64819397E+2,1.71205783E+0,
2.59E05,5.48000000E+2,5.57098633E+2,-3.88674319E-1,
2.6E05,5.65000000E+2,5.49531250E+2,6.50775194E-1,
2.61E05,5.62000000E+2,5.42113770E+2,8.38850021E-1,
2.62E05,5.95000000E+2,5.34843140E+2,2.46619081E+0,
2.63E05,4.83000000E+2,5.27716187E+2,-2.03465700E+0,
2.64E05,5.37000000E+2,5.20729797E+2,7.02111065E-1,
2.65E05,5.60000000E+2,5.13880981E+2,1.94888425E+0,
2.66E05,5.28000000E+2,5.07166718E+2,9.06652272E-1,
2.67E05,5.18000000E+2,5.00584229E+2,7.65205085E-1,
2.68E05,4.84000000E+2,4.94130646E+2,-4.60483879E-1,
2.69E05,5.21000000E+2,4.87803284E+2,1.45437455E+0,
2.7E05,4.61000000E+2,4.81599426E+2,-9.59410965E-1,
2.71E05,4.74000000E+2,4.75516449E+2,-6.96528032E-2,
2.72E05,4.73000000E+2,4.69551819E+2,1.58547536E-1,
2.73E05,4.70000000E+2,4.63703003E+2,2.90458798E-1,
2.74E05,4.40000000E+2,4.57967560E+2,-8.56569767E-1,
2.75E05,4.32000000E+2,4.52343079E+2,-9.78756845E-1,
2.76E05,4.36000000E+2,4.46827271E+2,-5.18532217E-1,
2.77E05,4.38000000E+2,4.41417816E+2,-1.63309574E-1,
2.78E05,4.39000000E+2,4.36112488E+2,1.37813434E-1,
2.79E05,4.25000000E+2,4.30909088E+2,-2.86632866E-1,
2.8E05,4.20000000E+2,4.25805511E+2,-2.83279955E-1,
2.81E05,4.10000000E+2,4.20799683E+2,-5.33358335E-1,
2.82E05,4.12000000E+2,4.15889496E+2,-1.91621706E-1,
2.83E05,4.07000000E+2,4.11073059E+2,-2.01894045E-1,
2.84E05,4.26000000E+2,4.06348328E+2,9.52126622E-1,
2.85E05,4.15000000E+2,4.01713440E+2,6.52211607E-1,
2.86E05,3.95000000E+2,3.97166534E+2,-1.09010175E-1,
2.87E05,4.06000000E+2,3.92705780E+2,6.59781039E-1,
2.88E05,3.60000000E+2,3.88329407E+2,-1.49309087E+0,
2.89E05,3.69000000E+2,3.84035645E+2,-7.82724380E-1,
2.9E05,3.68000000E+2,3.79822815E+2,-6.16306841E-1,
2.91E05,3.80000000E+2,3.75689209E+2,2.21138924E-1,
2.92E05,3.68000000E+2,3.71633301E+2,-1.89398900E-1,
2.93E05,3.73000000E+2,3.67653412E+2,2.76835859E-1,
2.94E05,3.70000000E+2,3.63747986E+2,3.25026751E-1,
2.95E05,3.47000000E+2,3.59915558E+2,-6.93343461E-1,
2.96E05,3.60000000E+2,3.56154602E+2,2.02670276E-1,
2.97E05,3.88000000E+2,3.52463623E+2,1.80408621E+0,
2.98E05,3.33000000E+2,3.48841278E+2,-8.68096709E-1,
2.99E05,3.39000000E+2,3.45286133E+2,-3.41415882E-1,
3E05,3.45000000E+2,3.41796814E+2,1.72453746E-1,
3.01E05,3.56000000E+2,3.38372009E+2,9.34281647E-1,
3.02E05,3.42000000E+2,3.35010376E+2,3.77955586E-1,
3.03E05,3.70000000E+2,3.31710693E+2,1.99056625E+0,
3.04E05,3.24000000E+2,3.28471710E+2,-2.48428345E-1,
3.05E05,3.15000000E+2,3.25292175E+2,-5.79898357E-1,
3.06E05,3.18000000E+2,3.22170898E+2,-2.33892366E-1,
3.07E05,3.20000000E+2,3.19106750E+2,4.99341674E-2,
3.08E05,3.12000000E+2,3.16098511E+2,-2.32032478E-1,
3.09E05,3.17000000E+2,3.13145142E+2,2.16510415E-1,
3.1E05,3.25000000E+2,3.10245544E+2,8.18429947E-1,
3.11E05,3.23000000E+2,3.07398590E+2,8.68085682E-1,
3.12E05,3.09000000E+2,3.04603271E+2,2.50121146E-1,
3.13E05,2.77000000E+2,3.01858551E+2,-1.49360561E+0,
3.14E05,3.09000000E+2,2.99163452E+2,5.59581637E-1,
3.15E05,2.96000000E+2,2.96516968E+2,-3.00481413E-2,
3.16E05,3.21000000E+2,2.93918152E+2,1.51156139E+0,
3.17E05,2.80000000E+2,2.91366058E+2,-6.79251909E-1,
3.18E05,3.12000000E+2,2.88859802E+2,1.31005573E+0,
3.19E05,2.97000000E+2,2.86398407E+2,6.15166843E-1,
3.2E05,2.90000000E+2,2.83981049E+2,3.53444993E-1,
3.21E05,3.10000000E+2,2.81606873E+2,1.61262131E+0,
3.22E05,2.91000000E+2,2.79275024E+2,6.87330246E-1,
3.23E05,2.68000000E+2,2.76984650E+2,-5.48824847E-1,
3.24E05,2.83000000E+2,2.74734985E+2,4.91304129E-1,
3.25E05,2.77000000E+2,2.72525208E+2,2.68864214E-1,
3.26E05,2.92000000E+2,2.70354553E+2,1.26670396E+0,
3.27E05,2.84000000E+2,2.68222290E+2,9.36234832E-1,
3.28E05,2.65000000E+2,2.66127655E+2,-6.92712963E-2,
3.29E05,2.47000000E+2,2.64069916E+2,-1.08613276E+0,
3.3E05,2.95000000E+2,2.62048340E+2,1.91851985E+0,
3.31E05,2.75000000E+2,2.60062286E+2,9.00778055E-1,
3.32E05,2.72000000E+2,2.58111053E+2,8.42141092E-1,
3.33E05,2.68000000E+2,2.56193939E+2,7.21169949E-1,
3.34E05,2.91000000E+2,2.54310333E+2,2.15078640E+0,
3.35E05,2.48000000E+2,2.52459595E+2,-2.83184558E-1,
3.36E05,2.67000000E+2,2.50641052E+2,1.00115132E+0,
3.37E05,2.33000000E+2,2.48854156E+2,-1.03864038E+0,
3.38E05,2.45000000E+2,2.47098251E+2,-1.34052351E-1,
3.39E05,2.58000000E+2,2.45372787E+2,7.86135912E-1,
3.4E05,2.08000000E+2,2.43677170E+2,-2.47376657E+0,
3.41E05,2.33000000E+2,2.42010834E+2,-5.90319335E-1,
3.42E05,2.49000000E+2,2.40373245E+2,5.46698332E-1,
3.43E05,2.49000000E+2,2.38763855E+2,6.48689330E-1,
3.44E05,2.21000000E+2,2.37182114E+2,-1.08852673E+0,
3.45E05,2.20000000E+2,2.35627518E+2,-1.05360699E+0,
3.46E05,2.48000000E+2,2.34099564E+2,8.82678568E-1,
3.47E05,2.13000000E+2,2.32597748E+2,-1.34281552E+0,
3.48E05,2.28000000E+2,2.31121582E+2,-2.06731826E-1,
3.49E05,2.48000000E+2,2.29670593E+2,1.16391850E+0,
3.5E05,2.64000000E+2,2.28244293E+2,2.20061159E+0,
3.51E05,2.02000000E+2,2.26842255E+2,-1.74789488E+0,
3.52E05,2.58000000E+2,2.25464020E+2,2.02560163E+0,
3.53E05,2.14000000E+2,2.24109131E+2,-6.91045940E-1,
3.54E05,2.28000000E+2,2.22777191E+2,3.45888972E-1,
3.55E05,1.96000000E+2,2.21467743E+2,-1.81912446E+0,
3.56E05,2.14000000E+2,2.20180359E+2,-4.22480643E-1,
3.57E05,2.12000000E+2,2.18914703E+2,-4.74903792E-1,
3.58E05,2.15000000E+2,2.17670303E+2,-1.82113171E-1,
3.59E05,2.16000000E+2,2.16446808E+2,-3.04014236E-2,
3.6E05,2.01000000E+2,2.15243820E+2,-1.00468159E+0,
3.61E05,2.16000000E+2,2.14060974E+2,1.31934002E-1,
3.62E05,2.11000000E+2,2.12897919E+2,-1.30658120E-1,
3.63E05,2.25000000E+2,2.11754272E+2,8.83048534E-1,
3.64E05,2.04000000E+2,2.10629669E+2,-4.64169681E-1,
3.65E05,1.93000000E+2,2.09523804E+2,-1.18940938E+0,
3.66E05,2.04000000E+2,2.08436310E+2,-3.10603827E-1,
3.67E05,1.90000000E+2,2.07366867E+2,-1.25992501E+0,
3.68E05,2.14000000E+2,2.06315155E+2,5.25325179E-1,
3.69E05,2.11000000E+2,2.05280823E+2,3.93724412E-1,
3.7E05,1.95000000E+2,2.04263580E+2,-6.63378775E-1,
3.71E05,2.02000000E+2,2.03263153E+2,-8.88751373E-2,
3.72E05,2.17000000E+2,2.02279175E+2,9.99314725E-1,
3.73E05,1.83000000E+2,2.01311401E+2,-1.35361767E+0,
3.74E05,2.30000000E+2,2.00359528E+2,1.95443487E+0,
3.75E05,1.93000000E+2,1.99423279E+2,-4.62357730E-1,
3.76E05,2.13000000E+2,1.98502365E+2,9.93361592E-1,
3.77E05,1.92000000E+2,1.97596512E+2,-4.03893471E-1,
3.78E05,1.81000000E+2,1.96705475E+2,-1.16737878E+0,
3.79E05,1.69000000E+2,1.95828964E+2,-2.06376648E+0,
3.8E05,2.11000000E+2,1.94966736E+2,1.10377550E+0,
3.81E05,1.95000000E+2,1.94118546E+2,6.31222650E-2,
3.82E05,1.95000000E+2,1.93284134E+2,1.22875728E-1,
3.83E05,1.74000000E+2,1.92463257E+2,-1.39969587E+0,
3.84E05,1.71000000E+2,1.91655701E+2,-1.57958090E+0,
3.85E05,1.91000000E+2,1.90861206E+2,1.00427773E-2,
3.86E05,2.00000000E+2,1.90079544E+2,7.01482177E-1,
3.87E05,1.92000000E+2,1.89310516E+2,1.94096759E-1,
3.88E05,2.04000000E+2,1.88553879E+2,1.08144486E+0,
3.89E05,1.87000000E+2,1.87809433E+2,-5.91916032E-2,
3.9E05,1.75000000E+2,1.87076950E+2,-9.12931621E-1,
3.91E05,1.93000000E+2,1.86356232E+2,4.78228897E-1,
3.92E05,1.69000000E+2,1.85647079E+2,-1.28054464E+0,
3.93E05,1.72000000E+2,1.84949280E+2,-9.87373352E-1,
3.94E05,2.04000000E+2,1.84262650E+2,1.38189101E+0,
3.95E05,1.76000000E+2,1.83586990E+2,-5.71890950E-1,
3.96E05,1.61000000E+2,1.82922119E+2,-1.72770500E+0,
3.97E05,1.81000000E+2,1.82267853E+2,-9.42387581E-2,
3.98E05,1.91000000E+2,1.81623993E+2,6.78424060E-1,
3.99E05,1.85000000E+2,1.80990372E+2,2.94793725E-1,
4E05,1.90000000E+2,1.80366806E+2,6.98865354E-1,
4.01E05,2.02000000E+2,1.79753143E+2,1.56528342E+0,
4.02E05,1.73000000E+2,1.79149200E+2,-4.67515051E-1,
4.03E05,1.61000000E+2,1.78554825E+2,-1.38351405E+0,
4.04E05,1.86000000E+2,1.77969833E+2,5.88800371E-1,
4.05E05,1.90000000E+2,1.77394073E+2,9.14530039E-1,
4.06E05,1.71000000E+2,1.76827408E+2,-4.45633024E-1,
4.07E05,1.95000000E+2,1.76269669E+2,1.34130692E+0,
4.08E05,1.73000000E+2,1.75720703E+2,-2.06851229E-1,
4.09E05,1.81000000E+2,1.75180359E+2,4.32570517E-1,
4.1E05,1.60000000E+2,1.74648499E+2,-1.15806556E+0,
4.11E05,1.68000000E+2,1.74124985E+2,-4.72552836E-1,
4.12E05,1.71000000E+2,1.73609665E+2,-1.99566066E-1,
4.13E05,1.70000000E+2,1.73102417E+2,-2.37944528E-1,
4.14E05,1.85000000E+2,1.72603088E+2,9.11439061E-1,
4.15E05,1.72000000E+2,1.72111557E+2,-8.50614160E-3,
4.16E05,1.75000000E+2,1.71627701E+2,2.54921854E-1,
4.17E05,1.79000000E+2,1.71151367E+2,5.86634338E-1,
4.18E05,1.78000000E+2,1.70682465E+2,5.48472464E-1,
4.19E05,1.94000000E+2,1.70220840E+2,1.70724416E+0,
4.2E05,1.66000000E+2,1.69766388E+2,-2.92328387E-1,
4.21E05,1.70000000E+2,1.69318970E+2,5.22326380E-2,
4.22E05,1.50000000E+2,1.68878510E+2,-1.54142392E+0,
4.23E05,1.63000000E+2,1.68444855E+2,-4.26473945E-1,
4.24E05,1.91000000E+2,1.68017914E+2,1.66292536E+0,
4.25E05,2.00000000E+2,1.67597565E+2,2.29119825E+0,
4.26E05,1.74000000E+2,1.67183716E+2,5.16741157E-1,
4.27E05,1.73000000E+2,1.66776230E+2,4.73184466E-1,
4.28E05,1.82000000E+2,1.66375031E+2,1.15819979E+0,
4.29E05,1.68000000E+2,1.65980011E+2,1.55845538E-1,
4.3E05,1.60000000E+2,1.65591049E+2,-4.42011267E-1,
4.31E05,1.48000000E+2,1.65208069E+2,-1.41449451E+0,
4.32E05,1.68000000E+2,1.64830963E+2,2.44496509E-1,
4.33E05,1.66000000E+2,1.64459656E+2,1.19553894E-1,
4.34E05,1.72000000E+2,1.64094025E+2,6.02824986E-1,
4.35E05,1.64000000E+2,1.63733978E+2,2.07728073E-2,
4.36E05,1.61000000E+2,1.63379440E+2,-1.87526166E-1,
4.37E05,1.77000000E+2,1.63030319E+2,1.05002546E+0,
4.38E05,1.65000000E+2,1.62686523E+2,1.80103898E-1,
4.39E05,1.51000000E+2,1.62347977E+2,-9.23485219E-1,
4.4E05,1.33000000E+2,1.62014587E+2,-2.51588392E+0,
4.41E05,1.68000000E+2,1.61686264E+2,4.87115324E-1,
4.42E05,1.49000000E+2,1.61362946E+2,-1.01281202E+0,
