Labels,001ni,
Type,Emission Scan,
Comment,,
Start,600.00,
Stop,1650.00,
Step,1.00,
Fixed/Offset,455.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,3.9999883,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.0000019,
Detector,Det2,

1461.000,4.88897510E+3,
1462.000,4.69258789E+3,
1463.000,4.81373193E+3,
1464.000,4.77139844E+3,
1465.000,4.77740967E+3,
1466.000,4.96091064E+3,
1467.000,4.82679297E+3,
1468.000,4.85460059E+3,
1469.000,4.90292285E+3,
1470.00,4.89592334E+3,
1471.000,4.97838965E+3,
1472.000,5.04893555E+3,
1473.000,5.05855762E+3,
1474.000,5.04291309E+3,
1475.000,5.04075732E+3,
1476.000,5.11803027E+3,
1477.000,5.11643213E+3,
1478.000,5.27492822E+3,
1479.000,5.23290283E+3,
1480.00,5.27385498E+3,
1481.000,5.39899707E+3,
1482.000,5.30187695E+3,
1483.000,5.22280029E+3,
1484.000,5.34311230E+3,
1485.000,5.36954297E+3,
1486.000,5.37038818E+3,
1487.000,5.36736426E+3,
1488.000,5.46099561E+3,
1489.000,5.44098633E+3,
1490.00,5.46600586E+3,
1491.000,5.39371826E+3,
1492.000,5.48852930E+3,
1493.000,5.58573877E+3,
1494.000,5.58465381E+3,
1495.000,5.56541602E+3,
1496.000,5.57510986E+3,
1497.000,5.62995313E+3,
1498.000,5.60714551E+3,
1499.000,5.71355469E+3,
1500.00,5.57419922E+3,
1501.000,5.63316113E+3,
1502.000,5.73008838E+3,
1503.000,5.79227441E+3,
1504.000,5.77147900E+3,
1505.000,5.74717969E+3,
1506.000,5.80439941E+3,
1507.000,5.74577539E+3,
1508.000,5.88554688E+3,
1509.000,5.86199951E+3,
1510.00,5.86156689E+3,
1511.000,5.85071924E+3,
1512.000,5.87592725E+3,
1513.000,5.87239697E+3,
1514.000,5.95687500E+3,
1515.000,5.85317920E+3,
1516.000,5.84050586E+3,
1517.000,5.81615039E+3,
1518.000,5.90756299E+3,
1519.000,5.93518164E+3,
1520.00,5.91068701E+3,
1521.000,6.05390039E+3,
1522.000,5.99195215E+3,
1523.000,5.96564551E+3,
1524.000,5.96421875E+3,
1525.000,6.00972607E+3,
1526.000,6.10680713E+3,
1527.000,6.09468799E+3,
1528.000,6.00416992E+3,
1529.000,6.00938477E+3,
1530.00,6.00440869E+3,
1531.000,6.03045850E+3,
1532.000,5.98620703E+3,
1533.000,5.97350146E+3,
1534.000,6.11824658E+3,
1535.000,5.97025635E+3,
1536.000,6.02625098E+3,
1537.000,6.00586816E+3,
1538.000,6.04067627E+3,
1539.000,6.03979639E+3,
1540.00,6.02382324E+3,
1541.000,5.97166650E+3,
1542.000,6.01632568E+3,
1543.000,6.00309180E+3,
1544.000,6.05648926E+3,
1545.000,5.95187256E+3,
1546.000,6.04135645E+3,
1547.000,5.96538428E+3,
1548.000,6.13194824E+3,
1549.000,6.09935742E+3,
1550.00,6.09410596E+3,
1551.000,5.91956494E+3,
1552.000,5.87381934E+3,
1553.000,5.96501807E+3,
1554.000,5.87504248E+3,
1555.000,5.94729053E+3,
1556.000,6.00411963E+3,
1557.000,5.99375244E+3,
1558.000,6.04527441E+3,
1559.000,5.99036621E+3,
1560.00,6.00308203E+3,
1561.000,5.98047559E+3,
1562.000,6.01709814E+3,
1563.000,6.02473730E+3,
1564.000,5.97230811E+3,
1565.000,5.88564990E+3,
1566.000,5.87769434E+3,
1567.000,5.89085547E+3,
1568.000,6.00272754E+3,
1569.000,5.87281689E+3,
1570.00,5.92451172E+3,
1571.000,5.85362842E+3,
1572.000,5.72709766E+3,
1573.000,5.78023779E+3,
1574.000,5.96397900E+3,
1575.000,5.89906104E+3,
1576.000,5.75388428E+3,
1577.000,6.01839893E+3,
1578.000,5.74172900E+3,
1579.000,5.78358936E+3,
1580.00,5.77488428E+3,
1581.000,5.84562842E+3,
1582.000,5.87766846E+3,
1583.000,5.64411475E+3,
1584.000,5.74606982E+3,
1585.000,5.90726660E+3,
1586.000,5.76245068E+3,
1587.000,5.76620703E+3,
1588.000,5.66924512E+3,
1589.000,5.78439209E+3,
1590.00,5.71204004E+3,
1591.000,5.80823291E+3,
1592.000,5.75100098E+3,
1593.000,5.65255225E+3,
1594.000,5.71634229E+3,
1595.000,5.64948828E+3,
1596.000,5.80988232E+3,
1597.000,5.74276172E+3,
1598.000,5.57760791E+3,
1599.000,5.63864355E+3,
1600.00,5.50742773E+3,
1601.000,5.64961475E+3,
1602.000,5.56387061E+3,
1603.000,5.58005518E+3,
1604.000,5.49065234E+3,
1605.000,5.32672656E+3,
1606.000,5.39910254E+3,
1607.000,5.63420068E+3,
1608.000,5.37902100E+3,
1609.000,5.40839844E+3,
1610.00,5.25776611E+3,
1611.000,5.37635791E+3,
1612.000,5.45468262E+3,
1613.000,5.24640918E+3,
1614.000,5.41211035E+3,
1615.000,5.36628760E+3,
1616.000,5.25420898E+3,
1617.000,5.33488232E+3,
1618.000,5.34770068E+3,
1619.000,5.25550098E+3,
1620.00,5.31954688E+3,
1621.000,5.27223926E+3,
1622.000,5.24246045E+3,
1623.000,5.33549609E+3,
1624.000,5.15724756E+3,
1625.000,5.17227197E+3,
1626.000,5.21195459E+3,
1627.000,5.15296631E+3,
1628.000,5.19851904E+3,
1629.000,5.32160938E+3,
1630.00,5.08241504E+3,
1631.000,5.07457617E+3,
1632.000,5.19212695E+3,
1633.000,5.22606885E+3,
1634.000,5.29487988E+3,
1635.000,5.24792920E+3,
1636.000,5.17522363E+3,
1637.000,5.21064404E+3,
1638.000,5.36132861E+3,
1639.000,5.23550293E+3,
1640.00,5.23653027E+3,
1641.000,5.15863330E+3,
1642.000,5.24183496E+3,
1643.000,5.41871436E+3,
1644.000,5.43347705E+3,
1645.000,5.24629248E+3,
1646.000,5.39089307E+3,
1647.000,5.35786719E+3,
1648.000,5.28262891E+3,
1649.000,5.38818945E+3,
1650.00,5.13040771E+3,
