Labels,100-450-EM,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,1100.00,
Step,1.00,
Fixed/Offset,450.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,5.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.00,
Detector,Det2,

700.00,2.75413340E+4,
701.00,2.88208984E+4,
702.00,3.09728770E+4,
703.00,3.22099707E+4,
704.00,3.43416758E+4,
705.00,3.61706523E+4,
706.00,3.74554883E+4,
707.00,4.00211094E+4,
708.00,4.11259609E+4,
709.00,4.34582266E+4,
710.00,4.54864258E+4,
711.00,4.67146133E+4,
712.00,4.90349961E+4,
713.00,5.20974258E+4,
714.00,5.37882109E+4,
715.00,5.58181875E+4,
716.00,5.75580000E+4,
717.00,5.92874805E+4,
718.00,6.22945391E+4,
719.00,6.30470781E+4,
720.00,6.46174609E+4,
721.00,6.70638047E+4,
722.00,6.92566484E+4,
723.00,7.11183125E+4,
724.00,7.30954453E+4,
725.00,7.47867188E+4,
726.00,7.64273359E+4,
727.00,7.82155156E+4,
728.00,8.02358047E+4,
729.00,8.25443828E+4,
730.00,8.38250859E+4,
731.00,8.66501016E+4,
732.00,8.68696484E+4,
733.00,8.98000781E+4,
734.00,9.28856016E+4,
735.00,9.38114453E+4,
736.00,9.58813516E+4,
737.00,9.79826719E+4,
738.00,9.88935469E+4,
739.00,1.00836883E+5,
740.00,1.02978594E+5,
741.00,1.05384078E+5,
742.00,1.07663648E+5,
743.00,1.09300508E+5,
744.00,1.09224234E+5,
745.00,1.12394547E+5,
746.00,1.14561500E+5,
747.00,1.16327828E+5,
748.00,1.17268195E+5,
749.00,1.19760313E+5,
750.00,1.22469563E+5,
751.00,1.23758594E+5,
752.00,1.25593820E+5,
753.00,1.26096617E+5,
754.00,1.29111586E+5,
755.00,1.29910156E+5,
756.00,1.32340922E+5,
757.00,1.33487281E+5,
758.00,1.34596703E+5,
759.00,1.35778672E+5,
760.00,1.37541438E+5,
761.00,1.39115641E+5,
762.00,1.40528672E+5,
763.00,1.41851141E+5,
764.00,1.43858141E+5,
765.00,1.45622859E+5,
766.00,1.45970875E+5,
767.00,1.47919438E+5,
768.00,1.48071203E+5,
769.00,1.50583313E+5,
770.00,1.50900016E+5,
771.00,1.51055188E+5,
772.00,1.53706078E+5,
773.00,1.55127141E+5,
774.00,1.55344453E+5,
775.00,1.57470172E+5,
776.00,1.58550234E+5,
777.00,1.59176281E+5,
778.00,1.59473859E+5,
779.00,1.60953047E+5,
780.00,1.63027422E+5,
781.00,1.63437484E+5,
782.00,1.63306125E+5,
783.00,1.64766469E+5,
784.00,1.65886594E+5,
785.00,1.67196719E+5,
786.00,1.66158344E+5,
787.00,1.66217063E+5,
788.00,1.66596016E+5,
789.00,1.69175547E+5,
790.00,1.68372094E+5,
791.00,1.67525188E+5,
792.00,1.68719781E+5,
793.00,1.68705813E+5,
794.00,1.70244578E+5,
795.00,1.70856391E+5,
796.00,1.70977047E+5,
797.00,1.70225359E+5,
798.00,1.71089625E+5,
799.00,1.72340516E+5,
800.00,1.72069219E+5,
801.00,1.71450188E+5,
802.00,1.70494047E+5,
803.00,1.70686109E+5,
804.00,1.69170453E+5,
805.00,1.68768281E+5,
806.00,1.70765563E+5,
807.00,1.71854328E+5,
808.00,1.68243594E+5,
809.00,1.70039594E+5,
810.00,1.70988156E+5,
811.00,1.70089438E+5,
812.00,1.69177000E+5,
813.00,1.69150063E+5,
814.00,1.69284813E+5,
815.00,1.68235125E+5,
816.00,1.67673313E+5,
817.00,1.67848188E+5,
818.00,1.67970094E+5,
819.00,1.68338734E+5,
820.00,1.65963078E+5,
821.00,1.65204547E+5,
822.00,1.65499484E+5,
823.00,1.65500125E+5,
824.00,1.65095625E+5,
825.00,1.63803609E+5,
826.00,1.64343594E+5,
827.00,1.63082813E+5,
828.00,1.62464531E+5,
829.00,1.61270594E+5,
830.00,1.60631219E+5,
831.00,1.60231703E+5,
832.00,1.59438953E+5,
833.00,1.58178031E+5,
834.00,1.58573625E+5,
835.00,1.58013922E+5,
836.00,1.56205266E+5,
837.00,1.56512875E+5,
838.00,1.54237750E+5,
839.00,1.54293000E+5,
840.00,1.53185125E+5,
841.00,1.53039703E+5,
842.00,1.52783984E+5,
843.00,1.51124141E+5,
844.00,1.48807016E+5,
845.00,1.49846891E+5,
846.00,1.48381531E+5,
847.00,1.47243078E+5,
848.00,1.46943203E+5,
849.00,1.45421719E+5,
850.00,1.44631766E+5,
851.00,1.43961422E+5,
852.00,1.43359297E+5,
853.00,1.42173250E+5,
854.00,1.41913797E+5,
855.00,1.40706500E+5,
856.00,1.39769203E+5,
857.00,1.37778656E+5,
858.00,1.37236156E+5,
859.00,1.36646250E+5,
860.00,1.35760516E+5,
861.00,1.35066609E+5,
862.00,1.33604016E+5,
863.00,1.33643453E+5,
864.00,1.30999234E+5,
865.00,1.30710445E+5,
866.00,1.29723086E+5,
867.00,1.28433805E+5,
868.00,1.27957617E+5,
869.00,1.25992281E+5,
870.00,1.25236734E+5,
871.00,1.25376688E+5,
872.00,1.23944273E+5,
873.00,1.23269977E+5,
874.00,1.21232859E+5,
875.00,1.20471875E+5,
876.00,1.18835344E+5,
877.00,1.18558289E+5,
878.00,1.17016273E+5,
879.00,1.15774969E+5,
880.00,1.15748914E+5,
881.00,1.13015281E+5,
882.00,1.12584406E+5,
883.00,1.11030164E+5,
884.00,1.10867297E+5,
885.00,1.10144680E+5,
886.00,1.09004508E+5,
887.00,1.08157180E+5,
888.00,1.06758656E+5,
889.00,1.06861125E+5,
890.00,1.04381820E+5,
891.00,1.03803828E+5,
892.00,1.02992563E+5,
893.00,1.01748516E+5,
894.00,1.01575805E+5,
895.00,1.00590672E+5,
896.00,9.94627578E+4,
897.00,9.84973281E+4,
898.00,9.80455938E+4,
899.00,9.66852578E+4,
900.00,9.54222422E+4,
901.00,9.54214922E+4,
902.00,9.42301484E+4,
903.00,9.32194063E+4,
904.00,9.27000859E+4,
905.00,9.15816797E+4,
906.00,9.12321641E+4,
907.00,9.07096250E+4,
908.00,8.88335781E+4,
909.00,8.81273906E+4,
910.00,8.77677578E+4,
911.00,8.71690859E+4,
912.00,8.67155469E+4,
913.00,8.53096016E+4,
914.00,8.41373359E+4,
915.00,8.38181641E+4,
916.00,8.30455938E+4,
917.00,8.18192188E+4,
918.00,8.15341250E+4,
919.00,8.01091016E+4,
920.00,7.96302031E+4,
921.00,7.86394688E+4,
922.00,7.82211406E+4,
923.00,7.70901875E+4,
924.00,7.63867578E+4,
925.00,7.52149844E+4,
926.00,7.51415391E+4,
927.00,7.40451719E+4,
928.00,7.32232500E+4,
929.00,7.22015391E+4,
930.00,7.12086641E+4,
931.00,7.09292031E+4,
932.00,6.98932813E+4,
933.00,6.90680078E+4,
934.00,6.86723047E+4,
935.00,6.79568984E+4,
936.00,6.66232500E+4,
937.00,6.57521797E+4,
938.00,6.56844453E+4,
939.00,6.48888750E+4,
940.00,6.38040547E+4,
941.00,6.29596680E+4,
942.00,6.23937227E+4,
943.00,6.16316680E+4,
944.00,6.08400352E+4,
945.00,5.98511133E+4,
946.00,5.93489414E+4,
947.00,5.86508789E+4,
948.00,5.77444688E+4,
949.00,5.73302188E+4,
950.00,5.66758398E+4,
951.00,5.58413047E+4,
952.00,5.55197891E+4,
953.00,5.47432266E+4,
954.00,5.40191953E+4,
955.00,5.32937852E+4,
956.00,5.24446133E+4,
957.00,5.20014727E+4,
958.00,5.12402383E+4,
959.00,5.06552188E+4,
960.00,5.00738945E+4,
961.00,4.91503398E+4,
962.00,4.94810391E+4,
963.00,4.83475078E+4,
964.00,4.77248281E+4,
965.00,4.72059102E+4,
966.00,4.64793828E+4,
967.00,4.59346094E+4,
968.00,4.57139219E+4,
969.00,4.55185313E+4,
970.00,4.49139492E+4,
971.00,4.43513164E+4,
972.00,4.41477383E+4,
973.00,4.34544805E+4,
974.00,4.31066250E+4,
975.00,4.24935898E+4,
976.00,4.22082461E+4,
977.00,4.19048984E+4,
978.00,4.13842383E+4,
979.00,4.07611914E+4,
980.00,4.03391992E+4,
981.00,3.97341055E+4,
982.00,3.88957773E+4,
983.00,3.86053594E+4,
984.00,3.83575703E+4,
985.00,3.75960234E+4,
986.00,3.72465938E+4,
987.00,3.67433867E+4,
988.00,3.63313711E+4,
989.00,3.58221367E+4,
990.00,3.53116758E+4,
991.00,3.48993906E+4,
992.00,3.47623398E+4,
993.00,3.39988203E+4,
994.00,3.35891641E+4,
995.00,3.31824023E+4,
996.00,3.28142188E+4,
997.00,3.23587520E+4,
998.00,3.18899980E+4,
999.00,3.12725586E+4,
1000.00,3.10712676E+4,
1001.000,3.06654258E+4,
1002.000,3.01811152E+4,
1003.000,2.99020723E+4,
1004.000,2.95233672E+4,
1005.000,2.90273145E+4,
1006.000,2.87003262E+4,
1007.000,2.81509238E+4,
1008.000,2.78717656E+4,
1009.000,2.73998379E+4,
1010.00,2.71413633E+4,
1011.000,2.68990273E+4,
1012.000,2.64391094E+4,
1013.000,2.60035664E+4,
1014.000,2.56672129E+4,
1015.000,2.54159805E+4,
1016.000,2.50424512E+4,
1017.000,2.44950547E+4,
1018.000,2.43522988E+4,
1019.000,2.39056055E+4,
1020.00,2.36321523E+4,
1021.000,2.33255234E+4,
1022.000,2.30374199E+4,
1023.000,2.26788887E+4,
1024.000,2.23697559E+4,
1025.000,2.22443008E+4,
1026.000,2.17460469E+4,
1027.000,2.17183672E+4,
1028.000,2.12520996E+4,
1029.000,2.09379336E+4,
1030.00,2.07377012E+4,
1031.000,2.04826406E+4,
1032.000,2.00980352E+4,
1033.000,1.96412715E+4,
1034.000,1.94340313E+4,
1035.000,1.91668320E+4,
1036.000,1.90036328E+4,
1037.000,1.87323281E+4,
1038.000,1.86066758E+4,
1039.000,1.82294453E+4,
1040.00,1.79321543E+4,
1041.000,1.78661328E+4,
1042.000,1.76685938E+4,
1043.000,1.73758906E+4,
1044.000,1.71101797E+4,
1045.000,1.67947969E+4,
1046.000,1.67485430E+4,
1047.000,1.62597080E+4,
1048.000,1.60943057E+4,
1049.000,1.58510020E+4,
1050.00,1.57439561E+4,
1051.000,1.54544482E+4,
1052.000,1.52417871E+4,
1053.000,1.49470078E+4,
1054.000,1.47673184E+4,
1055.000,1.46623672E+4,
1056.000,1.43504316E+4,
1057.000,1.42239658E+4,
1058.000,1.40624180E+4,
1059.000,1.37960371E+4,
1060.00,1.35275186E+4,
1061.000,1.33764443E+4,
1062.000,1.31386650E+4,
1063.000,1.29838799E+4,
1064.000,1.27907236E+4,
1065.000,1.27197793E+4,
1066.000,1.25109648E+4,
1067.000,1.23521104E+4,
1068.000,1.22203203E+4,
1069.000,1.19608555E+4,
1070.00,1.18746885E+4,
1071.000,1.18014248E+4,
1072.000,1.15707451E+4,
1073.000,1.12299873E+4,
1074.000,1.12026143E+4,
1075.000,1.11412061E+4,
1076.000,1.08486963E+4,
1077.000,1.07733887E+4,
1078.000,1.05921455E+4,
1079.000,1.04109961E+4,
1080.00,1.02698955E+4,
1081.000,1.01581660E+4,
1082.000,9.92856543E+3,
1083.000,9.87168848E+3,
1084.000,9.60765039E+3,
1085.000,9.50623828E+3,
1086.000,9.41946973E+3,
1087.000,9.28715527E+3,
1088.000,9.08207617E+3,
1089.000,9.10664746E+3,
1090.00,8.93527539E+3,
1091.000,8.84757324E+3,
1092.000,8.78541797E+3,
1093.000,8.54763867E+3,
1094.000,8.45088867E+3,
1095.000,8.36266309E+3,
1096.000,8.28617969E+3,
1097.000,8.02316504E+3,
1098.000,8.01645459E+3,
1099.000,7.92964551E+3,
1100.00,7.74617822E+3,
