Labels,75-450-EM,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,1100.00,
Step,1.00,
Fixed/Offset,450.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,5.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.00,
Detector,Det2,

700.00,2.99948281E+4,
701.00,3.14988203E+4,
702.00,3.29598594E+4,
703.00,3.50964531E+4,
704.00,3.70769570E+4,
705.00,3.92392578E+4,
706.00,4.08125078E+4,
707.00,4.33255938E+4,
708.00,4.49197109E+4,
709.00,4.63086055E+4,
710.00,4.92551484E+4,
711.00,5.22850078E+4,
712.00,5.49234180E+4,
713.00,5.69853438E+4,
714.00,5.91047734E+4,
715.00,6.12058086E+4,
716.00,6.33514063E+4,
717.00,6.57441406E+4,
718.00,6.82181719E+4,
719.00,7.03622031E+4,
720.00,7.16237500E+4,
721.00,7.37018672E+4,
722.00,8.17660547E+4,
723.00,8.25529297E+4,
724.00,8.42647500E+4,
725.00,8.70594609E+4,
726.00,8.82847891E+4,
727.00,9.15987813E+4,
728.00,9.34836172E+4,
729.00,9.60750938E+4,
730.00,1.00241133E+5,
731.00,1.00324602E+5,
732.00,1.02053703E+5,
733.00,1.03633742E+5,
734.00,1.06100359E+5,
735.00,1.08510211E+5,
736.00,1.11583469E+5,
737.00,1.12989484E+5,
738.00,1.15713109E+5,
739.00,1.17273234E+5,
740.00,1.20066508E+5,
741.00,1.22064953E+5,
742.00,1.25413172E+5,
743.00,1.26274445E+5,
744.00,1.27450914E+5,
745.00,1.29750570E+5,
746.00,1.32182453E+5,
747.00,1.35091813E+5,
748.00,1.35177016E+5,
749.00,1.38247469E+5,
750.00,1.41259578E+5,
751.00,1.42192328E+5,
752.00,1.43706594E+5,
753.00,1.45975359E+5,
754.00,1.49086813E+5,
755.00,1.49865750E+5,
756.00,1.51605234E+5,
757.00,1.56761359E+5,
758.00,1.56402625E+5,
759.00,1.57738438E+5,
760.00,1.59072578E+5,
761.00,1.60086250E+5,
762.00,1.62037766E+5,
763.00,1.62559359E+5,
764.00,1.64721297E+5,
765.00,1.68096172E+5,
766.00,1.69598297E+5,
767.00,1.70872828E+5,
768.00,1.72027094E+5,
769.00,1.74145641E+5,
770.00,1.73469531E+5,
771.00,1.77188625E+5,
772.00,1.78401125E+5,
773.00,1.77882219E+5,
774.00,1.80024688E+5,
775.00,1.80624922E+5,
776.00,1.81171281E+5,
777.00,1.83417516E+5,
778.00,1.82527313E+5,
779.00,1.84851016E+5,
780.00,1.85950719E+5,
781.00,1.86335281E+5,
782.00,1.87996156E+5,
783.00,1.88121438E+5,
784.00,1.89006125E+5,
785.00,1.91408328E+5,
786.00,1.92561688E+5,
787.00,1.91193031E+5,
788.00,1.93446656E+5,
789.00,1.92970328E+5,
790.00,1.95649609E+5,
791.00,1.94078734E+5,
792.00,1.93690547E+5,
793.00,1.94361203E+5,
794.00,1.94654859E+5,
795.00,1.96248734E+5,
796.00,1.96469781E+5,
797.00,1.96509750E+5,
798.00,1.94922281E+5,
799.00,1.98712594E+5,
800.00,1.97769391E+5,
801.00,1.97063141E+5,
802.00,1.96853906E+5,
803.00,1.97439594E+5,
804.00,1.95089969E+5,
805.00,1.94828750E+5,
806.00,1.95633750E+5,
807.00,1.96958344E+5,
808.00,1.95892781E+5,
809.00,1.95441000E+5,
810.00,1.94867719E+5,
811.00,1.95802234E+5,
812.00,1.95671219E+5,
813.00,1.96325984E+5,
814.00,1.97408922E+5,
815.00,1.95886703E+5,
816.00,1.95470188E+5,
817.00,1.93622906E+5,
818.00,1.92629969E+5,
819.00,1.95117203E+5,
820.00,1.92222531E+5,
821.00,1.93210500E+5,
822.00,1.90776453E+5,
823.00,1.90425469E+5,
824.00,1.89770281E+5,
825.00,1.88075578E+5,
826.00,1.88665938E+5,
827.00,1.88819234E+5,
828.00,1.86655828E+5,
829.00,1.87184688E+5,
830.00,1.86147813E+5,
831.00,1.84890953E+5,
832.00,1.85138469E+5,
833.00,1.84189391E+5,
834.00,1.83818438E+5,
835.00,1.83264766E+5,
836.00,1.82425469E+5,
837.00,1.81279938E+5,
838.00,1.79312859E+5,
839.00,1.78744516E+5,
840.00,1.76488906E+5,
841.00,1.76793219E+5,
842.00,1.77159953E+5,
843.00,1.76127781E+5,
844.00,1.74931969E+5,
845.00,1.73708031E+5,
846.00,1.71941547E+5,
847.00,1.72756891E+5,
848.00,1.70012297E+5,
849.00,1.69782234E+5,
850.00,1.67900641E+5,
851.00,1.66077938E+5,
852.00,1.66111844E+5,
853.00,1.65826375E+5,
854.00,1.64368203E+5,
855.00,1.64580375E+5,
856.00,1.62219406E+5,
857.00,1.63270781E+5,
858.00,1.61726109E+5,
859.00,1.58499672E+5,
860.00,1.57460547E+5,
861.00,1.57392141E+5,
862.00,1.56305984E+5,
863.00,1.54151859E+5,
864.00,1.53617156E+5,
865.00,1.53171813E+5,
866.00,1.51741188E+5,
867.00,1.50757984E+5,
868.00,1.50261438E+5,
869.00,1.47031453E+5,
870.00,1.46469781E+5,
871.00,1.44176672E+5,
872.00,1.44621281E+5,
873.00,1.43272547E+5,
874.00,1.41609469E+5,
875.00,1.39932813E+5,
876.00,1.39446859E+5,
877.00,1.38156297E+5,
878.00,1.38039188E+5,
879.00,1.35808375E+5,
880.00,1.34863297E+5,
881.00,1.33781875E+5,
882.00,1.33360750E+5,
883.00,1.32470281E+5,
884.00,1.30850117E+5,
885.00,1.29715664E+5,
886.00,1.28768523E+5,
887.00,1.27836242E+5,
888.00,1.25681359E+5,
889.00,1.24552063E+5,
890.00,1.23480469E+5,
891.00,1.21299758E+5,
892.00,1.20542484E+5,
893.00,1.18979844E+5,
894.00,1.19054609E+5,
895.00,1.18521727E+5,
896.00,1.17892719E+5,
897.00,1.16187219E+5,
898.00,1.14448008E+5,
899.00,1.13757813E+5,
900.00,1.13234609E+5,
901.00,1.11846852E+5,
902.00,1.10709578E+5,
903.00,1.09246703E+5,
904.00,1.09516336E+5,
905.00,1.08762781E+5,
906.00,1.07777820E+5,
907.00,1.06430289E+5,
908.00,1.05247016E+5,
909.00,1.04655352E+5,
910.00,1.03065703E+5,
911.00,1.02363734E+5,
912.00,1.01829375E+5,
913.00,1.00635211E+5,
914.00,9.98856328E+4,
915.00,9.87711953E+4,
916.00,9.82351406E+4,
917.00,9.68348984E+4,
918.00,9.58333672E+4,
919.00,9.45507578E+4,
920.00,9.36592422E+4,
921.00,9.23138828E+4,
922.00,9.19404453E+4,
923.00,9.08119063E+4,
924.00,8.98248672E+4,
925.00,8.84745547E+4,
926.00,8.72442969E+4,
927.00,8.69373906E+4,
928.00,8.57188203E+4,
929.00,8.43446172E+4,
930.00,8.37905156E+4,
931.00,8.28406094E+4,
932.00,8.21611641E+4,
933.00,8.08658203E+4,
934.00,8.06894141E+4,
935.00,7.98892188E+4,
936.00,7.88524141E+4,
937.00,7.73542969E+4,
938.00,7.64024141E+4,
939.00,7.57473828E+4,
940.00,7.50630703E+4,
941.00,7.38385078E+4,
942.00,7.35886563E+4,
943.00,7.25743906E+4,
944.00,7.17646719E+4,
945.00,7.07179688E+4,
946.00,6.97364375E+4,
947.00,6.94009609E+4,
948.00,6.82676016E+4,
949.00,6.74773203E+4,
950.00,6.61449531E+4,
951.00,6.55773047E+4,
952.00,6.49824883E+4,
953.00,6.44655430E+4,
954.00,6.39943164E+4,
955.00,6.31196758E+4,
956.00,6.22131875E+4,
957.00,6.10342344E+4,
958.00,6.00831133E+4,
959.00,5.94236992E+4,
960.00,5.86321836E+4,
961.00,5.79635703E+4,
962.00,5.77433945E+4,
963.00,5.67597305E+4,
964.00,5.58056836E+4,
965.00,5.51537227E+4,
966.00,5.46571719E+4,
967.00,5.41379219E+4,
968.00,5.38004492E+4,
969.00,5.32086094E+4,
970.00,5.24577969E+4,
971.00,5.25031172E+4,
972.00,5.15556953E+4,
973.00,5.09448672E+4,
974.00,5.06134375E+4,
975.00,5.03813828E+4,
976.00,4.93493828E+4,
977.00,4.90081094E+4,
978.00,4.84260156E+4,
979.00,4.77561563E+4,
980.00,4.68315430E+4,
981.00,4.62539961E+4,
982.00,4.61187383E+4,
983.00,4.53861367E+4,
984.00,4.49907109E+4,
985.00,4.46056953E+4,
986.00,4.38030000E+4,
987.00,4.32990742E+4,
988.00,4.29502070E+4,
989.00,4.23052734E+4,
990.00,4.15340195E+4,
991.00,4.14830391E+4,
992.00,4.05971953E+4,
993.00,3.99188438E+4,
994.00,3.95176836E+4,
995.00,3.88883828E+4,
996.00,3.84664805E+4,
997.00,3.77596680E+4,
998.00,3.73902578E+4,
999.00,3.67459141E+4,
1000.00,3.62030938E+4,
1001.000,3.59290391E+4,
1002.000,3.55367578E+4,
1003.000,3.50698633E+4,
1004.000,3.47283047E+4,
1005.000,3.42252891E+4,
1006.000,3.36840820E+4,
1007.000,3.31007070E+4,
1008.000,3.25231699E+4,
1009.000,3.22265781E+4,
1010.00,3.17584883E+4,
1011.000,3.13427988E+4,
1012.000,3.10381836E+4,
1013.000,3.08183574E+4,
1014.000,3.01149180E+4,
1015.000,2.99149434E+4,
1016.000,2.93291738E+4,
1017.000,2.90988770E+4,
1018.000,2.88890977E+4,
1019.000,2.81808125E+4,
1020.00,2.78461406E+4,
1021.000,2.73738477E+4,
1022.000,2.70982715E+4,
1023.000,2.66919551E+4,
1024.000,2.64291680E+4,
1025.000,2.60915977E+4,
1026.000,2.56536172E+4,
1027.000,2.53139512E+4,
1028.000,2.49432695E+4,
1029.000,2.46381152E+4,
1030.00,2.43316289E+4,
1031.000,2.39383066E+4,
1032.000,2.38166836E+4,
1033.000,2.35230508E+4,
1034.000,2.31659316E+4,
1035.000,2.29533965E+4,
1036.000,2.24449473E+4,
1037.000,2.20996094E+4,
1038.000,2.19139121E+4,
1039.000,2.15656699E+4,
1040.00,2.11958809E+4,
1041.000,2.09670605E+4,
1042.000,2.05674336E+4,
1043.000,2.02640234E+4,
1044.000,1.99229688E+4,
1045.000,1.97076641E+4,
1046.000,1.95951855E+4,
1047.000,1.92451309E+4,
1048.000,1.88635371E+4,
1049.000,1.86609590E+4,
1050.00,1.83440352E+4,
1051.000,1.81783145E+4,
1052.000,1.79900977E+4,
1053.000,1.76454160E+4,
1054.000,1.75540938E+4,
1055.000,1.71497598E+4,
1056.000,1.69856270E+4,
1057.000,1.67456758E+4,
1058.000,1.64405371E+4,
1059.000,1.60908486E+4,
1060.00,1.59792012E+4,
1061.000,1.57347021E+4,
1062.000,1.54185469E+4,
1063.000,1.51700947E+4,
1064.000,1.51584365E+4,
1065.000,1.47434482E+4,
1066.000,1.46668027E+4,
1067.000,1.45002207E+4,
1068.000,1.42836475E+4,
1069.000,1.40375605E+4,
1070.00,1.37949385E+4,
1071.000,1.36924238E+4,
1072.000,1.34447002E+4,
1073.000,1.32353252E+4,
1074.000,1.31169629E+4,
1075.000,1.29376836E+4,
1076.000,1.26299150E+4,
1077.000,1.25804980E+4,
1078.000,1.23958418E+4,
1079.000,1.22242480E+4,
1080.00,1.20646670E+4,
1081.000,1.17865801E+4,
1082.000,1.17549834E+4,
1083.000,1.14931035E+4,
1084.000,1.12651025E+4,
1085.000,1.12166768E+4,
1086.000,1.09870537E+4,
1087.000,1.09024678E+4,
1088.000,1.06653633E+4,
1089.000,1.05829766E+4,
1090.00,1.03806387E+4,
1091.000,1.03148584E+4,
1092.000,1.02494570E+4,
1093.000,1.00855771E+4,
1094.000,9.88501367E+3,
1095.000,9.79012793E+3,
1096.000,9.56204492E+3,
1097.000,9.32600293E+3,
1098.000,9.29402246E+3,
1099.000,9.09220508E+3,
1100.00,9.06112012E+3,
