Labels,200-450-EM,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,1100.00,
Step,1.00,
Fixed/Offset,450.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,5.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.00,
Detector,Det2,

700.00,1.73921270E+4,
701.00,1.83652188E+4,
702.00,1.90495801E+4,
703.00,1.95222695E+4,
704.00,2.08796426E+4,
705.00,2.16287773E+4,
706.00,2.14560332E+4,
707.00,2.32494121E+4,
708.00,2.40731875E+4,
709.00,2.52280332E+4,
710.00,2.57042090E+4,
711.00,2.66235801E+4,
712.00,2.75049297E+4,
713.00,2.89170664E+4,
714.00,2.98922441E+4,
715.00,3.06729453E+4,
716.00,3.18620469E+4,
717.00,3.25770820E+4,
718.00,3.37132852E+4,
719.00,3.45884766E+4,
720.00,3.57299922E+4,
721.00,3.59819258E+4,
722.00,3.69390586E+4,
723.00,3.78912656E+4,
724.00,3.82161875E+4,
725.00,3.93956133E+4,
726.00,4.07346367E+4,
727.00,4.15572383E+4,
728.00,4.29447461E+4,
729.00,4.33496758E+4,
730.00,4.47152773E+4,
731.00,4.51710430E+4,
732.00,4.58222422E+4,
733.00,4.66332930E+4,
734.00,4.73477969E+4,
735.00,4.78743086E+4,
736.00,4.96351602E+4,
737.00,4.95941719E+4,
738.00,5.03166016E+4,
739.00,5.21538242E+4,
740.00,5.16079258E+4,
741.00,5.26565117E+4,
742.00,5.34610898E+4,
743.00,5.45920469E+4,
744.00,5.46281680E+4,
745.00,5.51039375E+4,
746.00,5.67929648E+4,
747.00,5.74023867E+4,
748.00,5.84943398E+4,
749.00,5.92670898E+4,
750.00,5.97800508E+4,
751.00,6.07035039E+4,
752.00,6.22042148E+4,
753.00,6.19563633E+4,
754.00,6.20991484E+4,
755.00,6.32314570E+4,
756.00,6.40921992E+4,
757.00,6.48565195E+4,
758.00,6.53404219E+4,
759.00,6.60855938E+4,
760.00,6.68455000E+4,
761.00,6.68430391E+4,
762.00,6.74094297E+4,
763.00,6.84435078E+4,
764.00,6.91017344E+4,
765.00,6.96584063E+4,
766.00,7.06384063E+4,
767.00,7.08486563E+4,
768.00,7.14525156E+4,
769.00,7.11653203E+4,
770.00,7.27549688E+4,
771.00,7.32238984E+4,
772.00,7.38433359E+4,
773.00,7.33802656E+4,
774.00,7.41696641E+4,
775.00,7.40207969E+4,
776.00,7.45551250E+4,
777.00,7.57281563E+4,
778.00,7.58946016E+4,
779.00,7.62476406E+4,
780.00,7.60974375E+4,
781.00,7.70210469E+4,
782.00,7.63650000E+4,
783.00,7.70050234E+4,
784.00,7.73503047E+4,
785.00,7.80115234E+4,
786.00,7.73509922E+4,
787.00,7.77118281E+4,
788.00,7.77753516E+4,
789.00,7.75646328E+4,
790.00,7.81740547E+4,
791.00,7.83839297E+4,
792.00,7.92385859E+4,
793.00,7.86284922E+4,
794.00,7.93062344E+4,
795.00,7.98085078E+4,
796.00,7.96533750E+4,
797.00,7.90825313E+4,
798.00,7.86281719E+4,
799.00,7.97298281E+4,
800.00,8.01736875E+4,
801.00,7.90848359E+4,
802.00,7.93520078E+4,
803.00,7.95940156E+4,
804.00,7.81835469E+4,
805.00,7.95106484E+4,
806.00,7.94396875E+4,
807.00,7.84465078E+4,
808.00,7.96037656E+4,
809.00,7.82582344E+4,
810.00,7.82506172E+4,
811.00,7.77553594E+4,
812.00,7.93174219E+4,
813.00,7.77474766E+4,
814.00,7.75856094E+4,
815.00,7.71739063E+4,
816.00,7.71807578E+4,
817.00,7.72790625E+4,
818.00,7.76551406E+4,
819.00,7.70906641E+4,
820.00,7.68023438E+4,
821.00,7.58676953E+4,
822.00,7.57163594E+4,
823.00,7.53233516E+4,
824.00,7.54704844E+4,
825.00,7.49125625E+4,
826.00,7.55801641E+4,
827.00,7.38431094E+4,
828.00,7.33886719E+4,
829.00,7.34073438E+4,
830.00,7.33040703E+4,
831.00,7.24137422E+4,
832.00,7.23784688E+4,
833.00,7.18527109E+4,
834.00,7.18241250E+4,
835.00,7.19277188E+4,
836.00,7.01039141E+4,
837.00,7.02839844E+4,
838.00,6.98721406E+4,
839.00,7.01170391E+4,
840.00,7.00181797E+4,
841.00,6.93984688E+4,
842.00,6.86171406E+4,
843.00,6.85470859E+4,
844.00,6.72359609E+4,
845.00,6.60937734E+4,
846.00,6.60437500E+4,
847.00,6.55910781E+4,
848.00,6.56398047E+4,
849.00,6.59564219E+4,
850.00,6.46865430E+4,
851.00,6.41658711E+4,
852.00,6.45696563E+4,
853.00,6.31201602E+4,
854.00,6.36360859E+4,
855.00,6.27787891E+4,
856.00,6.21263164E+4,
857.00,6.22215078E+4,
858.00,6.16180430E+4,
859.00,6.10659180E+4,
860.00,6.01138555E+4,
861.00,6.01322656E+4,
862.00,5.92170625E+4,
863.00,5.86366680E+4,
864.00,5.77897813E+4,
865.00,5.76573672E+4,
866.00,5.76450547E+4,
867.00,5.70705156E+4,
868.00,5.63766406E+4,
869.00,5.62377344E+4,
870.00,5.55322539E+4,
871.00,5.49839883E+4,
872.00,5.40750898E+4,
873.00,5.34215547E+4,
874.00,5.31144297E+4,
875.00,5.23680117E+4,
876.00,5.25736953E+4,
877.00,5.24529883E+4,
878.00,5.18862773E+4,
879.00,5.07118633E+4,
880.00,5.12201211E+4,
881.00,5.00193633E+4,
882.00,4.95033477E+4,
883.00,4.91953516E+4,
884.00,4.88030664E+4,
885.00,4.79819727E+4,
886.00,4.76992617E+4,
887.00,4.72327266E+4,
888.00,4.68078242E+4,
889.00,4.69095156E+4,
890.00,4.63308164E+4,
891.00,4.56863945E+4,
892.00,4.50337813E+4,
893.00,4.44235781E+4,
894.00,4.46285469E+4,
895.00,4.39022266E+4,
896.00,4.38438164E+4,
897.00,4.30761563E+4,
898.00,4.24172969E+4,
899.00,4.22648398E+4,
900.00,4.21757266E+4,
901.00,4.13093398E+4,
902.00,4.08520859E+4,
903.00,4.06335625E+4,
904.00,4.03151602E+4,
905.00,3.99071797E+4,
906.00,3.96544063E+4,
907.00,3.90955195E+4,
908.00,3.85583711E+4,
909.00,3.81605156E+4,
910.00,3.79233047E+4,
911.00,3.77043750E+4,
912.00,3.73681328E+4,
913.00,3.70028281E+4,
914.00,3.64537500E+4,
915.00,3.63225664E+4,
916.00,3.57499844E+4,
917.00,3.57669414E+4,
918.00,3.51285703E+4,
919.00,3.49459727E+4,
920.00,3.43217969E+4,
921.00,3.41419180E+4,
922.00,3.36791055E+4,
923.00,3.34198516E+4,
924.00,3.30107070E+4,
925.00,3.26875020E+4,
926.00,3.24451016E+4,
927.00,3.18409473E+4,
928.00,3.16620137E+4,
929.00,3.10537637E+4,
930.00,3.07029434E+4,
931.00,3.05090938E+4,
932.00,3.01801172E+4,
933.00,3.00191016E+4,
934.00,2.95355605E+4,
935.00,2.92118301E+4,
936.00,2.86796367E+4,
937.00,2.82766074E+4,
938.00,2.78979668E+4,
939.00,2.75098633E+4,
940.00,2.73891035E+4,
941.00,2.71602500E+4,
942.00,2.68653242E+4,
943.00,2.65666270E+4,
944.00,2.61218105E+4,
945.00,2.60141602E+4,
946.00,2.56840059E+4,
947.00,2.52151074E+4,
948.00,2.48146582E+4,
949.00,2.47288086E+4,
950.00,2.43406641E+4,
951.00,2.41770996E+4,
952.00,2.38173438E+4,
953.00,2.35150020E+4,
954.00,2.32798828E+4,
955.00,2.30304297E+4,
956.00,2.28380996E+4,
957.00,2.25055605E+4,
958.00,2.21819238E+4,
959.00,2.20941719E+4,
960.00,2.17581504E+4,
961.00,2.13483633E+4,
962.00,2.12361953E+4,
963.00,2.09337871E+4,
964.00,2.06475879E+4,
965.00,2.03844707E+4,
966.00,2.03123672E+4,
967.00,1.99869258E+4,
968.00,1.98117871E+4,
969.00,1.94634746E+4,
970.00,1.93195820E+4,
971.00,1.91672188E+4,
972.00,1.89841895E+4,
973.00,1.87216191E+4,
974.00,1.84815566E+4,
975.00,1.83582129E+4,
976.00,1.84076934E+4,
977.00,1.80291660E+4,
978.00,1.78192578E+4,
979.00,1.76229824E+4,
980.00,1.74454688E+4,
981.00,1.71203398E+4,
982.00,1.70057520E+4,
983.00,1.66472813E+4,
984.00,1.64665449E+4,
985.00,1.64414844E+4,
986.00,1.60641211E+4,
987.00,1.59150869E+4,
988.00,1.56843193E+4,
989.00,1.55260400E+4,
990.00,1.51729736E+4,
991.00,1.52804951E+4,
992.00,1.50461074E+4,
993.00,1.48150869E+4,
994.00,1.47880566E+4,
995.00,1.43459600E+4,
996.00,1.43843682E+4,
997.00,1.39194561E+4,
998.00,1.38781680E+4,
999.00,1.36300703E+4,
1000.00,1.33598750E+4,
1001.000,1.33405215E+4,
1002.000,1.32150762E+4,
1003.000,1.30413145E+4,
1004.000,1.28302607E+4,
1005.000,1.26444053E+4,
1006.000,1.25734717E+4,
1007.000,1.21872637E+4,
1008.000,1.21450918E+4,
1009.000,1.19183320E+4,
1010.00,1.17770527E+4,
1011.000,1.15534609E+4,
1012.000,1.15004756E+4,
1013.000,1.13118311E+4,
1014.000,1.11683096E+4,
1015.000,1.10374453E+4,
1016.000,1.08762100E+4,
1017.000,1.07906943E+4,
1018.000,1.06434131E+4,
1019.000,1.05798115E+4,
1020.00,1.04713281E+4,
1021.000,1.03551338E+4,
1022.000,1.02669521E+4,
1023.000,9.99950879E+3,
1024.000,9.87486230E+3,
1025.000,9.69852637E+3,
1026.000,9.63058496E+3,
1027.000,9.53963281E+3,
1028.000,9.41013477E+3,
1029.000,9.21528906E+3,
1030.00,9.19240039E+3,
1031.000,9.09187793E+3,
1032.000,9.04709473E+3,
1033.000,8.83759863E+3,
1034.000,8.66458789E+3,
1035.000,8.62211133E+3,
1036.000,8.54841504E+3,
1037.000,8.33661914E+3,
1038.000,8.23641504E+3,
1039.000,8.06013965E+3,
1040.00,8.04673438E+3,
1041.000,7.97299609E+3,
1042.000,7.80043799E+3,
1043.000,7.68119873E+3,
1044.000,7.56023535E+3,
1045.000,7.56762646E+3,
1046.000,7.54982617E+3,
1047.000,7.29223145E+3,
1048.000,7.11931445E+3,
1049.000,7.13352148E+3,
1050.00,6.95346631E+3,
1051.000,6.97031885E+3,
1052.000,6.79368359E+3,
1053.000,6.81359082E+3,
1054.000,6.63831592E+3,
1055.000,6.59074609E+3,
1056.000,6.57260352E+3,
1057.000,6.45351123E+3,
1058.000,6.23594189E+3,
1059.000,6.30156787E+3,
1060.00,6.19220313E+3,
1061.000,6.06239600E+3,
1062.000,5.96238574E+3,
1063.000,5.97776514E+3,
1064.000,5.80329785E+3,
1065.000,5.71794189E+3,
1066.000,5.64188623E+3,
1067.000,5.55562988E+3,
1068.000,5.51596533E+3,
1069.000,5.44287061E+3,
1070.00,5.38191309E+3,
1071.000,5.30047559E+3,
1072.000,5.19928125E+3,
1073.000,5.09547803E+3,
1074.000,5.07631934E+3,
1075.000,5.09886523E+3,
1076.000,4.92991260E+3,
1077.000,4.79213574E+3,
1078.000,4.84636279E+3,
1079.000,4.76444873E+3,
1080.00,4.62825195E+3,
1081.000,4.57696924E+3,
1082.000,4.55816016E+3,
1083.000,4.53895557E+3,
1084.000,4.46243701E+3,
1085.000,4.36484619E+3,
1086.000,4.41038867E+3,
1087.000,4.27255176E+3,
1088.000,4.22320410E+3,
1089.000,4.21035303E+3,
1090.00,4.20395020E+3,
1091.000,4.02980786E+3,
1092.000,3.94585840E+3,
1093.000,3.96124243E+3,
1094.000,3.90256689E+3,
1095.000,3.93603638E+3,
1096.000,3.72783496E+3,
1097.000,3.68200513E+3,
1098.000,3.71617773E+3,
1099.000,3.66898071E+3,
1100.00,3.62104761E+3,
