Labels,225-450-EM,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,1100.00,
Step,1.00,
Fixed/Offset,450.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,5.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,4.00,
Detector,Det2,

700.00,1.46066523E+4,
701.00,1.52044258E+4,
702.00,1.55699570E+4,
703.00,1.65791875E+4,
704.00,1.69112910E+4,
705.00,1.76524297E+4,
706.00,1.83744336E+4,
707.00,1.88413184E+4,
708.00,1.95062754E+4,
709.00,2.04404375E+4,
710.00,2.11020000E+4,
711.00,2.13164199E+4,
712.00,2.29149102E+4,
713.00,2.37049199E+4,
714.00,2.39078828E+4,
715.00,2.47619902E+4,
716.00,2.52649941E+4,
717.00,2.67650195E+4,
718.00,2.73340117E+4,
719.00,2.80441543E+4,
720.00,2.88431660E+4,
721.00,2.91294688E+4,
722.00,2.95226348E+4,
723.00,3.00281699E+4,
724.00,3.05106602E+4,
725.00,3.14548984E+4,
726.00,3.19293145E+4,
727.00,3.25180020E+4,
728.00,3.36879844E+4,
729.00,3.42968438E+4,
730.00,3.44985859E+4,
731.00,3.54958516E+4,
732.00,3.51597422E+4,
733.00,3.62522109E+4,
734.00,3.68839453E+4,
735.00,3.77403047E+4,
736.00,3.86682656E+4,
737.00,3.96160117E+4,
738.00,3.91475313E+4,
739.00,3.98095859E+4,
740.00,4.10061680E+4,
741.00,4.11493906E+4,
742.00,4.21759844E+4,
743.00,4.25661289E+4,
744.00,4.32516875E+4,
745.00,4.40781758E+4,
746.00,4.44804180E+4,
747.00,4.52994688E+4,
748.00,4.55696250E+4,
749.00,4.60814922E+4,
750.00,4.73032305E+4,
751.00,4.64914219E+4,
752.00,4.81283242E+4,
753.00,4.79646211E+4,
754.00,4.79622148E+4,
755.00,4.97350547E+4,
756.00,4.99471836E+4,
757.00,5.00644727E+4,
758.00,5.06473477E+4,
759.00,5.16370039E+4,
760.00,5.13653203E+4,
761.00,5.19773359E+4,
762.00,5.22925469E+4,
763.00,5.23457695E+4,
764.00,5.34020625E+4,
765.00,5.41928047E+4,
766.00,5.41467109E+4,
767.00,5.51661523E+4,
768.00,5.50992617E+4,
769.00,5.47159609E+4,
770.00,5.58988008E+4,
771.00,5.60888555E+4,
772.00,5.69646094E+4,
773.00,5.64067891E+4,
774.00,5.68755039E+4,
775.00,5.71252578E+4,
776.00,5.82192422E+4,
777.00,5.85275664E+4,
778.00,5.84899844E+4,
779.00,5.86151641E+4,
780.00,5.88288047E+4,
781.00,5.96761367E+4,
782.00,5.98424219E+4,
783.00,6.02215430E+4,
784.00,6.00181406E+4,
785.00,6.01439023E+4,
786.00,6.06287969E+4,
787.00,6.09726914E+4,
788.00,6.10109492E+4,
789.00,6.11307461E+4,
790.00,6.06035703E+4,
791.00,6.04983164E+4,
792.00,6.08097461E+4,
793.00,6.03184648E+4,
794.00,6.16398164E+4,
795.00,6.14670273E+4,
796.00,6.03826406E+4,
797.00,6.05669805E+4,
798.00,6.10767500E+4,
799.00,6.11474609E+4,
800.00,6.17872148E+4,
801.00,6.06744453E+4,
802.00,6.08410352E+4,
803.00,6.09432070E+4,
804.00,6.06609531E+4,
805.00,6.08494453E+4,
806.00,6.09134961E+4,
807.00,6.08517539E+4,
808.00,6.08179258E+4,
809.00,5.98835547E+4,
810.00,5.98947461E+4,
811.00,5.98947773E+4,
812.00,6.05855195E+4,
813.00,5.95280469E+4,
814.00,5.93628555E+4,
815.00,5.95902344E+4,
816.00,5.97038242E+4,
817.00,6.01307227E+4,
818.00,5.90613906E+4,
819.00,5.90645156E+4,
820.00,5.84853789E+4,
821.00,5.81564570E+4,
822.00,5.85618711E+4,
823.00,5.80729453E+4,
824.00,5.77019063E+4,
825.00,5.74122656E+4,
826.00,5.70797070E+4,
827.00,5.77986016E+4,
828.00,5.77349727E+4,
829.00,5.61056992E+4,
830.00,5.63113242E+4,
831.00,5.54023555E+4,
832.00,5.55122383E+4,
833.00,5.50497344E+4,
834.00,5.51793438E+4,
835.00,5.48109648E+4,
836.00,5.40368906E+4,
837.00,5.41445000E+4,
838.00,5.36401445E+4,
839.00,5.28225547E+4,
840.00,5.32073906E+4,
841.00,5.28110195E+4,
842.00,5.29788320E+4,
843.00,5.23119688E+4,
844.00,5.10645508E+4,
845.00,5.12224102E+4,
846.00,5.09050859E+4,
847.00,5.06793984E+4,
848.00,5.00332539E+4,
849.00,5.02548906E+4,
850.00,4.92411406E+4,
851.00,4.98079414E+4,
852.00,4.94446914E+4,
853.00,4.88321914E+4,
854.00,4.86719258E+4,
855.00,4.81952383E+4,
856.00,4.78985078E+4,
857.00,4.73115078E+4,
858.00,4.71893047E+4,
859.00,4.64600938E+4,
860.00,4.61753867E+4,
861.00,4.56698828E+4,
862.00,4.60050625E+4,
863.00,4.56549766E+4,
864.00,4.51162109E+4,
865.00,4.50927852E+4,
866.00,4.42184883E+4,
867.00,4.36903906E+4,
868.00,4.32775977E+4,
869.00,4.25597891E+4,
870.00,4.24444180E+4,
871.00,4.16934180E+4,
872.00,4.15487539E+4,
873.00,4.15122656E+4,
874.00,4.11197461E+4,
875.00,4.08377578E+4,
876.00,3.98098516E+4,
877.00,3.98990078E+4,
878.00,3.94151797E+4,
879.00,3.91127695E+4,
880.00,3.89197461E+4,
881.00,3.83412617E+4,
882.00,3.81271484E+4,
883.00,3.79039258E+4,
884.00,3.72788750E+4,
885.00,3.69188945E+4,
886.00,3.62107695E+4,
887.00,3.60755977E+4,
888.00,3.55217070E+4,
889.00,3.53335273E+4,
890.00,3.51150859E+4,
891.00,3.48248750E+4,
892.00,3.43553281E+4,
893.00,3.37062070E+4,
894.00,3.37335703E+4,
895.00,3.35777813E+4,
896.00,3.27498398E+4,
897.00,3.27662676E+4,
898.00,3.24389121E+4,
899.00,3.24200801E+4,
900.00,3.22273008E+4,
901.00,3.17303965E+4,
902.00,3.15263555E+4,
903.00,3.10159453E+4,
904.00,3.05897852E+4,
905.00,3.02991445E+4,
906.00,3.03066777E+4,
907.00,2.97624219E+4,
908.00,2.97810254E+4,
909.00,2.92995879E+4,
910.00,2.88402500E+4,
911.00,2.89645781E+4,
912.00,2.88618848E+4,
913.00,2.82471582E+4,
914.00,2.80696699E+4,
915.00,2.77873516E+4,
916.00,2.74637031E+4,
917.00,2.72378652E+4,
918.00,2.67857188E+4,
919.00,2.65156406E+4,
920.00,2.65492305E+4,
921.00,2.61694375E+4,
922.00,2.60074492E+4,
923.00,2.57317363E+4,
924.00,2.52728574E+4,
925.00,2.49041328E+4,
926.00,2.49648613E+4,
927.00,2.44022383E+4,
928.00,2.42254355E+4,
929.00,2.37356387E+4,
930.00,2.36571191E+4,
931.00,2.32088320E+4,
932.00,2.33913262E+4,
933.00,2.27886328E+4,
934.00,2.26102578E+4,
935.00,2.25195977E+4,
936.00,2.21183496E+4,
937.00,2.19341836E+4,
938.00,2.14988887E+4,
939.00,2.13890781E+4,
940.00,2.13374883E+4,
941.00,2.09257188E+4,
942.00,2.06157637E+4,
943.00,2.05183809E+4,
944.00,2.00993281E+4,
945.00,1.99437520E+4,
946.00,1.97177461E+4,
947.00,1.94124414E+4,
948.00,1.93220137E+4,
949.00,1.89105098E+4,
950.00,1.88111816E+4,
951.00,1.84358730E+4,
952.00,1.84403555E+4,
953.00,1.83236641E+4,
954.00,1.79774727E+4,
955.00,1.76544375E+4,
956.00,1.77647559E+4,
957.00,1.72968301E+4,
958.00,1.71351836E+4,
959.00,1.68103438E+4,
960.00,1.64831270E+4,
961.00,1.64280254E+4,
962.00,1.62761367E+4,
963.00,1.62836211E+4,
964.00,1.59074473E+4,
965.00,1.56783027E+4,
966.00,1.53850889E+4,
967.00,1.54088340E+4,
968.00,1.49671191E+4,
969.00,1.49217969E+4,
970.00,1.48462402E+4,
971.00,1.47785244E+4,
972.00,1.48016846E+4,
973.00,1.44593613E+4,
974.00,1.42824102E+4,
975.00,1.41176777E+4,
976.00,1.39763018E+4,
977.00,1.38466465E+4,
978.00,1.37359033E+4,
979.00,1.36985361E+4,
980.00,1.33491465E+4,
981.00,1.32827637E+4,
982.00,1.30945908E+4,
983.00,1.29248193E+4,
984.00,1.28449756E+4,
985.00,1.27761924E+4,
986.00,1.25324551E+4,
987.00,1.23491055E+4,
988.00,1.21462451E+4,
989.00,1.20725322E+4,
990.00,1.18927354E+4,
991.00,1.16209883E+4,
992.00,1.14638359E+4,
993.00,1.14843262E+4,
994.00,1.13109785E+4,
995.00,1.10674063E+4,
996.00,1.09094678E+4,
997.00,1.08572246E+4,
998.00,1.06148691E+4,
999.00,1.05026709E+4,
1000.00,1.04769980E+4,
1001.000,1.03114688E+4,
1002.000,1.01947266E+4,
1003.000,1.00436660E+4,
1004.000,9.99210938E+3,
1005.000,9.70919238E+3,
1006.000,9.61355078E+3,
1007.000,9.54401953E+3,
1008.000,9.47721875E+3,
1009.000,9.28590723E+3,
1010.00,9.13061914E+3,
1011.000,9.07670410E+3,
1012.000,8.98263379E+3,
1013.000,8.87293457E+3,
1014.000,8.73835449E+3,
1015.000,8.63069043E+3,
1016.000,8.61515332E+3,
1017.000,8.34225195E+3,
1018.000,8.25710742E+3,
1019.000,8.16342578E+3,
1020.00,8.14938721E+3,
1021.000,7.95097461E+3,
1022.000,7.96088916E+3,
1023.000,7.77893262E+3,
1024.000,7.71632227E+3,
1025.000,7.52574268E+3,
1026.000,7.49300586E+3,
1027.000,7.35118311E+3,
1028.000,7.30641797E+3,
1029.000,7.22978809E+3,
1030.00,7.04015771E+3,
1031.000,7.01781738E+3,
1032.000,6.84346680E+3,
1033.000,7.00975977E+3,
1034.000,6.72247607E+3,
1035.000,6.67976270E+3,
1036.000,6.58010156E+3,
1037.000,6.54081738E+3,
1038.000,6.43346191E+3,
1039.000,6.27081201E+3,
1040.00,6.29994434E+3,
1041.000,6.10075293E+3,
1042.000,6.06285596E+3,
1043.000,5.94587549E+3,
1044.000,5.88434033E+3,
1045.000,5.76229736E+3,
1046.000,5.72921826E+3,
1047.000,5.67760889E+3,
1048.000,5.57977246E+3,
1049.000,5.49622119E+3,
1050.00,5.47158643E+3,
1051.000,5.47866309E+3,
1052.000,5.38265576E+3,
1053.000,5.38074414E+3,
1054.000,5.22247656E+3,
1055.000,5.03172412E+3,
1056.000,5.08992432E+3,
1057.000,5.08664697E+3,
1058.000,4.95047559E+3,
1059.000,4.88422803E+3,
1060.00,4.83595020E+3,
1061.000,4.73761719E+3,
1062.000,4.74879590E+3,
1063.000,4.64396484E+3,
1064.000,4.51641406E+3,
1065.000,4.55958594E+3,
1066.000,4.43582373E+3,
1067.000,4.38636572E+3,
1068.000,4.37802246E+3,
1069.000,4.22102051E+3,
1070.00,4.15282568E+3,
1071.000,4.13803662E+3,
1072.000,4.10589355E+3,
1073.000,4.04431250E+3,
1074.000,3.98650293E+3,
1075.000,3.91937817E+3,
1076.000,3.82533105E+3,
1077.000,3.90205493E+3,
1078.000,3.79677051E+3,
1079.000,3.72704907E+3,
1080.00,3.65501929E+3,
1081.000,3.60213379E+3,
1082.000,3.58355981E+3,
1083.000,3.55609155E+3,
1084.000,3.53913037E+3,
1085.000,3.44271411E+3,
1086.000,3.42076294E+3,
1087.000,3.36730688E+3,
1088.000,3.32769189E+3,
1089.000,3.27490967E+3,
1090.00,3.25028662E+3,
1091.000,3.18689429E+3,
1092.000,3.14444019E+3,
1093.000,3.15829858E+3,
1094.000,3.06854419E+3,
1095.000,3.02515381E+3,
1096.000,2.98406689E+3,
1097.000,2.92517529E+3,
1098.000,2.90315991E+3,
1099.000,2.86297632E+3,
1100.00,2.82052222E+3,
